product_name,id,tag,tag 2,tag 3,tag 4,point,date,ico_offlineStore,txt,txt 2,txt 3,txt_inner,num,point_flag,more_msg,txt_beauty
리얼베리어 익스트림 에센스 토너,sskyung1****,,,,,5점만점에 5점,2025.07.03,,건성에 좋아요,보습에 좋아요,자극없이 순해요,몇 통째 쓰는템.. 저한테는 너무 잘 맞고 너무 좋아요 ㅠㅠ처음 바를 때 에센스 토너라서 그런지 몰라도 바르자마자 좋다! 하는 느낌이 왔어요 친규들한테도 적극 추천하는 템 중에 하나에용 로션도 세트로 쓰고 있어요 근데 로션 펌프형 말고 그냥 튜브형으로 바꿔주실 의향이 있으실까요 ㅠ ㅠ 🩵,0,,,
리얼베리어 익스트림 에센스 토너,yourw****,,,,,5점만점에 3점,2025.06.30,매장,건성에 좋아요,보습에 좋아요,보통이에요,이게 좋다고 해야할지 아니라고 해야할지 애매합니다. 토너로 치기엔 너므 끈적이고 에센스라고 하기엔 부족한 느낌입니다. 차라리 히알루론산 세럼만 바르는게 기초로는더 나은듯해요. 그리고 피부 컨디션에 따라 약간의 불편함(따금대던가 약간 붉어지는 등) 이 느껴져서 그냥 몸에 바르고 있습니다. 토너로도 에센스로도 애매한 위치.,0,,,
리얼베리어 익스트림 에센스 토너,kimjiwon****,,,,,5점만점에 4점,2025.07.06,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,엄마 바르라고 사줬어요 엄마가 완전 건성인데 이 토너가 그나마 보습감이 오래 유지되는 것 같아요,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,키위알맹이,지성,쿨톤,민감성,트러블,5점만점에 5점,2025.07.06,매장,복합성에 좋아요,보습에 좋아요,자극없이 순해요,촉촉 스킨 찾으시면 이거예요 끈적임 없이 수분 잘 채워줘서 잘 애용하고 있어요,0,,,
리얼베리어 익스트림 에센스 토너,ekqls****,,,,,5점만점에 5점,2025.06.29,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,건성피부인 동생 선물로 구매해줬는데 너무 좋아하네요 순하고 보습감도 딱 적당히 좋아서 잘 사용했대요,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,구미즈,,,,,5점만점에 5점,2025.06.28,,건성에 좋아요,보습에 좋아요,자극없이 순해요,여러번 덧바르지 않아도 수분감을 채워줘서 좋습니다. 건성에 좋아요.,0,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,구미즈,,,,,5점만점에 5점,2025.06.28,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,거의 다 써서 재구매한 제품입니다. 건조한 피부에 수분감을 잘 채워줘요.,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,뿡다,복합성,봄웜톤,각질,미백,5점만점에 5점,2025.06.28,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,건성분들이 쓰기에 좋은것 같고 크림처럼 엄청 무거운것 같지 않고 가볍게 바르기 좋은것 같아요,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,샤엠디,,,,,5점만점에 5점,2025.07.04,,복합성에 좋아요,보습에 좋아요,자극없이 순해요,올리브영 할인할 때 구매했어요~~!잘 쓰고있습니다ㅎㅎㅎ,0,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,dlax519,,,,,5점만점에 5점,2025.05.31,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,묽은 제형의 토너는 처음써보는데 되게 좋은 거 같아용기획도 좋았고 이 시리즈는 아니지만 같은 브랜드 크림 제품도 사용 중인데 보습도 잘 되고 바르면 착 붙는 느낌이라 좋아용 개인적으로 물 같은 제형보다는 묽은 제형이 더 보습이 잘 되는 거 같았어용 피부결 정돈에도 좋아여,0,,,
리얼베리어 익스트림 에센스 토너,has****,,,,,5점만점에 5점,2025.06.23,,건성에 좋아요,보습에 좋아요,자극없이 순해요,콧물스킨인데 기름지거나 무거운 느낌이 없고 촉촉한 제품이에요.  같은라인 크림도 사용중인데 만족하면서 사용 중이에요,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다."
리얼베리어 익스트림 에센스 토너,yhlsdc****,,,,,5점만점에 5점,2025.06.15,,복합성에 좋아요,보습에 좋아요,자극없이 순해요,건조한 피부라서 세안하고 바로 바를 수 있게 화장실에 두고 바르고 있어요~피부에 촉촉하게 스며드들어서 좋고 화장솜에 적셔서 피부에 잠깐 올려 피부 진정도 되네요뚜껑열고 바로 얼굴에 직접 바르기가 불편하네요 ~,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,aofurdlt****,,,,,5점만점에 5점,2025.07.02,,지성에 좋아요,진정에 좋아요,자극이 느껴져요,이 익스트림 토너도 그렇고 라이트 토너도 그렇고 토너 자체가 계절에 따라서 다르게 바를뿐 보습이나 수분이 덜 채워지는게 아니라서 좋아요. 일단 수분이 잘 채워져서 지성피부인데도 기름없이 쫙 달라붙는게 마음에 듭니다. 그리고 성분이 좋은것도 좋아요.,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,화수르,,,,,5점만점에 4점,2025.07.03,,복합성에 좋아요,진정에 좋아요,보통이에요,무난무난하고 쓰기좋은 제품입니다 두루두루 잘쓸것같아요,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,크로이,복합성,여름쿨톤,각질,모공,5점만점에 5점,2025.06.19,,건성에 좋아요,보습에 좋아요,자극없이 순해요,건성 피부인 가족이 일년 내내 이 제품만 씁니다. 물 토너는 건조해서 안 좋아하더라구요. 중복합성 피부인 분들도 가을 겨울에는 잘 쓰실 수 있을 거 같아요,0,,,
리얼베리어 익스트림 에센스 토너,jw****,,,,,5점만점에 5점,2025.06.04,,건성에 좋아요,보습에 좋아요,자극없이 순해요,수부지인데 이 제품은 토너인데도 촉촉해서 좋아요!몇번 레이어드 하거나 이 제품 다음에 세럼이나 앰플 바르고 크림 바르고 화장하면 건조하지 않아요!같은 라인 크림도 샘플로 와서 써봤는데 민감하고 예민한 피부인데도 자극없이 순해서 본품 사볼까 합니당 ㅎㅎ,0,,,
리얼베리어 익스트림 에센스 토너,미얌밤,,,,,5점만점에 5점,2025.06.01,매장,복합성에 좋아요,보습에 좋아요,자극없이 순해요,저는 아벤느 이드랑스 로션(하늘색) 제품 사용하다가 우연히 이 제품도 괜찮을 것 같아서 테스트하고 사용해봤어요!! 생각했던 것처럼 제형도 비슷한 것 같고 저는 물처럼 가벼운 토너보다 점도가 좀 있는 제품 바르고 가벼운 로션이나 크림 바르는 게 트러블도 안 나고 무난한 것 같아서 혹시 비슷한 제품을 찾으시는 분이 계시다면 이 제품 추천합니다!!,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다."
리얼베리어 익스트림 에센스 토너,주먹밥쿵,지성,웜톤,각질,다크서클,5점만점에 5점,2025.07.07,,건성에 좋아요,보습에 좋아요,자극없이 순해요,좋아요~ 제 피부랑 잘 맞고 사용감이 좋아요~ 재구매 의사 있습니다~~,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,ZZ바라기,건성,웜톤,모공,민감성,5점만점에 5점,2025.01.21,,건성에 좋아요,보습에 좋아요,자극없이 순해요,😃리얼~베리어 익스트림 에센스 토~너♡♡콧물 토너입니다~!말해뭐해~! 너무나 유명한 필수템~!!🥰😍지인분에게 선물용으로도 좋은😊수분촉촉~!순간 수분을 채우기에 좋고요약간의 진떡함 있어요~!😉😊저같이 극건성피부는 가을철에 좋습니다~!😙복합성 피부는 겨울철이 딱~~! 좋습니다~!😆😉저는 난방 많이 쓸때 자주 뿌려줍니다~!너무 좋아요~😍😍휴대성이 좋고요😙😊일하다가 공부하다가 건조하면 뿌려주면 굿굿~!♡😃저는 단독으로 사용하기에는 건조해요😊😉해당제품을 사용후 영양크림 또는 수분크림 필수요속당김이 있어요~!😂🤣😅자주사용후에는 건조하니적절히 사용바랍니다~!😁😄해당브랜드는 유명하죠 보습으로토너도 보습 잡아줘요,1,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,ZZ바라기,건성,웜톤,모공,민감성,5점만점에 5점,2024.12.14,,건성에 좋아요,보습에 좋아요,보통이에요,😃리얼~베리어 익스트림  에센스 토~너♡♡콧물  토너입니다~!말해뭐해~! 너무나 유명한 필수템~!!🥰😍지인분에게 선물용으로도 좋은 😊수분촉촉~!순간 수분을 채우기에 좋고요약간의 진떡함 있어요~!😉😊저같이 극건성피부는 가을철에 좋습니다~!😙복합성 피부는 겨울철이 딱~~! 좋습니다~!😆😉저는 난방 많이 쓸때 자주 뿌려줍니다~!너무 좋아요~😍😍휴대성이 좋고요😙😊일하다가 공부하다가 건조하면 뿌려주면 굿굿~!♡😃저는 단독으로 사용하기에는 건조해요😊😉해당제품을 사용후 영양크림 또는 수분크림 필수요속당김이 있어요~!😂🤣😅자주사용후에는 건조하니적절히 사용바랍니다~!😁😄해당브랜드는 유명하죠 보습으로토너도 보습 잡아줘요,1,,,
리얼베리어 익스트림 에센스 토너,comejuliet,건성,가을웜톤,블랙헤드,주름,5점만점에 5점,2024.09.12,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,건조한 피부에 딱 맞는 토너이예요!질감이 보통 토너보다 더 두껍고 보습력이 정말 대단해요!!제 피부는 너무 건조하는데 이 토너를 사용하면서 수분이 진짜 잘 되서 만적합니다 ^^ 끈적임이 없고 흡수가 잘 됩니다.이 토너를 발은 후 수분 에센스를 발으면 최고예요! 이러한 조합이 피부를 정말 촉촉하게 만들고 하루 종일 지속력이 있습니다.,5,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다."
리얼베리어 익스트림 에센스 토너,comejuliet,건성,가을웜톤,블랙헤드,주름,5점만점에 5점,2024.05.17,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,건조한 피부에 딱 맞는 토너이예요!질감이 보통 토너보다 더 두껍고 보습력이 정말 대단해요!!제 피부는 너무 건조하는데 이 토너를 사용하면서 수분이 진짜 잘 되서 만적합니다 ^^ 끈적임이 없고 흡수가 잘 됩니다.이 토너를 발은 후 수분 에센스를 발으면 최고예요! 이러한 조합이 피부를 정말 촉촉하게 만들고 하루 종일 지속력이 있습니다.,4,,,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다."
리얼베리어 익스트림 에센스 토너,마실러,복합성,겨울쿨톤,민감성,,5점만점에 5점,2024.04.03,매장,복합성에 좋아요,보습에 좋아요,자극없이 순해요,믿고 쓰는 리얼베리어.수분과 유분 모두 부족해서 에센스 토너를 사봤는데유수분밸런스가 맞춰지니 속건조가 해결되고각질도 사라지고 피부가 부들부들 편안해짐부담스러운 향 없이 거의 무향에 가깝고이름답게 에센스 콧물 제형.바르면 금방 흡수되면서 유분이 남아 끈적한게 아닌살짝 보송해지는데 그렇다고 건조한게 아님속보습까지 완벽하게 책임지는 제품.피부 민감해졌을 때도 아묻따 믿고 쓰는 리얼베리어이 에센스 토너랑 익스트림 라이트 크림 하루 쓰고피부장벽 바로 되돌렸습니다.이젠 유목생활 그만하고돌고돌아 리얼베리어로 정착합니다.,1,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다."
리얼베리어 익스트림 에센스 토너,화장품은성분이답이다,복합성,봄웜톤,각질,모공,5점만점에 4점,2024.03.21,,건성에 좋아요,보습에 좋아요,자극없이 순해요,대용량이라 푹푹 아낌없이 씁니다큰자극감은 전혀 못느꼈고촉촉한 제형에 끈적임 크게 없고얼굴 손 바디 전신용으로 씁니다특히. 바디에  멀바르기 귀찬코안바르면 바디도 세월가면 건조 탄력 여러문제 생기니저는 바디에 에센스 토너 바릅니다바디로션 바르기 귀찬아서 안바르거든오ㅡ주로 촉촉한 스킨류를 바르는데요제품 쓰기좋았고인터넷에 최저가 싸네요한번정도 써볼만한 무난한 스킨입니다크게 피부타입 따지지 않고 요스킨이 라이트랑 오리지날두종류가 나왔는데라이트는 물처럼 촉촉산뜻 하고오리지날은 스킨에센스 제형으로 촉촉매끈제형 입니다,1,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다."
리얼베리어 익스트림 에센스 토너,알린이,복합성,겨울쿨톤,모공,미백,5점만점에 5점,2024.03.20,,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"[수부지 복합성. T존 번들거림. U존 건조함.]오랜만에 라이브 구매🤭💙컨디션에 따라 피부상태가 휙휙 바뀌는 요즘그야말로 피부장벽 강화가 필요할 때!처음에 크림만 구매할까하다가 쓰던 토너는미스트처럼 공병에 덜어두고 세트로 갈아타기!콧물제형인데 발림성이 꾸덕하지 않고 촉촉해서 좋았어요바르고나면 금방 날아가지 않고 쫀쫀해지는 기분이랄까?주말에는 스킨팩용으로 써도 좋을 것 같아요레티놀 들어간 토너랑 이거 반반 써서 얹어주면 모공관리도!바쁜 아침에는 못 하지만나이트케어에는 증정용 패드를 양볼에 얹고이마, 턱에 에센스토너 올린 상태에서 디바이스로 부스터모드하면 확실히 피부 깊숙히 보습되는게 느껴져요흡수도 빨라서 아침에 발라도 괜찮더라구요여름에는 세럼단계 건너뛰어도 될 것 같아요",1,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다."
리얼베리어 익스트림 에센스 토너,마실러,복합성,겨울쿨톤,모공,민감성,5점만점에 5점,2024.03.04,매장,복합성에 좋아요,보습에 좋아요,자극없이 순해요,믿고 쓰는 리얼베리어.수분과 유분 모두 부족해서 에센스 토너를 사봤는데유수분밸런스가 맞춰지니 속건조가 해결되고각질도 사라지고 피부가 부들부들 편안해짐부담스러운 향 없이 거의 무향에 가깝고이름답게 에센스 콧물 제형.바르면 금방 흡수되면서 유분이 남아 끈적한게 아닌살짝 보송해지는데 그렇다고 건조한게 아님속보습까지 완벽하게 책임지는 제품.피부 민감해졌을 때도 아묻따 믿고 쓰는 리얼베리어이 에센스 토너랑 익스트림 라이트 크림 하루 쓰고피부장벽 바로 되돌렸습니다.이젠 유목생활 그만하고돌고돌아 리얼베리어로 정착합니다.,0,,,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다."
리얼베리어 익스트림 에센스 토너,알린이,복합성,겨울쿨톤,모공,미백,5점만점에 5점,2024.02.19,,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"[수부지 복합성. T존 번들거림. U존 건조함.]오랜만에 라이브 구매🤭💙컨디션에 따라 피부상태가 휙휙 바뀌는 요즘그야말로 피부장벽 강화가 필요할 때!처음에 크림만 구매할까하다가 쓰던 토너는미스트처럼 공병에 덜어두고 세트로 갈아타기!콧물제형인데 발림성이 꾸덕하지 않고 촉촉해서 좋았어요바르고나면 금방 날아가지 않고 쫀쫀해지는 기분이랄까?주말에는 스킨팩용으로 써도 좋을 것 같아요레티놀 들어간 토너랑 이거 반반 써서 얹어주면 모공관리도!바쁜 아침에는 못 하지만나이트케어에는 증정용 패드를 양볼에 얹고이마, 턱에 에센스토너 올린 상태에서 디바이스로 부스터모드하면 확실히 피부 깊숙히 보습되는게 느껴져요흡수도 빨라서 아침에 발라도 괜찮더라구요여름에는 세럼단계 건너뛰어도 될 것 같아요",0,,,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다."
리얼베리어 익스트림 에센스 토너,화장품은성분이답이다,복합성,봄웜톤,각질,모공,5점만점에 4점,2024.02.19,,건성에 좋아요,보습에 좋아요,자극없이 순해요,신상 리얼베리어 익스트림 에센스토너ㆍ라이트토너두제품 구매후기(증정온 선크림 너무좋은데요ㅡ수분제형에 백탁없고독한향 눈시림없고 두세번 두둘기면 다흡수됨남녀모두 모든피부 써도 될제품이네요 ㅡ마지막사진)성분은  두제품이 살짝틀린데실제 발랐을때. 에센스토너라고 끈적이는건 1도없습니다금방흡수됩니다흐르지않는 제형이고개인적으로 리얼베리어는  너무 오래되서 계속쓴지가10년은 넘지 않았을까 싶네요*특징ㅡ눈시림없음 ㆍ독한향료없음촉촉 매끈  두번발라도 계속흡수됨*이틀 발라봤는데 건성이든 지성이든 써도  되는제형이였습니다*저는 에센스 토너 세번바르고  라이트토너는욕실에 세안후 바로 뿌리는 미스트로 덜어놓고 쓰고냉장고에. 라이트는 넣고 스킨팩으로 추천해요*또 바디에 끈적이는거 바르는거 싫어서 에센스토너로올여름 바디에 쓸예정입니다@절대 기름지거나 끈적임없어요@추천템,2,,,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다."
리얼베리어 익스트림 에센스 토너,ivy****,,,,,5점만점에 5점,2025.06.06,,건성에 좋아요,보습에 좋아요,자극없이 순해요,항상 사용하는 리얼배리어 토너예요. 순하고 자극이 없어 너무 좋아요. 양이 많아서 부담없이 쓰기 넘 좋습니다,0,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,ivy****,,,,,5점만점에 5점,2025.06.06,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,가격도 착하고 구성이 마음에 들어요. 농도가 짙어 보습이 잘 되는거 같아요굿^^,0,,,
리얼베리어 익스트림 에센스 토너,sj****,,,,,5점만점에 5점,2025.06.04,,건성에 좋아요,진정에 좋아요,자극없이 순해요,피부과 레이저 시술 후 피부가 뒤집어져서 순한걸로 사봤어요,0,,,
리얼베리어 익스트림 에센스 토너,sun800****,,,,,5점만점에 4점,2025.06.02,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,사용해보고 괜찮아서 재구매 합니다. 여름도 다가오고해서 라이트도 테스트 해봤지만 아직까지는 이 제품이 더  나을것 같습니다. 무향에 콧물 제형이고 대용량이라 부담없이 편하게 사용하기 좋습니다.,0,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,ckhj****,,,,,5점만점에 5점,2025.05.26,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,이제품 스킨 아주 오랫동안 쓰고 있습니다 안에 같이 있는 크림 너무 좋아서 스킨 하나 더 샀어요 크림도 추가로 구매하려구요. 진짜 촉촉해요.,0,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,kimjiwon****,,,,,5점만점에 5점,2025.05.17,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,촉촉하고 다른토너보다 묵직해요.!!!!아주 좋아용---,0,,,
리얼베리어 익스트림 에센스 토너,yhlsdc****,,,,,5점만점에 4점,2025.05.13,,건성에 좋아요,보습에 좋아요,자극없이 순해요,용량은 생각보다 작지만 피부에 촉촉하게 잘스며 드네요~크림도 작은거 들어 있는데 다음에 큰거 사야겠어요~,0,,,
리얼베리어 익스트림 에센스 토너,an1805****,,,,,5점만점에 5점,2025.05.11,매장,복합성에 좋아요,보습에 좋아요,자극없이 순해요,끈적임없이 넘좋고ᆢ량이 많아서. 뜸뿍 바르고좋아요 ᆢ남펀과함께 사용도 좋아요,0,,,
리얼베리어 익스트림 에센스 토너,포챠콩,,,,,5점만점에 5점,2025.06.04,,건성에 좋아요,보습에 좋아요,자극없이 순해요,"성분도 좋고,, 약간의 보습력이 있는 토너 찾으시는 분들께 추천드립니다!  물토너보다는 보습이 좀 더 있어서 건조한 피부 첫 단계로 하기 좋습니다,,✨올영세일 기간에 기획세트 할인도 많이 들어가니 무난한 보습 토너 찾으시는 분들께 추천드려요⭐️⭐️",0,,,
