product_name,id,tag,tag 2,tag 3,tag 4,point_flag,more_msg,point,date,txt,txt 2,txt 3,txt_inner,ico_offlineStore
바이오더마 하이드라비오 에센스로션,똥지똥,,,,,,,5점만점에 5점,2025.05.26,건성에 좋아요,보습에 좋아요,자극없이 순해요,몇통째 쓰고 있는지도 모르겠는 토너...ㅎㅎ 근데 올영보다 코스X트코에서 더 저렴하니까 참고하세용,
바이오더마 하이드라비오 에센스로션,하뉼뉼,복합성,쿨톤,모공,잡티,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 3점,2025.06.07,건성에 좋아요,보습에 좋아요,자극이 느껴져요,수부지에 좋다고 해서 꾸준히 써봤는데 속건조가 안 잡혀요ㅠㅠ 그리고 며칠뒤에 바로 여드름이ㅠㅠ 손이 잘 안 갑니다,
바이오더마 하이드라비오 에센스로션,루피광인,복합성,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.03,복합성에 좋아요,진정에 좋아요,자극없이 순해요,숏츠보다가 속건조에 엄청 좋다고 다들 인생 스킨이라해서 너무 궁금해서 구매해봤습니다 손에 덜어쓰면 양조절이 힘든데 다*소 안개분사공병이랑 호환해서 쓰면 깔끔하게 쓸수있어요 확실히 스킨케어전에 발라주면 딱 좋은거같아요 꾸준히 사용중인데 무난하게 좋은거같아요,
바이오더마 하이드라비오 에센스로션,mikaei****,건성,가을웜톤,블랙헤드,잡티,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 4점,2025.05.19,복합성에 좋아요,진정에 좋아요,보통이에요,촉촉해요 근데 수분이 뭔가 빨리 날라가는 느낌 ㅎㅎ 쪼금 가격이 있는편이에여 ㅜㅜ,매장
바이오더마 하이드라비오 에센스로션,동도리동,복합성,봄웜톤,민감성,트러블,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 2점,2025.06.08,건성에 좋아요,보습에 좋아요,자극이 느껴져요,저는 딱히 좋은지 모르겠어요 ㅜ몇번씩 레이어링을 해도 수분감이 느껴지는지도 모르겠구요 ㅠ오히려 자극받아서 좁쌀여드름이 났어요평소에 바하 2프로까지 잘쓰는 사람인데 바하때문인 것 같지는 않구요. 뭐 때문인지 모르겠는데 ㅠ 이 제품과 저는 안맞네요 ㅠ너무 아쉬워요,
바이오더마 하이드라비오 에센스로션,개추워크레용,복합성,웜톤,각질,민감성,,,5점만점에 5점,2025.05.31,복합성에 좋아요,진정에 좋아요,보통이에요,이거 쓰면 피부결 엄청 좋아보인다고해서 스프레이 사서 쓰고 있는데요..  화장전에 뿌려도 그냥 화장하는거랑 비슷하구 저한테는 촉촉하지도 않고 냄새도 좀 답답한? 냄새가 나서 쓰기 꺼려지눈고 같아요  민감하신 분들은 꼭 테스트나 지인들꺼 몇번 써보고 사시눈게 좋을거 같아요 저랑은 찰떡궁합이 아닌걸로 ㅠㅠ...,
바이오더마 하이드라비오 에센스로션,starblue,복합성,가을웜톤,모공,잡티,,,5점만점에 5점,2025.05.12,건성에 좋아요,보습에 좋아요,자극없이 순해요,"예전에 유튜브에 자주 뜨길래 궁금해서 구매해봤어요.저는 미스트 공병에 쓰진 않고 그냥 흡토 하고 있는데, 약간 콧물제형에 마무리감은 산뜻 촉촉한 느낌이라서 첫단계에 딱 적합한 것 같습니다.무난하게 속보습 충전하기에 좋은것 같아요.",
바이오더마 하이드라비오 에센스로션,코더기이,,,,,,,5점만점에 3점,2025.05.11,복합성에 좋아요,보습에 좋아요,자극이 느껴져요,"호불호가 갈리는 제품이라고 들었는데 저한테는 잘 안맞는 것 같아요 ㅠ제형도 너무 묽어서 흡수시키기가 좀 어렵고다른 제품과 레이어링하기 힘들어서 사용하실거면단독으로 쓰시는 게 좋을 듯 해요 !바이오더마는 클렌징워터가 제일 좋네요,,",
바이오더마 하이드라비오 에센스로션,k202506238****,,,,,,,5점만점에 5점,2025.07.09,복합성에 좋아요,보습에 좋아요,자극없이 순해요,예민한 피부라서 요것만 사용해요 자극없이 순하고 보습과 피부결정돈 미백에 도움이 됩니다,매장
바이오더마 하이드라비오 에센스로션,mee****,,,,,,,5점만점에 5점,2025.07.02,복합성에 좋아요,진정에 좋아요,보통이에요,바이오 더마 특유의 향기? 를 개인적으로 너무 좋아하는데 에센스 향도 넘 맘에 드네요! 꾸준히 사용해서 얼른 좁쌀이 다 들어갔으면 좋겠고 속건조를 꼭 다 잡길 바랍니당 끈적임 없이 너무 촉촉해서 지금 잘 쓰고 있어욤!!,매장
바이오더마 하이드라비오 에센스로션,슝슝날라다니는욧,복합성,쿨톤,모공,민감성,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 3점,2025.06.11,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요,수부지한테 좋다고 해서 써봤는데 좀 건조한 느낌이에요 쓰다가 중단했어요,
바이오더마 하이드라비오 에센스로션,콩이맘맘,복합성,쿨톤,모공,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.02,복합성에 좋아요,보습에 좋아요,자극없이 순해요,촉촉한 수분토너로 사용하고 있어요.좋은 제품인데 저렴한 편은 아니라서 행사하면 구매합니다.기초를 좀 많이 바르는 저한테 정가는 부담스럽네요,
바이오더마 하이드라비오 에센스로션,곱슬곱슬,지성,쿨톤,모공,미백,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.02,복합성에 좋아요,보습에 좋아요,자극없이 순해요,피부에 보습이 되는 게 느껴져요 용량도 커서 오래 쓸 수 있어요,
바이오더마 하이드라비오 에센스로션,윤링이,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.05.23,건성에 좋아요,보습에 좋아요,자극없이 순해요,여러번 덧 발라서 흡수 시켜 주면 확실히 속 건조가 잡히고 자극 없이 트러블도 안나고 순해서 늘 재구매 하고 있습니다,
바이오더마 하이드라비오 에센스로션,zzzzlyxx,복합성,웜톤,민감성,트러블,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.06,복합성에 좋아요,보습에 좋아요,자극없이 순해요,피부에 뒤집어지는 것 전혀 없이 너무 잘 맞아서 몇년째 재구매 중 입니다🤍💚,
바이오더마 하이드라비오 에센스로션,루피몽,지성,가을웜톤,다크서클,모공,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.05.30,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"계절 상관없이 단연코 수부지 토너 1등이에요,, 이거만큼 부스터 역할 확실히 해주는 제품 못봤어요ㅜㅜ 1단계에 사용해주면 이후 기능성 제품들 흡수력이 2배는 높아지는 것 같아요! 저는 마데카소사이드 앰플과 꾸준히 함께 사용중인데 다음날 피부 촉촉 진정되고 궁합 좋습니당:)",매장
바이오더마 하이드라비오 에센스로션,유기현030,지성,겨울쿨톤,모공,잡티,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.01,지성에 좋아요,보습에 좋아요,자극없이 순해요,엄청 물같은 제형이고 로션이라기엔 토너같은 느낌이 강해요 그렇지만 확실히 보습과 진정에 효과가 좋은 것 같아요 토너팩 꼭 하세요 보습에 너무 좋습니다,
바이오더마 하이드라비오 에센스로션,뮌헨의딸,민감성,여름쿨톤,각질,민감성,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 4점,2025.06.27,건성에 좋아요,보습에 좋아요,보통이에요,"아예 순하다고는 못하겠고좋다고 좋다고 속건조에 좋다고 해서 써봤는데 드라마틱한 효과는 못 느꼈음 ,,세비엄이 지성에 좋다길래 그걸로 바꿔보려고용",
바이오더마 하이드라비오 에센스로션,루이돼지,건성,쿨톤,주름,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.30,건성에 좋아요,보습에 좋아요,자극없이 순해요,촉촉하고 보습에 집중된 스킨로션입니다~ 제형은 호불호가 갈리더라구요,
바이오더마 하이드라비오 에센스로션,rsy****,복합성,여름쿨톤,다크서클,모공,,,5점만점에 4점,2025.05.12,건성에 좋아요,진정에 좋아요,자극없이 순해요,제품은 순한데 제가 항상 닦토 쓰면 피부가 자극받아서 그냥 피부애 바로 얹어서 그런지 뚜껑 부분 위생 관리에 좀 더 신경을 썻어야 됏나봐용.. 이거 쓰고 피부가 잠깐 뒤집어졌었눈데 그 펌프로 쓸 수 있는 병에 넣어 쓰면 좋을 것 같긴해요ㅠㅠ 비싼 편이긴 하지만 흡수는 진짜 잘돼욤..👍👍,매장
바이오더마 하이드라비오 에센스로션,jangch****,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.20,지성에 좋아요,진정에 좋아요,보통이에요,릴스에서 보자마자 이건 내꺼다 싶어서바로 구매했아요 진짜 쫀쫀하게 속부터 채워주는 느낌이라너무 좋습니다 ㅒ일매일 사용중이에요,
바이오더마 하이드라비오 에센스로션,바하자,건성,블랙헤드,홍조,,,,5점만점에 5점,2025.05.22,복합성에 좋아요,진정에 좋아요,보통이에요,에센스가 떨어져가서 괜찮은거 찾다가 용량도 많고 저렴해서 구매해 봅니다,
바이오더마 하이드라비오 에센스로션,다산정약용,건성,여름쿨톤,모공,블랙헤드,,,5점만점에 5점,2025.02.14,건성에 좋아요,보습에 좋아요,자극없이 순해요,아주 자극없이 촉촉해지는구려! 역시 유명한데는 다 이유가 있는것 같소. 손에 덜어 얼굴에 찹찹 발라주는게 낭비가 덜하더이다. 화장솜에 적셔서 쓰라는것은 너무 아까운 일이오. 전체적으로 무난한 제품 같소.  나는 제품을 구매하기 전에 리뷰를 꼭 보고 사는 편인데 다들 무난한 사용감을 이 제품의 장점 중 하나로 꼽더구려. 그리고 세일할때 이용하면 더욱 합리적으로 느껴지는 가격도 이 제품의 큰 장점중 하나인것 같소이다. 그러니 세일 좀 자주 해줬으면 좋겠다는 소소한 바람이 있소. 그럼 그때 잔뜩 쟁여둘 터이니. 사용했을때 뾰르지가 올라온다거나 얼굴이 붉어진다거나 하는 자극도 느껴지지 않아서 좋았소이다. 참고로 나의 피부는 건성이오. 아마도 앞으로도 이 제품에 정착해서 그 젊은이 말로는 무난템으로 잘 사용할 수 있을것 같소이다. 다른 선비들께도 한번쯤 사용해보시라 추천하고 싶소. 나의 이 리이뷰가 도움이 되었다면 하단의 좋아요 버어튼을 한번 눌러주실 수 있겠소? 리이뷰 개발에 큰 힘이 되오. 고맙소이다.,
바이오더마 하이드라비오 에센스로션,cream****,민감성,쿨톤,민감성,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 4점,2025.07.07,건성에 좋아요,보습에 좋아요,자극없이 순해요,지인짜 무난한 토너라 보면됨..속보습 잘채워줌. 바를때 약간 미끄덩함,매장
바이오더마 하이드라비오 에센스로션,alswjd****,지성,모공,블랙헤드,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.06,복합성에 좋아요,진정에 좋아요,보통이에요,다들 엄청 좋다고햤는데 엄청까진아니고 무난한거같아요 미스트처럼 뿌려서 사용하고있어용,
바이오더마 하이드라비오 에센스로션,수리다,,,,,,,5점만점에 5점,2025.07.02,지성에 좋아요,보습에 좋아요,자극없이 순해요,항상 쓰는거라서 재구매했어요! 할인해서 좀 싸게 샀네용 좋습니당,매장
바이오더마 하이드라비오 에센스로션,Llini,복합성,봄웜톤,미백,블랙헤드,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.01,복합성에 좋아요,보습에 좋아요,자극없이 순해요,이거 진짜 계속 뿌리고 싶은 에센스입니다ㅜㅜ 촉촉하고 수분 꽉 잡아주고 너무 좋아요,매장
바이오더마 하이드라비오 에센스로션,융융갱,건성,봄웜톤,모공,미백,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.28,건성에 좋아요,보습에 좋아요,자극없이 순해요,워낙 유명하길래 샀는데 정말 좋네요. 피부 건조하지도 않고 자극도 없고 좋아요. 다*소에  파는 스프레이 공병을 이용하면 좋다길래 사 봤는데 그게 더 편하네요,매장
바이오더마 하이드라비오 에센스로션,치와와리더,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 4점,2025.06.22,복합성에 좋아요,보습에 좋아요,보통이에요,제품은 괜찮으나 사용하기가 좀 불편합니다. 바르다보면 내용물이 용기타고 흘러서 매번 닦아줘야 해요.손에 물기가 남아있으면 거품도 납니다 ㅠㅠ,매장
바이오더마 하이드라비오 에센스로션,올영최고양,건성,여름쿨톤,잡티,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.06.09,건성에 좋아요,진정에 좋아요,자극없이 순해요,흡수 잘됐어요 메이크업 하기전에 바르면 화장 잘먹어요! 어느정도 보습도 되고 진정도 되는거같아요,
바이오더마 하이드라비오 에센스로션,시하,지성,봄웜톤,각질,모공,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.09,지성에 좋아요,보습에 좋아요,자극없이 순해요,SNS에서 보고 사서 스프레이 형식으로 만들어서 써봤는데 진짜 너무 쫀쫀하고 좋아요ㅠㅠ 지성인데도 전혀 무겁지않고 바르고 화장하면 진짜 화장이 너무 잘먹어요💙 수분감도 아주 좋습니다ㅏ 다들 써보시길💙💙,매장
바이오더마 하이드라비오 에센스로션,yeejiye****,복합성,봄웜톤,다크서클,모공,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.01,복합성에 좋아요,보습에 좋아요,자극없이 순해요,바르면 얼굴이 쫀쫀해지고 ㄹㅇ 화잘먹템이에용 가볍게 막 바르기 좋아여 향은 호불호 갈릴 것 같은데 저는 호입니도,
바이오더마 하이드라비오 에센스로션,sellena****,,,,,,,5점만점에 5점,2025.05.24,건성에 좋아요,보습에 좋아요,자극없이 순해요,이거 안개분사 스프레이로 입구 바꾸고 사용하면 진짜 레전드 쌈바리로 좋아요세럼 대신 써도 보습력이 좋아서 진짜 좋아요확실히 입구 바꾸는게 더 효율적으로 쓰기 좋은 것 같아요이거 쓰고 화장하면 개잘먹음,매장
바이오더마 하이드라비오 에센스로션,charin****,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.25,복합성에 좋아요,진정에 좋아요,자극없이 순해요,스프레이 용기에 담아서 사용하는데 세안 후에 바로 뿌리면 얼굴에 수분 충전이 금방이라 아주 좋아요.가격이 비싸지만 비싼 만큼 좋기도 해요 지성 피부라 단독으로 여러번 레어링 해주면 간단하게 수분 충전이라 좋아요! 건성에게는 기초케어 전 토너용으로 좋고 복합성 지성에게는 이거 단독 레어링으로 충분할 듯 합니다,
바이오더마 하이드라비오 에센스로션,누룽지라떼,복합성,봄웜톤,다크서클,블랙헤드,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 3점,2025.06.22,지성에 좋아요,보습에 좋아요,보통이에요,바르면 피부 쫀쫀해지는 느낌이 좋아서 두통째 쓰는중인데 뭔가 자극적인 느낌이 최근들어 ..,
바이오더마 하이드라비오 에센스로션,누리핑,건성,여름쿨톤,각질,다크서클,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.21,건성에 좋아요,보습에 좋아요,자극없이 순해요,그 건성 분들 이게 답입니다 저 이거 쓰고 광명 찾고 이거 쓰고 각질부가 하나도 없어졌어요,매장
바이오더마 하이드라비오 에센스로션,kong****,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.12,건성에 좋아요,보습에 좋아요,자극없이 순해요,환절기에 피부가 뒤집어지면서 극심한 건조감을 느끼는데 정말 이 로션은 진짜 모습을 짱짱하게 채워줄 수 있어서 너무 너무 만족스러워요. 로션이라고 되어 있지만 토너 같은 약간 에센스 제형이예요!저는 토너 대신해서 잘 쓰고 있어요!!평소에는 한번 레이어드해서 사용하는데 건조함이 느껴질 때는 두번 세번 레이어드해서 수분감을 정말 꽉꽉 채워줍니다. 유분감은 별로 느끼지 못했고 보습감이 짱짱한 제품이라서ㅜ완전 추천드려요!!유독 피부가 더 건조한 거 같은 날에는 손 위에 올려서 스킨팩 으로도 사용합니당,매장
바이오더마 하이드라비오 에센스로션,곤조한피부라,건성,가을웜톤,모공,잡티,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.09,건성에 좋아요,보습에 좋아요,자극없이 순해요,거품용기에 담아서 사용하는데 올영세일해서 쟁였어요자기전에 거품토너로 쓰는데 사용하고 나면 피부속이 촉촉해져서 다음 단계 바르기 좋은 피부로 만들어줘요,
바이오더마 하이드라비오 에센스로션,many****,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 4점,2025.06.02,건성에 좋아요,보습에 좋아요,자극없이 순해요,"음 유튜브에서 속건조에 좋다는 영상보고 입문했는데, 생각보다는 모르겠네요;; 제형자체는 미끄덩미끄덩해서 오 효과있을지도??!!! 라고 생각이 들긴 했는데, 제 피부에는 그렇게 효과는 없네요,, 이 통 다 쓰면 다른걸로 갈아탈 생각ㅋㅍ큐",
바이오더마 하이드라비오 에센스로션,tot****,,,,,,,5점만점에 4점,2025.06.01,건성에 좋아요,보습에 좋아요,보통이에요,"제품이 엄청 바이럴 되길래 기대하고 써봤는데, 기대만큼 감동적인 느낌은 솔직히 없었어요.텍스처가 꽤 쫀쫀해서 건성 피부에는 괜찮을 수 있겠다는 생각은 들었어요.발림성은 나쁘지 않고 향도 무난한데 사용 후 확실한 변화는 크게 못 느꼈어요.한 번 써본 걸로 만족이고, 재구매까지 하고 싶다는 생각은 안 들었습니다.전체적으로 요란한 입소문에 비해 성능은 그냥 무난한 정도였던 것 같아요.",
바이오더마 하이드라비오 에센스로션,seolov****,복합성,여름쿨톤,모공,민감성,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.27,건성에 좋아요,보습에 좋아요,자극없이 순해요,속수분 채워주기 좋은 제품 요즘 안개분사 공병에 담거나 끼워서 사용하던데 추천함 손이나 솜으로 피부에 흡수시키는 것 보다 좋음,매장
바이오더마 하이드라비오 에센스로션,다군만두고싶다,복합성,봄웜톤,각질,모공,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.05.23,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"수부지 겨울에 속건조 해결할 때 잘 썼어요~!추울 때 지나서 쓰니까 기름져서 지금은 보관 중입니다생각보다 작아서 두 달이면 다 쓰겠다,, 싶었는데 두 달동안 매일 아침 저녁으로 썼는데도 반절 밖에 안 썼어요앞으로 겨울마다 이거 쓸 거예요 ㅎㅎ",
바이오더마 하이드라비오 에센스로션,승련이,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.05.20,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"아니 이런 물 따위가 에센스라고? 생각했는데 써보니까 진짜 좋아요 이거.. 저는 재구매 의사 100이구요.. 저는 몰랐는데 유명템이였더라고요.. 좋디요 이거..속건조 심한사람 써보시면 광명 찾아요묽어서 토너팩처럼 쓰기에도 좋고, 레이어드해서 흡수시켜주면 속건조 싸악 잡혀유",
바이오더마 하이드라비오 에센스로션,배호동,복합성,여름쿨톤,각질,다크서클,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.22,복합성에 좋아요,진정에 좋아요,보통이에요,되게 미끈거리고 잘 흐수가 안되는 것 같아용 손으로 바를 때는요ㅠ 딱 퍅토가 효과가 조아여,매장
