product_name,id,tag,tag 2,tag 3,tag 4,point_flag,more_msg,point,date,txt,txt 2,txt 3,txt_inner
더마토리 히알샷 베리어 B5 앰플,까눌레379,복합성,쿨톤,모공,잡티,,,5점만점에 5점,2025.07.09,복합성에 좋아요,진정에 좋아요,보통이에요,💛수분 앰플이라고 해서 구매해봤어요 다른 앰플에 비해서 가격대가 있는 편이라 남다른 사용감을 기대했는데 그런 건 없더라고요~ 그냥 좀 더 저렴한 앰플 사도 될 것 같아요
더마토리 히알샷 베리어 B5 앰플,지혜로운유니S,복합성,웜톤,민감성,잡티,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.06,건성에 좋아요,보습에 좋아요,자극없이 순해요,여름철이라 산뜻한 앰플이 필요해서 구매했어요.날씨가 더워져서 피부에 땀이 나서 세안후에 자주바릅니다.적극 추천합니다 👍
더마토리 히알샷 베리어 B5 앰플,ㄱㅇㄸㅇ,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.06,지성에 좋아요,보습에 좋아요,자극없이 순해요,주르륵 흐르는 제형이라 빠르게 챱챱해야 하는 편입니다. 아침에 사용하고 있는데 산뜻하고 촉촉해요ㅎㅎ
더마토리 히알샷 베리어 B5 앰플,여름루이,건성,여름쿨톤,탄력,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.06.22,복합성에 좋아요,보습에 좋아요,자극없이 순해요,자극없이 순하고 체형이 묽은편이여서 흡수력이 좋은 제품이에여촉촉한 보습효과가 좋은 제품이에여
더마토리 히알샷 베리어 B5 앰플,Soleil,복합성,쿨톤,각질,다크서클,,,5점만점에 5점,2025.07.09,복합성에 좋아요,보습에 좋아요,자극없이 순해요,자극없이 수분 공급하기 좋아요.무난한 수분 앰플입니다!
더마토리 히알샷 베리어 B5 앰플,yoniii,트러블성,겨울쿨톤,민감성,잡티,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.19,복합성에 좋아요,보습에 좋아요,자극없이 순해요,생일 선물로 받았는데 수분감짱짱해요 안찐득해서 좋아용~!!
더마토리 히알샷 베리어 B5 앰플,x4****,복합성,,,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.07.01,복합성에 좋아요,보습에 좋아요,자극없이 순해요,이거슨.... 저의 최애수분세럼입니다 저 이거만 사요 너무묽지않아서좋고 화장전에는 이거두세번바르고 그 유~명한 노란로션 바르면 화장짱잘먹음 내주변친구들도 다 이거씀 더마토리랑 나랑 사겨라
더마토리 히알샷 베리어 B5 앰플,힝이2,지성,가을웜톤,각질,모공,,,5점만점에 5점,2025.06.12,복합성에 좋아요,보습에 좋아요,자극없이 순해요,샘플써보고 화잘먹템이여서 구매했어요! 세일때 사니 저렴하네요
더마토리 히알샷 베리어 B5 앰플,냠냠케이크,복합성,여름쿨톤,모공,미백,,,5점만점에 5점,2025.06.09,건성에 좋아요,보습에 좋아요,자극없이 순해요,기능성 세럼말고도 일반적인 수분세럼은 꼭 하나정도 구매해두는 편인데 다 써서 유튜브 뒤져보다가 구매했어요! 한번 바르는 것만으로도 피부에 광이 예쁘게나지만 자기전에는 3번정도 레이어링 해주면 진짜 광 폭발입니당 다음날 아침에 세수할 때 피부도 뭔가 야들야들해진 느낌이에요! 1+1 기획으로 사서 오래 사용할 수 있을 것 같아요
더마토리 히알샷 베리어 B5 앰플,라쿤은뚠뚠,,,,,,,5점만점에 4점,2025.07.03,복합성에 좋아요,보습에 좋아요,자극없이 순해요,가볍고 촉촉해요.흡수도 빠르고화장 전에 바르기에도 좋은 제품입니다
더마토리 히알샷 베리어 B5 앰플,meowsz,건성,여름쿨톤,모공,미백,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.18,건성에 좋아요,보습에 좋아요,자극없이 순해요,너무 좋아요 수분충전 잘 해주고 맘에 들어요~!! 좋습니다
더마토리 히알샷 베리어 B5 앰플,박성호결혼하자,복합성,여름쿨톤,각질,모공,,,5점만점에 5점,2025.06.17,복합성에 좋아요,보습에 좋아요,자극없이 순해요,속까지 수분을 꽉 채워주는 느낌이에요! 사계절 모두 사용하기 좋고 모든 피부에 추천합니다🤍
더마토리 히알샷 베리어 B5 앰플,qwerty****,복합성,쿨톤,,,,,5점만점에 5점,2025.06.20,복합성에 좋아요,보습에 좋아요,자극없이 순해요,2번째 쓰고 있는건데 묽어도 속보습 잘 채워줘서 좋고 약간 진정도 되는 것 같아요 제가 써본 수분 앰플 중에 가장 좋아서 잘 쓰고 있어요!
더마토리 히알샷 베리어 B5 앰플,dofqi****,복합성,여름쿨톤,각질,다크서클,,,5점만점에 5점,2025.06.19,건성에 좋아요,보습에 좋아요,자극없이 순해요,촉촉하고 속광이 생기는 느낌입니다입가 주변 피부가 땡기고 갈라져서 테스트해보고 관찮아 보여서 냅다 집어왔는데 생각 이상의 효과가 있어요
더마토리 히알샷 베리어 B5 앰플,뭉구리,복합성,여름쿨톤,모공,민감성,,,5점만점에 5점,2025.05.18,복합성에 좋아요,보습에 좋아요,보통이에요,히알루론산 제품만을 처음 써보는데 자극없이 수분공급되서 정말 잘 쓰고 있어요!기초로 레이어링 해서 여러번 발라도 메이컵 했을때 밀림 없이 촉촉해서 너무 좋아요ㅎㅎ
더마토리 히알샷 베리어 B5 앰플,쏘61,복합성,여름쿨톤,모공,블랙헤드,,,5점만점에 5점,2025.06.02,건성에 좋아요,보습에 좋아요,자극없이 순해요,"피부타입 상관없이 쓸 수 있는 기본 수분 앰플이에요!!토리든, 웰라쥬 다써봤는데 토리든과 웰라쥬 사이 정도의 점성입니다. 가격도 착해서 부담없이 쓰기 좋고 시도때도 없이 발라줬더니 피부상태가 되게 좋아졌어요. 웰라쥬는 너무 가볍고 토리든은 좀 비싸다 싶으셨던 분들께 추천합니다!"
더마토리 히알샷 베리어 B5 앰플,cznerny,복합성,,,,,,5점만점에 5점,2025.07.08,복합성에 좋아요,보습에 좋아요,자극없이 순해요,친구집에서 써보고 너무 좋아서 저도 따라샀어요!!! 속건조 잡는 앰플로 제일 좋아용
더마토리 히알샷 베리어 B5 앰플,새벼링,,,,,,,5점만점에 5점,2025.07.03,지성에 좋아요,보습에 좋아요,자극없이 순해요,쓰던거로 수분보습에 좋고 무난하게 촉촉해져서 데일리템으로 좋아요
더마토리 히알샷 베리어 B5 앰플,ㄱㅇㄸㅇ,,,,,,,5점만점에 5점,2025.05.19,지성에 좋아요,보습에 좋아요,자극없이 순해요,"이제 날이 더워져서 영양감 있는 세럼 대신 사용하려고 구매했는데 대만족입니다!! 할인할 때 구매해서 용량대비 가성비도 좋았는데, 촉촉하고 속보습 잘 잡아줘서 만족스러워요ㅎㅎ 생각보다 엄청 물같짐 않고 점도 조금 있어서 바르기도 나쁘지 않어요"
더마토리 히알샷 베리어 B5 앰플,christin****,,,,,,,5점만점에 4점,2025.06.30,복합성에 좋아요,보습에 좋아요,자극없이 순해요,수부지 피부이고 지금처럼 덥고 습한날엔 아침 마무리는 이 제품으로 끝내주는데 자극없이 좋아요 벌써 3통 비웠아요
더마토리 히알샷 베리어 B5 앰플,슝슝날라다니는욧,복합성,쿨톤,모공,민감성,,,5점만점에 5점,2025.06.13,복합성에 좋아요,보습에 좋아요,자극없이 순해요,기본적인 수분 채워주는 세럼인 것 같아서 다른 제품이랑 레이어드 하기 좋아요
더마토리 히알샷 베리어 B5 앰플,tngml****,,,,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.07.04,건성에 좋아요,보습에 좋아요,자극없이 순해요,행사 할 때 저렴하게 구매했어요. 자극 없이 순하고 용량도 많아서 생각보다 오래 사용할 수 있네요.
더마토리 히알샷 베리어 B5 앰플,marteau****,,,,,,,5점만점에 5점,2025.06.27,건성에 좋아요,보습에 좋아요,자극없이 순해요,항상 품절이어서..아쉬웟는데..리필이 있어서 좋아요.
더마토리 히알샷 베리어 B5 앰플,syeh****,,,,,,,5점만점에 5점,2025.06.26,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"오자마자 발라봤는데 괜찮아요. 수분 공급 잘되는 것 같음. 용량도 많고 아주 잘 쓸 거 같애 밀리 먹고 아주 촉촉 함. 배송 땜에 조금 기분 얹 않았는데, 다 풀림."
더마토리 히알샷 베리어 B5 앰플,marteau****,,,,,,,5점만점에 5점,2025.06.25,복합성에 좋아요,보습에 좋아요,자극없이 순해요,리필세트라 듬뿍 쓰고 잇어요. 여름철에도 항상 사용하는..
더마토리 히알샷 베리어 B5 앰플,은쇼이,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.05.25,복합성에 좋아요,진정에 좋아요,보통이에요,수분감 빵빵하고 그렇게 가볍지도 않아서 좋아요 재구매 의사 와오앙 왕입니다 남동생 추천 굿
더마토리 히알샷 베리어 B5 앰플,하루징,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.15,건성에 좋아요,보습에 좋아요,자극없이 순해요,제형은 좀 점도가 있습니다 피부결 정리도 잘돼서 회장하기 전에 쓰면 좋을 것 같아요그리고 앰플 차체는 쿨링감이 있지는 않습니다근데 지성분들이 쓰기에는 좀 끈적이실 것 같아요건성이나 복합성이신 분들이 쓰시면 엄청 만족하실 것 같습니다!
더마토리 히알샷 베리어 B5 앰플,gpwls04****,,,,,,,5점만점에 5점,2025.06.23,복합성에 좋아요,보습에 좋아요,자극없이 순해요,흡수가 잘되고 수분감도 좋아요!!피부진정에도 효과가좋아요
더마토리 히알샷 베리어 B5 앰플,불머엉,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.06,건성에 좋아요,보습에 좋아요,자극없이 순해요,요새 날씨가 너무 더워서 피부가 지친거같아요 ㅠ저녁에 씻고 자기전에 바르는데 피부에 보습도 되고 촉촉해지는거같아요 ㅎ
더마토리 히알샷 베리어 B5 앰플,서둥2,건성,여름쿨톤,각질,미백,,,5점만점에 5점,2025.07.06,건성에 좋아요,보습에 좋아요,자극없이 순해요,정말 수분가득 품은 피부를 만들어줘요! 화장 전에 하면 꿀피부완성
더마토리 히알샷 베리어 B5 앰플,요르레이히,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.06,복합성에 좋아요,보습에 좋아요,보통이에요,장마철에 빛나는 히알루론이라고 해서 습도가 높은날에 몇겹씩 바르는것 같아요. 무거움과 가벼움 그 중간을 잘 잡은것 같고 무난하게 바르기 좋습니다~
더마토리 히알샷 베리어 B5 앰플,동인이에용,약건성,웜톤,미백,민감성,,,5점만점에 5점,2025.07.04,복합성에 좋아요,보습에 좋아요,자극없이 순해요,속보습이 잘 채워져요그렇게 무겁지 않은 편이긴한데 환절기에 쓰기 좋은거 같아요
더마토리 히알샷 베리어 B5 앰플,스누피와오디,민감성,가을웜톤,민감성,블랙헤드,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 4점,2025.07.04,지성에 좋아요,보습에 좋아요,자극없이 순해요,웰라쥬보다는 점성이 있는데 그럼에도 굉장히 물에 가까운 앰플이고요 수분만 가볍게 채우고 싶을 때 좋아요
더마토리 히알샷 베리어 B5 앰플,밤비버니,,,,,,,5점만점에 5점,2025.07.03,복합성에 좋아요,보습에 좋아요,자극없이 순해요,수분+보습 완벽해요. 더마토리가 특히 수분라인을 참 잘 만드는듯…
더마토리 히알샷 베리어 B5 앰플,라이트햇살,트러블성,여름쿨톤,모공,민감성,,,5점만점에 5점,2025.07.03,지성에 좋아요,보습에 좋아요,자극없이 순해요,되게 촉촉하고 쫀쫀해요 수분 낭낭하고 여름에 쓰고 있는데 수분 잘 채워져요
더마토리 히알샷 베리어 B5 앰플,또요밍,트러블성,여름쿨톤,모공,블랙헤드,,,5점만점에 5점,2025.07.03,복합성에 좋아요,보습에 좋아요,자극없이 순해요,적당히 촉촉하고 너무 묽지 않아서 좋아요 화장하기 전에 발라도 안밀리고 잘먹습니당
더마토리 히알샷 베리어 B5 앰플,초지진,,,,,,,5점만점에 5점,2024.07.24,건성에 좋아요,보습에 좋아요,자극없이 순해요,진짜 수분 넘치는 더마토리 앰플이에요.흡수도 빠르고 발림성도 훌륭해서 사용감이 좋더라구요바르자마자 수분으로 촉촉한 피부가 되고결케어가 되는 느낌이라 만족하며 사용중입니다.환경을 위한 리필팩이 들어있어서다 쓰면 리필해서 사용할 수 있어요.더마토리 수분패드랑 함께 쓰면 더 좋아요
더마토리 히알샷 베리어 B5 앰플,현영예지,복합성,가을웜톤,탄력,,,,5점만점에 5점,2025.07.09,복합성에 좋아요,보습에 좋아요,자극없이 순해요,부드럽고   촉촉하게   발려요.여름에 산듯하게 바를 수있어 좋아요.자고일어나도 촉촉함이 유지되요.
더마토리 히알샷 베리어 B5 앰플,강쟈몽,민감성,봄웜톤,미백,민감성,,,5점만점에 5점,2025.07.07,건성에 좋아요,보습에 좋아요,자극없이 순해요,건성인데 좁쌀에 넘 좋아요! 앰플 맞는거 찾기 어려웠는데 정착하려구요
더마토리 히알샷 베리어 B5 앰플,동은금,복합성,봄웜톤,각질,블랙헤드,,,5점만점에 5점,2025.07.07,복합성에 좋아요,보습에 좋아요,자극없이 순해요,여름 수분 충전용으로 구매했습니다~~ 스킨 후에 바르기 넘 좋아요
더마토리 히알샷 베리어 B5 앰플,chayeon****,,,,,,,5점만점에 5점,2025.07.06,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"더마토리 히알샷 베리어 앰플 B5는 히알루론산과 판테놀(B5) 등 보습·진정 성분이 풍부하여 피부 장벽 강화와 수분 공급에 효과적인 앰플입니다. 흡수가 빠르고 가벼운 제형이지만, 보습 크림과 함께 사용하면 더욱 효과적입니다. 주름 개선 기능성도 인증받았으며, 민감성 피부도 사용 가능합니다"
더마토리 히알샷 베리어 B5 앰플,척뉸,건성,웜톤,,,,,5점만점에 5점,2025.07.05,건성에 좋아요,보습에 좋아요,자극없이 순해요,여름엔 수분앰플 무조건 써주는 편이라 더마토리 100ml 기획세트로 구매핶어요 대용량이라 그래도 이번 여름 버틸 수 있겠어요 추천합니다
더마토리 히알샷 베리어 B5 앰플,공부진짜싫어,,,,,,,5점만점에 5점,2025.07.04,건성에 좋아요,보습에 좋아요,자극없이 순해요,주르륵 흐르는 물제형 수분세럼이에요 무난무난하고 흡수도 빨라서 좋아요
더마토리 히알샷 베리어 B5 앰플,지야미,건성,봄웜톤,민감성,홍조,,,5점만점에 5점,2025.07.03,건성에 좋아요,보습에 좋아요,자극없이 순해요,리필도 들어잇고 가격도 저렴해서 효과를 기대안햇는데 촉촉하고 안끈적거려서 좋나요
더마토리 히알샷 베리어 B5 앰플,밈초민초,복합성,웜톤,다크서클,모공,,,5점만점에 5점,2025.07.03,건성에 좋아요,보습에 좋아요,자극없이 순해요,촉촉하고 좋아요~~~! 더마토리 앰플 워낙 유명해서... 말이 더 필요 없죠^^. 피부타입 상관 없이 누구나 쓰기 좋아요!
더마토리 히알샷 베리어 B5 앰플,뿡쁭뻐ㅣ빵,건성,여름쿨톤,블랙헤드,,,,5점만점에 5점,2025.07.03,건성에 좋아요,보습에 좋아요,자극없이 순해요,촉촉하구 다른제품보다 흡수가 빠르네요 좋습니다요 굿굿추천
더마토리 히알샷 베리어 B5 앰플,blur****,,,,,,,5점만점에 5점,2025.06.11,지성에 좋아요,보습에 좋아요,자극없이 순해요,여름에 쓸 수분세럼을 찾아다녀 저한테 맞는제품을 찾았어요  여름에 쓸거라 너무 진득거리지않고  너무 엷지도 않는 제품을 까다롭게 시험해서 고민 끝에 구입했는데 이제품 대박이네요 점성은 까다롭게 본건 흡수력 때문에요 수분 특히 히알 세럼이 흡수가 바로안된걸 이전에 사용했던 몇 제품에서 느껴서 중간 점성 정도를 택했는데 탁월한 선택이었어요 손등 테스트해볼때도 여러제품 얹어봤는데 이제품이 제일수분감 먹고 뽀송해진다할까 그런 느낌이 있었는데 얼굴에 쓰고 담날 일어나보니 테스트 한 느낌 그대로네요 암튼 이번여름 이 세럼과 잘보내볼께요 한달 뒤 리뷰도 남길께요
더마토리 히알샷 베리어 B5 앰플,코코몽소세지,건성,각질,모공,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2024.12.11,건성에 좋아요,보습에 좋아요,자극없이 순해요,"유튜버들이 추천하는 이유를 알았다,,,너무 좋아요,,,⭐️일단 제 생각에는 수분앰플은 거의 다 비슷하니ㅌ리든과 ㅇ라쥬를 비교해서 꿀팁 전수해보겠습니다!!1. 수분감더마토리 > ㅇ라쥬 > ㅌ리든2. 꾸덕함더마토리 > ㅌ리든 > ㅇ라쥬3. 끈적임 적은 순ㅇ라쥬 > 더마토리 > ㅌ리든4. 화잘먹 순위더마토리 > ㅇ라쥬 > ㅌ리든5. 레이어링 많이 가능한 순위ㅇ라쥬> ㅌ리든 > 더마토리어떠세요? 앰플 집착녀가 소개하는 앰플 순위표! 이거보시고 여러분 취향에 맞는 수분앰플 구매하시길 바랍니다 >_<조금이라도 도움되셨다면, “도움돼요👍🏻” 부탁드려요💝"
더마토리 히알샷 베리어 B5 앰플,또요오,복합성,여름쿨톤,민감성,,,,5점만점에 3점,2025.07.08,지성에 좋아요,보습에 좋아요,보통이에요,히알루론산 앰플 브랜드 여러개 써보는 중인데 너무 안촉촉해요..
