product_name,id,tag,tag 2,tag 3,tag 4,point_flag,more_msg,point,date,txt,txt 2,txt 3,txt_inner
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,마실러,복합성,겨울쿨톤,모공,민감성,,,5점만점에 5점,2023.07.02,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"수영 후 사용할 수분에센스를 찾고 있었는데믿고 쓰는 닥터자르트에 시원시원한 디자인에 끌려서 할인 들어가자마자 구매!👉살짝 점성 있지만 수분 가득 끈적임 없는 제형👉무향👉바르자마자 촉촉하게 흡수됨👉사계절 사용 가능한 착한 성분 수분 충전 에센스여름엔 이 하이드로 에센스 사용 후 수분크림,겨울엔 유분 있는 크림으로 마무리해주면하루 종일 피부 속까지 촉촉하게 유지할 수 있겠어요.(오늘 폭염을 견뎌내고도 집에서도 촉촉했음👍)한가지 아쉬운 건 입구 구멍이 약간 커서 옆으로 흐를 때가 있는데 크기가 작아진다면 더 편하게 사용할 수 있을 것 같아요~"
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,단발머리찰리브라운,,,,,,,5점만점에 5점,2023.04.30,복합성에 좋아요,보습에 좋아요,자극없이 순해요,기존 바이옴에센스 상품을 쓰다가 리뉴얼되어 신상이 나왔다고 해서 테스터해보니 발림성 좋고 촉촉해서 에센스랑 사는김에  크림까지 샀음 집에와서 오픈!!저녁에 씻고 바로 바름 완전 촉촉함 기존엔 특유의 유산균향이 있었지만 리뉴얼된 에센스는 향이 없음오~특유의 미끌미끌한 잔여감도 없고 흡수력이 너무 좋다 수분촥촥!! 너무 촉촉함 대만족 그리고 크림바름 옛날껀 비교도안될만큼  크림도 촉촉 얼굴 윤기보소그리고 바로 잠 자고일어났는데 안건조해서 더  놀램이거 대박 물건이다 예전꺼보단 수분이 쵝오날씨도 더워지는데 수분충전 지대로임
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,챙이챙이올,복합성,봄웜톤,모공,민감성,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2024.02.20,복합성에 좋아요,보습에 좋아요,자극없이 순해요,‘수분’에 집중한 제품이라 스킨케어 첫단계에 발라주면 피부가 물먹듯이 속건조 잡아주는 느낌이에요리뉴얼이 잦은 제품이라 여기서 또 바뀔지는 모르겠지만 일단 이번 버전은 호불호없이 기본에 충실한 느낌입니다
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,챙이챙이올,복합성,봄웜톤,모공,민감성,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2023.11.23,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"여러가지 피부고민 중에 속건조, 수분 부분에 딱 적합한 제품이에요 제품명은 에센스이지만 저는 세안 후 첫단계에 바로 토너처럼 흡수시켜주고 있어요 기본 두번에서 세번정도 레이어링해서 바르는데 수분 잘 채워주고 좋아요"
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,한꼬라지,건성,쿨톤,민감성,아토피,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 1점,2023.08.03,건성에 좋아요,보습에 좋아요,자극이 느껴져요,아주 살짝의 무슨 향이 나는데 본래의 성분향 같구요~건성이신분은 잘 맞으실거 같은데 ✨흠..피부가 민감할때 혹은 필링 후에 사용은 비추천입니다!!얼굴 홍당무됫고 접촉성피부염 생겨버렷어요 ㅜ
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,두치1,,,,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.06.17,건성에 좋아요,보습에 좋아요,자극없이 순해요,독도 토너만 몇년째 쓰다가 이거만 5통 넘게 쓰고있음보습도 잘됨
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,두치1,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.17,건성에 좋아요,보습에 좋아요,자극없이 순해요,독도토너만 쓰다가 이거로 바꾼지 꽤 됐는데 이제는 이거만 쓰는중
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,스라띠,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.15,복합성에 좋아요,보습에 좋아요,보통이에요,추천받아서 사용했는데 저 처럼 속건조에 복합성이신분들한테 추천드려요
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,회오리감자칩,건성,봄웜톤,모공,미백,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.07,건성에 좋아요,보습에 좋아요,자극없이 순해요,언제나 나를 도와주는 오아시스템...가뭄피부엔 이만한게없따...
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,쫑이0,복합성,겨울쿨톤,다크서클,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.05.31,복합성에 좋아요,진정에 좋아요,보통이에요,항상쓰는거ㅇ요~ 화장전에 가볍게 피부결정리할때 사용합니다
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,준리니,지성,봄웜톤,각질,블랙헤드,,,5점만점에 5점,2025.07.03,건성에 좋아요,보습에 좋아요,자극없이 순해요,가격은 비싸지만 기대한 기능을 모두 느낄 수 있는 에센스라 다쓰고 다시 구입합니다. 엄마가 만족도가 엄청 높다고 하시네요! 좋은 제품 더 좋은 가격으로 만날 수 있으면 좋겠습니다 :)
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,Booya,건성,여름쿨톤,모공,민감성,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2024.03.05,건성에 좋아요,보습에 좋아요,자극없이 순해요,정말 순하고 촉촉해서 피부 예민할 때 여러겹 발라주면 진정도 됩니다.스킨이랑 에센스 대용으로 한번에 사용하고 있습니다.정말 너무 맘에 드는 제품인데 가격이 좀 비싸서세일할 때 쟁여두고 있습니다.앞으로 계속 사용할 예정입니다.건조하고 예민하신 분께 강력추천합니다.
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,올챙이포뇨,건성,봄웜톤,미백,민감성,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 4점,2023.11.08,건성에 좋아요,보습에 좋아요,자극없이 순해요,"⭐️예민+건성의 재구매템⭐️- 팁, 장단점 정리 보고 가세요!!☺️제품 자체는 좋은데 용기가 별로라서 별 하나 빼요🥺팁- 피부 컨디션에 따라서 스킨(부스터.첫단계) 또는 에센스(수분 에센스)로 사용하기- 건성은 두세번 바르고 흡수시키기 반복 -> 쫀득한 피부돼요.- 부스터 프로같은 디바이스랑은 안맞아요.  : 손으로 바를 때는 히알루론산 특유의 미끌거림이 느껴지고, 웰라쥬 앰플이 부스터 힐러랑 궁합이 좋다는 평이 많길래 이걸로 써봤는데 그냥 물기 위에 디바이스 문지르는 것 같아서 별로에요. 흡수도 잘 안되고 피부도 마찰됩니다.장점1. 피부결 개선수분 즉각 공급은 물론이고 피부결을 매끄럽고 부드럽게 만들어줘요. 보통 물토너 후 에센스 용도로 쓰고 너무 건조한 날은 세안 직후 부스터로 쓰고 있어요.두세번 레이어링해서 쓰고 있고, 바르고 피부 만져보면 정말 탱글 부들한게 너무 좋아요.처음엔 별 효과가 없다고 생각했는데 1/3정도 매일 쓰고 나니까 확실히 좋은게 느껴지네요. 레이어해서 쌓아주는거 추첨합니다!2. 속건조 해결레이어링 없이도 속건조 금방 잡아주더라구요. 좋아요.3. 깔끔하고 적은 성분수민감성 피부도 안심하고 쓸 수 있어요. 쓰면서 트러블 난 적 없어요!단점진짜 케이스가 유일한 단점😟케이스.. 용기 입구가 너무 별로예요ㅠㅠ주변으로 질질 새고 양조절은 당연 안되고.. 그리 저렴하지 않은데 양을 헤프게 쓰게 됩니다."
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,올챙이포뇨,건성,봄웜톤,다크서클,미백,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 4점,2023.10.09,건성에 좋아요,보습에 좋아요,자극없이 순해요,"⭐️예민+건성의 재구매템⭐️☺️제품 자체는 좋은데 용기가 별로라서 별 하나 빼요🥺팁스킨처럼 첫단계에 사용하되, 두세번 덧바르기장점1. 피부결 개선수분 즉각 공급은 물론이고 피부결을 매끄럽고 부드럽게 만들어줘요. 보통 물토너 후 에센스 용도로 쓰고 너무 건조한 날은 세안 직후 부스터로 쓰고 있어요.두세번 레이어링해서 쓰고 있고, 바르고 피부 만져보면 정말 탱글 부들한게 너무 좋아요.처음엔 별 효과가 없다고 생각했는데 1/3정도 매일 쓰고 나니까 확실히 좋은게 느껴지네요. 레이어해서 쌓아주는거 추첨합니다!2. 속건조 해결레이어링 없이도 속건조 금방 잡아주더라구요. 좋아요.3. 깔끔하고 적은 성분수 민감성 피부도 안심하고 쓸 수 있어요. 쓰면서 트러블 난 적 없어요!단점진짜 케이스가 유일한 단점😟케이스.. 용기 입구가 너무 별로예요ㅠㅠ주변으로 질질 새고 양조절은 당연 안되고.. 그리 저렴하지 않은데 양을 헤프게 쓰게 됩니다."
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,올챙이포뇨,건성,봄웜톤,다크서클,미백,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 4점,2023.08.24,건성에 좋아요,보습에 좋아요,자극없이 순해요,☺️제품 자체는 좋은데 용기가 별로인 제품🥺장점1. 사용감수분 즉각 공급은 물론이고 피부결을 매끄럽고 부드럽게 만들어줘요. 보통 물토너 후 에센스 용도로 쓰고 너무 건조한 날은 세안 직후 부스터로 쓰고 있어오.2. 속건조 해결레이어링 없이도 속건조 금방 잡아주더라구요. 좋아요.3. 성분 좋아서 민감성인 저도 잘 쓰고 있어요.단점케이스.. 용기 입구가 너무 별로예요ㅠㅠ주변으로 질질 새고 양조절은 당연 안되고..그리 저렴하지 않은데 양을 헤프게 쓰게 됩니다.
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,올챙이포뇨,건성,봄웜톤,다크서클,미백,,,5점만점에 4점,2023.07.25,건성에 좋아요,보습에 좋아요,자극없이 순해요,일주일 사용 후기장점1. 사용감수분 즉각 공급은 물론이고 피부결을 매끄럽고 부드럽게 만들어줘요. 보통 물토너 후 에센스 용도로 쓰고 너무 건조한 날은 세안 직후 부스터로 쓰고 있어오.2. 속건조 해결레이어링 없이도 속건조 금방 잡아주더라구요. 좋아요.3. 성분 좋아서 민감성인 저도 잘 쓰고 있어요.단점케이스.. 용기 입구가 너무 별로예요ㅠㅠ주변으로 질질 새고 양조절은 당연 안되고..그리 저렴하지 않은데 양을 헤프게 쓰게 됩니다.
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,양요,건성,쿨톤,모공,민감성,,,5점만점에 5점,2023.04.29,건성에 좋아요,보습에 좋아요,자극없이 순해요,기존에 바이옴에센스토닉을 사용했었는데 신제품이 나와서 고민하다가 구매해봤어요~~~기존제품도 수분이 부족할때 부스팅케어로 잘썼었습니다!이번 신제품도 역시나 좋네요:)발효성분이 빠지고 히알루론산과 알란토인성분이 들어가있어서 그런지 진정되고 무엇보다 굉장히 촉촉하면 쿨링감이 있어서 저처럼 홍조있는 사람한테 좋은거같아요! !첫날은 그냥 손에 덜어 피부표면에 부드럽게 발라주었고 둘째날은 팩을 해줬는데 완전 굿입니다!!신제품 크림과 함께 발라주었는데 피부결개선에도 좋고다음날 피부화장도 잘되네요ㅎㅎ앞으로도 꾸준히 사용할예정입니다~~~
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,채이채ㅣ이ㅑ아ㅣㄴ,,,,,,,5점만점에 5점,2025.06.29,지성에 좋아요,보습에 좋아요,자극없이 순해요,지성에 좋고 여름에도 쓰가 좋아요 오ㅓㄴ전ㄴ 여드름이 좀 들어갓어요
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,혬혬혬혬,민감성,봄웜톤,민감성,트러블,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.06.09,복합성에 좋아요,보습에 좋아요,자극없이 순해요,단종되면 큰일나는 제 인생템... 리뉴얼은 늘 괜찮아도 단종은 금지에여
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,자연인,,,,,,,5점만점에 5점,2023.04.30,복합성에 좋아요,보습에 좋아요,자극없이 순해요,갑자기 쌀쌀해진 날씨에 속당김이 심하고 얼굴은 번들번들수분라인 신제품이 나와서 구매해봤습니다.쨍한 파란색으로 케이스도 너무 예쁘고 워터제형인데 향도 하나도 느껴지지않는데 바르는 순간 놀랐어요피부가 바로 매끄러워지고 수분이 쏘~~옥 들어온듯한 ㅎㅎㅎ이런 워터제형은 바르면 부족해서 여러번 레이어드해서 발랐는데 이건 한번만 발라도 건조함이 느껴지지않네요그리고 피부가 차오르면서 광채가 올라오는데 완전 만족합니다~^^재구매각입니다.
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,쁘땅,지성,봄웜톤,잡티,,,,5점만점에 1점,2025.04.15,복합성에 좋아요,보습에 좋아요,자극없이 순해요,몇통째쓰는지모릅니다 ㅠ 이거없음안돼요 기초로 짱이에요
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,털치와레,복합성,봄웜톤,블랙헤드,잡티,,,5점만점에 5점,2024.05.28,복합성에 좋아요,보습에 좋아요,자극없이 순해요,에센에스에서 보고 구매하게됐는데 자극없고 좋아요! 잘 사용중입니다! 다쓰면 재구매할 의사 있음
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,옆포,복합성,가을웜톤,모공,잡티,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2024.05.10,복합성에 좋아요,보습에 좋아요,보통이에요,촉촉하면서도 수분감만 있는게 아니라 약간 점성도 있는거같아요 바를때 매끄럽고 바르고 나면 살짝 끈끈해지다가 흡수되면 겉보속촉이 되는 느낌이예요
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,쪼민희,건성,가을웜톤,미백,탄력,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2024.04.09,건성에 좋아요,보습에 좋아요,자극없이 순해요,친구가 맨날 이거만 쓴다고 해서 선물했어요 건성한테 진짜 좋대요
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,쪼민희,건성,가을웜톤,미백,탄력,,,5점만점에 5점,2024.03.10,건성에 좋아요,보습에 좋아요,자극없이 순해요,재구매 했시유 정말 촉촉하고 화장대에 없으면 안되어유 닥자 ~~
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,옆포,복합성,가을웜톤,모공,잡티,,,5점만점에 5점,2024.02.17,건성에 좋아요,보습에 좋아요,자극없이 순해요,유투버분이 극찬을 하길래 영업당해서 크림이랑세트로 구매했어요  사용하고 트러블 같은거 없었고 무난무난해요30대 후반이 사용하기엔  좀 가벼운느낌이여서앰플이나 세럼을 기능성 있는제품이랑 같이 사용하고있어요
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,Booya,건성,여름쿨톤,모공,민감성,,,5점만점에 5점,2024.01.02,건성에 좋아요,보습에 좋아요,자극없이 순해요,항상 쟁여두고 사용하는 제품입니다.리뉴얼 되기 전 제품만 사용했어서리뉴얼 된 후도 잘 맞길 기대하겠습니다.
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,솔솔트,,,,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2023.12.30,복합성에 좋아요,보습에 좋아요,자극없이 순해요,수부지 피부에게 정말 추천하는 에센스에요! 저는 토너로 사용하는데 이거 쓰고 피부 장벽이 안정을 되찾았어요ㅠㅜㅜ 최곱니다
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,euz,복합성,쿨톤,다크서클,모공,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2023.12.12,복합성에 좋아요,보습에 좋아요,자극없이 순해요,보습에 확실히 좋은것 같아요너무 비싸서 그게 안좋지만 보습에는 확실히 효과좋아요
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,뷰티많이야,복합성,여름쿨톤,미백,주름,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2023.10.13,건성에 좋아요,보습에 좋아요,자극없이 순해요,속건조 잡아주는 깊은보습이 느껴질정도로 너무 좋아요 저녁루틴에 꼭 씁니다
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,솔솔트,,,,,,,5점만점에 5점,2023.09.26,건성에 좋아요,보습에 좋아요,자극없이 순해요,리뉴얼되면서 가격이 비싸진제 너무 아쉽지만.. 그래도 넘 만족하는 제품ㅇ에요
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,뷰티많이야,복합성,여름쿨톤,미백,주름,,,5점만점에 5점,2023.09.08,건성에 좋아요,보습에 좋아요,자극없이 순해요,엄청 촉촉합니다케이스 리뉴얼이 이쁘게되면서보습감도 좀더좋아진것 같아요
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,미녀니,건성,웜톤,민감성,블랙헤드,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2023.09.03,건성에 좋아요,보습에 좋아요,자극없이 순해요,이거 진짜 재구매각여름에도 속당김있는 사람은 무조건 이거 쓰셈진짜 피부광명찾음ㅠㅠ근데 용기를 바꿀 생각은 없니 닥터자르트야..겁나 흘려.. 아깝다구..
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,euz,복합성,쿨톤,다크서클,모공,,,5점만점에 5점,2023.08.21,복합성에 좋아요,보습에 좋아요,보통이에요,수부지 분들에게 아주 좋습니다.피부가 건조하신 분들은 꼭 써보세요.
닥터자르트 바이탈 하이드라 솔루션 하이드로 플럼프 트리트먼트 에센스,미녀니,건성,웜톤,민감성,블랙헤드,,,5점만점에 5점,2023.08.04,건성에 좋아요,보습에 좋아요,자극없이 순해요,건성이라서 기능성세럼 전에 바를 용도로 사봄트러블 안나고 좋음!!
