"id","tag","tag 2","tag 3","tag 4","point","date","txt","txt 2","txt 3","txt_inner"
"heran****","","","","","5점만점에 4점","2025.08.11","복합성에 좋아요","진정에 좋아요","자극없이 순해요","가성비좋은 장격크림으로 좋습니다 피부 아플때 이거면 2.3일안으로 피부 진정되고 좋더라구요 꾸준히 잘 사용합니다"
"heran****","","","","","5점만점에 4점","2025.08.11","복합성에 좋아요","진정에 좋아요","자극없이 순해요","피부 진정에 장벽크림으로 잘 씁니다 피부 아플때 주로 쓰는데 잘 맞아요 다 사용할때쯤 재구매할겁니다"
"yjm100****","","","","","5점만점에 5점","2025.09.20","복합성에 좋아요","진정에 좋아요","보통이에요","아니 무난하거 데일리로 너무 좋아요 틱톡 협찬으로 첨에 받아서 쓰다가 제가 솔직히 협찬 받은제품 잘 안쓰게 되는이건 다 비우고 지금 6개? 7개?쯤 재구매해서 쓰고 있어요 저 잘했죠? 저 고딩인데 한번도 협찬주시면 기깔나게 할게여ㅠㅠ흑흐구ㅜㅜ"
"Kiwa","","","","","5점만점에 5점","2025.09.07","복합성에 좋아요","보습에 좋아요","자극없이 순해요","자극없이 순하고 촉촉한 수분감과 사용 후 끈적임이 없어서 좋아요"
"shoto****","","","","","5점만점에 5점","2025.08.24","복합성에 좋아요","보습에 좋아요","자극없이 순해요","제가 반코르 크림을 사용해본 후기를 솔직하게 적어보자면, 먼저 장점부터 말씀드리고 싶어요. 가장 큰 장점은 발림성이 굉장히 부드럽고 촉촉하다는 점이에요. 제형이 묵직하지 않고 크리미하면서도 피부에 닿는 순간 매끄럽게 펴 발려서 흡수되는 느낌이 좋았습니다. 바르고 나면 피부가 금세 촉촉해지고 당김이 줄어들어 하루 종일 속까지 보습된 듯한 편안함이 느껴졌어요. 또 무겁게 올라가지 않아서 메이크업 전에 발라도 밀리지 않고, 아침·저녁 모두 부담 없이 사용할 수 있는 점이 좋았습니다. 향도 강하지 않고 은은해서 바를 때 기분이 좋아지는 것도 장점 중 하나였어요. 꾸준히 사용하다 보니 피부결이 한결 부드러워지고, 푸석하던 피부가 건강해진 느낌을 받아 만족스러웠습니다.하지만 단점도 아예 없진 않았습니다. 우선 가격대가 살짝 높은 편이라 듬뿍 쓰기에는 부담이 될 수 있고, 저처럼 건성 피부에는 보습력이 충분했지만 지성 피부를 가진 분들에게는 다소 무겁게 느껴질 수도 있을 것 같아요. 또 흡수 속도가 빠른 편은 아니어서 바르고 난 직후에는 약간의 유분감이 남아 시간이 지나야 완전히 흡수되는 점이 아쉽게 느껴졌습니다. 그래도 전반적으로 피부 진정과 보습 효과가 확실히 있어서 민감성 피부에도 무난히 사용할 수 있었고, 단점보다 장점이 더 크게 느껴진 제품이었어요. 개인적으로는 피부가 건조하거나 탄력 저하가 고민인 분들에게 잘 맞는 크림이라고 생각합니다.제가 반코르 크림을 사용해본 후기를 솔직하게 적어보자면, 먼저 장점부터 말씀드리고 싶어요. 가장 큰 장점은 발림성이 굉장히 부드럽고 촉촉하다는 점이에요. 제형이 묵직하지 않고 크리미하면서도 피부에 닿는 순간 매끄럽게 펴 발려서 흡수되는 느낌이 좋았습니다. 바르고 나면 피부가 금세 촉촉해지고 당김이 줄어들어 하루 종일 속까지 보습된 듯한 편안함이 느껴졌어요. 또 무겁게 올라가지 않아서 메이크업 전에 발라도 밀리지 않고, 아침·저녁 모두 부담 없이 사용할 수 있는 점이 좋았습니다. 향도 강하지 않고 은은해서 바를 때 기분이 좋아지는 것도 장점 중 하나였어요. 꾸준히 사용하다 보니 피부결이 한결 부드러워지고, 푸석하던 피부가 건강해진 느낌을 받아 만족스러웠습니다.하지만 단점도 아예 없진 않았습니다. 우선 가격대가 살짝 높은 편이라 듬뿍 쓰기에는 부담이 될 수 있고, 저처럼 건성 피부에는 보습력이 충분했지만 지성 피부를 가진 분들에게는 다소 무겁게 느껴질 수도 있을 것 같아요. 또 흡수 속도가 빠른 편은 아니어서 바르고 난 직후에는 약간의 유분감이 남아 시간이 지나야 완전히 흡수되는 점이 아쉽게 느껴졌습니다. 그래도 전반적으로 피부 진정과 보습 효과가 확실히 있어서 민감성 피부에도 무난히 사용"
"shoto****","","","","","5점만점에 5점","2025.08.24","복합성에 좋아요","보습에 좋아요","자극없이 순해요","제가 반코르 크림을 사용해본 후기를 솔직하게 적어보자면, 먼저 장점부터 말씀드리고 싶어요. 가장 큰 장점은 발림성이 굉장히 부드럽고 촉촉하다는 점이에요. 제형이 묵직하지 않고 크리미하면서도 피부에 닿는 순간 매끄럽게 펴 발려서 흡수되는 느낌이 좋았습니다. 바르고 나면 피부가 금세 촉촉해지고 당김이 줄어들어 하루 종일 속까지 보습된 듯한 편안함이 느껴졌어요. 또 무겁게 올라가지 않아서 메이크업 전에 발라도 밀리지 않고, 아침·저녁 모두 부담 없이 사용할 수 있는 점이 좋았습니다. 향도 강하지 않고 은은해서 바를 때 기분이 좋아지는 것도 장점 중 하나였어요. 꾸준히 사용하다 보니 피부결이 한결 부드러워지고, 푸석하던 피부가 건강해진 느낌을 받아 만족스러웠습니다.하지만 단점도 아예 없진 않았습니다. 우선 가격대가 살짝 높은 편이라 듬뿍 쓰기에는 부담이 될 수 있고, 저처럼 건성 피부에는 보습력이 충분했지만 지성 피부를 가진 분들에게는 다소 무겁게 느껴질 수도 있을 것 같아요. 또 흡수 속도가 빠른 편은 아니어서 바르고 난 직후에는 약간의 유분감이 남아 시간이 지나야 완전히 흡수되는 점이 아쉽게 느껴졌습니다. 그래도 전반적으로 피부 진정과 보습 효과가 확실히 있어서 민감성 피부에도 무난히 사용할 수 있었고, 단점보다 장점이 더 크게 느껴진 제품이었어요. 개인적으로는 피부가 건조하거나 탄력 저하가 고민인 분들에게 잘 맞는 크림이라고 생각합니다.제가 반코르 크림을 사용해본 후기를 솔직하게 적어보자면, 먼저 장점부터 말씀드리고 싶어요. 가장 큰 장점은 발림성이 굉장히 부드럽고 촉촉하다는 점이에요. 제형이 묵직하지 않고 크리미하면서도 피부에 닿는 순간 매끄럽게 펴 발려서 흡수되는 느낌이 좋았습니다. 바르고 나면 피부가 금세 촉촉해지고 당김이 줄어들어 하루 종일 속까지 보습된 듯한 편안함이 느껴졌어요. 또 무겁게 올라가지 않아서 메이크업 전에 발라도 밀리지 않고, 아침·저녁 모두 부담 없이 사용할 수 있는 점이 좋았습니다. 향도 강하지 않고 은은해서 바를 때 기분이 좋아지는 것도 장점 중 하나였어요. 꾸준히 사용하다 보니 피부결이 한결 부드러워지고, 푸석하던 피부가 건강해진 느낌을 받아 만족스러웠습니다.하지만 단점도 아예 없진 않았습니다. 우선 가격대가 살짝 높은 편이라 듬뿍 쓰기에는 부담이 될 수 있고, 저처럼 건성 피부에는 보습력이 충분했지만 지성 피부를 가진 분들에게는 다소 무겁게 느껴질 수도 있을 것 같아요. 또 흡수 속도가 빠른 편은 아니어서 바르고 난 직후에는 약간의 유분감이 남아 시간이 지나야 완전히 흡수되는 점이 아쉽게 느껴졌습니다. 그래도 전반적으로 피부 진정과 보습 효과가 확실히 있어서 민감성 피부에도 무난히 사용"
"hyun1231","","","","","5점만점에 5점","2025.08.08","지성에 좋아요","진정에 좋아요","자극없이 순해요","평소에 여드름 흔적때문에 이것저것 많이 써봤는데, 이 제품은 지금 쓴지 얼마 되지도 않았는데 점점 흔적이 사라지고 있어요. 진짜 유명한데에는 이유가 있는듯요저처럼 여드름 짜고 나서 상처 흔적 생기산 분은 사서 바르세요. 완전 강추드려요"
"동인이에용","약건성","웜톤","미백","민감성","5점만점에 5점","2024.11.16","복합성에 좋아요","보습에 좋아요","자극없이 순해요","생각보다 가벼운 느낌이네요판테놀 잘 맞으면 진짜 괜찮은 크림 같아요끈적임도 없고 잘 먹어서 좋아요"
"이리공","트러블성","여름쿨톤","각질","모공","5점만점에 5점","2025.09.05","지성에 좋아요","보습에 좋아요","자극없이 순해요","촉촉하게 자극없어서 잘쓰고 있어요 한번쯤 써봐도 괜찮은 제품같아요"
"해휘인","복합성","쿨톤","잡티","","5점만점에 5점","2025.09.01","복합성에 좋아요","보습에 좋아요","자극없이 순해요","반코르 바쿠치올 세럼이랑 같이 사용하고 있는데 보습력 흡수력 다 좋아요"
"ujoo****","","","","","5점만점에 4점","2025.09.01","복합성에 좋아요","진정에 좋아요","보통이에요","피부에 흉터가 많이 생겨서 구매해봤어요좋은 효과 기대할게요"
"You92","","","","","5점만점에 4점","2025.08.30","지성에 좋아요","진정에 좋아요","자극없이 순해요","여드름 피부에 좋다해서 구매해봤는데 효과가 있으면 좋겠어용 향이 약간 있는데 부담스럽지 않고 바를때도 수분감이 느껴져서 좋아여"
"올영환장","복합성","여름쿨톤","다크서클","모공","5점만점에 5점","2025.08.18","복합성에 좋아요","진정에 좋아요","자극없이 순해요","친구꺼 써보고 너무 좋아요 샀어요 끈적임 하나도 없고 유명한 이유가 있더라구여"
"jisu****","","","","","5점만점에 5점","2025.09.30","건성에 좋아요","진정에 좋아요","자극없이 순해요","걍 제 인생템🥹💕💕 저거 다써가는데 추석때 용돈받고 또 살려고요 진짜 제가 항상 피부가 좋아졌다가 뒤집어져서 여드름이랑 흔적들로 고생을 하는 피부였는데 이거를 쓸 때마다 항상 피부가 진짜 개좋아짐 이거 두번째로 사서 쓰는거였는데 여드름 흔적 진짜 거의 다 들어감"
"yoou****","","","","","5점만점에 4점","2025.09.27","건성에 좋아요","진정에 좋아요","자극없이 순해요","바이럴인지는 잘 모르겠지만 여드름 피부에 좋다고 해서 사봤어요 지금 피부가 난리나서ㅠㅠ.. 아직 오랫동안 사용하지는 않아서 효과는 잘 모르겠어요 유분기가 좀 있어서 건성분들한테 더 잘 맞을 것 같아요 냄새가 무슨 한약..? 냄새여서 냄새는 비호입니다"
"제리공쥬","트러블성","여름쿨톤","모공","미백","5점만점에 5점","2025.09.08","건성에 좋아요","보습에 좋아요","자극없이 순해요","엄청 예민한피부인데 피부에 자극 없이 잘 맞아서 또 구매해서 쓰려구용"
"비꿀","건성","여름쿨톤","주름","탄력","5점만점에 5점","2025.09.08","복합성에 좋아요","보습에 좋아요","자극없이 순해요","순하고 발림성 좋아요. 무난하게 데일리로 사용하며 한 통 다 비웠네요"
"새콤달콤캔디","건성","쿨톤","탄력","","5점만점에 4점","2025.09.08","복합성에 좋아요","보습에 좋아요","자극없이 순해요","부드럽게 잘 펴 발리고 보습력도 괜찮아요.무난한 제품입니다."
"여름루이","건성","여름쿨톤","탄력","","5점만점에 5점","2025.09.07","복합성에 좋아요","보습에 좋아요","자극없이 순해요","자극없이 순하고 촉촉한 수분감이 있고 부드럽게 발림성도 좋고 흡수력도 좋아여"
"잉잉잉이잉","","","","","5점만점에 4점","2025.09.03","건성에 좋아요","보습에 좋아요","자극없이 순해요","우선 정말 자극이 없는 보습 크림이라고 생각합니다. 여름철보다는 가을 겨울철에 쓰기 좋아요."
"hana8170","지성","웜톤","모공","블랙헤드","5점만점에 5점","2025.06.21","복합성에 좋아요","보습에 좋아요","자극없이 순해요","날이 더워지니 신경을 써줘도 뾰루지가 많이 올라옵니다.뾰루지 자국과 주름에 개선효과가 있다고 해서 구매해 4일정도 사용해 보았습니다.제형은 꾸덕하지않아 좋은데 유분감이 약간 있어 땀과 유분이 많은 제 피부에는 밤에 발라주는게 더 효과적이었습니다. 잘 스며들어 배게커버에 많이 묻어나지 않아 좋았습니다.건성인 분들은 기초로 발라주고 메이크업하면 좋을 것 같습니다.향이 약간 독특했는데 크게 자극적이지 않고 금방 날아갑니다.아직 눈에 띄는 효과는 보이지않지만 기대를 가지고 사용해 보려합니다."
"너딩","복합성","여름쿨톤","다크서클","미백","5점만점에 4점","2025.05.11","복합성에 좋아요","진정에 좋아요","자극없이 순해요","주성분이 덱스판테놀인 제품이라 뭔가 꾸덕하고 보습감이 충만한 타입일 줄 알았는데 오히려 데일리하게 바르게 편한 사용감이었어요! 그래서 흡수도 더 잘되는 듯한 느낌입니다~~ 건성 뿐만 아니라 복합성, 수부지 피부도 나이트케어로 찰떡일 것 같아유!"
"댕슈슈언니","민감성","봄웜톤","모공","민감성","5점만점에 5점","2025.05.11","건성에 좋아요","보습에 좋아요","자극없이 순해요","이거 진짜 속건조가 심했는데 이 크림 바르고 나서부터는피부가 촉촉하게 유지돼서 메이크업도 잘 먹어요.트러블 올라올 때마다 바르면 다음 날 확 잠잠해져요. 제형은 살짝 꾸덕한데 피부에 닿으면 부드럽게 펴발리고 속까지 촉촉하게 감싸줘요. 피부에 열감이 있을 때 발라주면금방 진정돼서 진짜 만족했어요. 응급템 느낌으로 화장대에 항상 꺼내두고 있어요. 민감성 피부라면 꼭 써보세요."
"금손이되고싶은우니","복합성","여름쿨톤","모공","탄력","5점만점에 5점","2025.05.09","복합성에 좋아요","주름/미백에 좋아요","자극없이 순해요","덱스판테놀 성분 덕분에 자극받은 피부가 진정되는 느낌이 있어요. 피부에 닿으면 부드럽게 펴 발리고 끈적임도 거의 없어서 데일리로 쓰기 좋아요. 아데노신이 들어가 있어서 주름에도 효과가 있을 거 같아요. 전반적으로 재생 + 탄력 케어를 한 번에 챙기고 싶은 분들께 딱인 크림이에요."
"vitabella02","건성","여름쿨톤","미백","민감성","5점만점에 5점","2025.05.05","건성에 좋아요","보습에 좋아요","자극없이 순해요","판매자에게 이벤트 상금을 지원 받아 직접 구매 후 솔직한 의견으로 작성하였습니다. 피부장벽을 강화시켜주고 주름 개선에 도움을 준다고 해서 골라봤어요. 덱스판테놀 성분 덕분인지, 발랐을때 피부가 촉촉해지고 편안해지는 느낌이에요. 부드러운 크림 제형이 피부에 겉돌지 않고 잘 흡수되었고 일단 촉촉하다보니 건조하지 않아서 잔주름이 더 늘어나지는 않는 듯. 저는 향은 은은한 편이라 거슬리진 않았고 꾸준히 바르니 윤기도 나고 피부가 건강해지는 느낌이라서 일단 꾸준히 써보려구요."
"fire","건성","여름쿨톤","다크서클","미백","5점만점에 5점","2025.05.02","복합성에 좋아요","진정에 좋아요","자극없이 순해요","판매자에게 이벤트 상금을 지원 받아 직접 구매 후 솔직한 의견으로 작성하였습니다.판테놀이 들어있어 진정, 장벽에 좋은 크림이에요 손바닥으로 제형을 펼친 후 꾹꾹 눌러주듯이 바르는게 좋더라구요~ 재생크림처럼 도톰히 발라줘도 진정에 좋아요!"
"하이구","민감성","쿨톤","모공","트러블","5점만점에 4점","2025.05.02","복합성에 좋아요","보습에 좋아요","자극없이 순해요","후기를보니깐 호불호가 있는 크림인거같더라구요.저는 반코르세럼이 잘맞아서 크림도 괜찮겠다 싶어 써봤는데 생각보다 나쁘지는 않았어요.발림성도 좋고 흡수도 빨리 되니깐 괜찮더라구요.수분 반 오일 반 느낌의 크림이고 날씨가 쌀쌀할때 쓰기 좋은크림인거같아요.누르기만하면되니깐 편하고 엄청 잘 나오고 조금씩나오니깐 양조절하기에 좋아요.좀 아쉬운점은 무향이 아닌데 향자체가 좀 특유의 화장품냄새랄까요? 그런향이 나서 살짝 아쉽네요."
"갈웜톤","복합성","가을웜톤","각질","다크서클","5점만점에 5점","2025.04.03","복합성에 좋아요","보습에 좋아요","자극없이 순해요","요새 진짜 맨날 쓰는데 개좋아요!! 판테놀이랑 넘 잘맞아서 판테놀계열 자주 쓰는데 함량 높으면 발림성 별로거든요 근데 이건 함량두 높구 발림성도 좋음!!! 젷 좋은건 일반 판테놀아니라 덱스판테놀인거!!자기전에 바르면 다음날 피부가 부들부들해요 좁쌀이랑 잡티흔적도 많이 좋아짐 광고니 뭐니 하는데 걍 안떴으면 좋겠음..나만 알고 싶은템..광고 살살해주세요"
"ykkchoi0","","","","","5점만점에 5점","2025.03.02","복합성에 좋아요","주름/미백에 좋아요","자극없이 순해요","판매자에게 이벤트 상금을 지원 받아 직접 구매 후 솔직한 의견으로 작성하였습니다.이번 겨울 유난히 건조하고 나이드니 더욱 더 주름이 신경쓰여 골라봤어요. 발라보니 흡수 잘되고 바르고 나서 촉촉해서 좋구요. 건조할 때 바르니 더 좋네요.피부트러블 줄어들고 피부가 탱탱해지는 느낌이 맘에 들어요."
"올영출석도장쾅쾅","지성","웜톤","모공","블랙헤드","5점만점에 5점","2025.03.01","건성에 좋아요","보습에 좋아요","보통이에요","판매자에게 이벤트 상금을 지원 받아 직접 구매 후 솔직한 의견으로 작성하였습니다.요즘 여기저기 이 브랜드가 많이 보이네요.전 처음보는 브랜드여서  네*버에 검색을 했는데 좀 놀랐어요.사람들이 은근 많이 사용하나봐요!?건성에게는 좋을것같아요건성분들은 특히 많이 땡기신다고 들었으니이런 보습감 있는 제품을 겨울철에 쓰시는것이 좋겠습니다.지성분들은 여름철말고 겨울에 사용하세요"
"하라하라","복합성","여름쿨톤","다크서클","모공","5점만점에 5점","2025.02.28","건성에 좋아요","보습에 좋아요","자극없이 순해요","판매자에게 이벤트 상금을 지원 받아 직접 구매 후 솔직한 의견으로 작성하였습니다.늦가을에서 초봄까지 사용하기 좋은 보습감 좋은 크림입니다~발림성도 아주 마음에 들구요~ 전 개인적으로 향도 마음에 들어요!촉촉함도 잘 유지가 되구요~ 촉촉한데도 끈적임이나 번들거림 없이 산뜻하게 잘 발려요~"
"유댕좌임","건성","겨울쿨톤","다크서클","잡티","5점만점에 5점","2024.11.19","건성에 좋아요","보습에 좋아요","자극없이 순해요","덱스판테놀이라서 피부장벽강화해주는데에 도움이되는것같아요 날씨가 갑자기 추워져서 피부장벽 다 무너졌는데 요걸로 회복금방함? 다른 브랜드보다 요기 성분보고 구매했는데 넘 만족스럽고 좋아용 ㅎㅎ요번겨울은 요거랑 같이 보냅니당"
"hjhjdd","복합성","겨울쿨톤","모공","미백","5점만점에 5점","2024.11.13","건성에 좋아요","진정에 좋아요","자극없이 순해요","판테놀크림이 여드름에도 좋고보습에도 좋아서 구매했어요판테놀연고를 많이들 바르는데 연고는 끈적거리니 연고용 스팟용으로 쓰고 평소엔 화장품으로나온 이런 크림을 발라주는게 더 좋을거같아요!이름도 덱스판테놀크림이라고 붙인만큼 판테놀 함유량이 많아서 마음에들어요"
