product_name,id,tag,tag 2,tag 3,tag 4,point,date,txt,txt 2,txt 3,txt_inner,point_flag,more_msg
유세린 아쿠아포린 액티브 리치크림,pik****,,,,,5점만점에 5점,2025.05.13,복합성에 좋아요,보습에 좋아요,자극없이 순해요,자극없고 아주 부드럽게 발립니다.건조한 편이라 건성용 구매했는데 유수분감이 적당하니 지금 쓰기 좋아요. 좀 더 써봐야겠지만 만족합니다!,,
유세린 아쿠아포린 액티브 리치크림,sooo****,,,,,5점만점에 4점,2025.05.11,건성에 좋아요,보습에 좋아요,보통이에요,너무 용량이 작아요아 냄새는 뭔향이 없네요아쉽지만 써봐야죠,,
유세린 아쿠아포린 액티브 리치크림,팡잇,건성,웜톤,각질,모공,5점만점에 4점,2023.10.23,건성에 좋아요,진정에 좋아요,보통이에요,건성이기도 하고 요즘 같이 건조한 날씨에는 수분크림이필수입니다🩵듬뿍 발라주고 흡수 시켜줘서 수분감을채울 수 있어서 무난무난,,
유세린 아쿠아포린 액티브 리치크림,eunseo****,,,,,5점만점에 5점,2025.06.09,복합성에 좋아요,보습에 좋아요,자극없이 순해요,보습력 좋아요. 저녁에 세안하고 마지먹 마무리에 올려주면 다음날 촉촉해요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,Cloryo,민감성,겨울쿨톤,민감성,홍조,5점만점에 5점,2025.05.22,건성에 좋아요,보습에 좋아요,자극없이 순해요,Very good cream to use as day or night cream,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,임만수,민감성,쿨톤,트러블,,5점만점에 5점,2025.05.10,건성에 좋아요,보습에 좋아요,자극없이 순해요,건성에 좋어요 보습에 좋고 자기전에 듬뿍 바르고 자면 다음날 피부가 보들보들해져오 가성비 조음,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,엑소샤이니,지성,봄웜톤,미백,블랙헤드,5점만점에 5점,2025.06.08,건성에 좋아요,보습에 좋아요,자극없이 순해요,자극없이 순하고 엄마랑 할머니도 좋다고 잘 쓰는 제품!!!,,
유세린 아쿠아포린 액티브 리치크림,빵조하,복합성,여름쿨톤,모공,민감성,5점만점에 4점,2024.12.05,건성에 좋아요,보습에 좋아요,자극없이 순해요,엄마가 사용하신 제품으로 촉촉한 건성용 수분크림이에요.수분크림 중에서는 굉장히 쫀쫀한 편으로 수분감과 보습감으로 각질을 살짝 눌러줄 수 있는 제품이에요.확실히 촉촉하고 순한 제품이라 건성 분들이라면 한 번쯤 사용해보시면 좋을 거 같아요.+한 달 사용후기촉촉함이 쭉 유지되는 느낌은 아니라 겨울에 사용하기엔 아쉽다고 하시네요. 한 겨울보단 환절기에 사용하면 좋을 거 같아요!,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,빵조하,복합성,여름쿨톤,모공,민감성,5점만점에 5점,2024.10.26,건성에 좋아요,보습에 좋아요,자극없이 순해요,엄마가 사용하신 제품으로 촉촉한 건성용 수분크림이에요. 수분크림 중에서는 굉장히 쫀쫀한 편으로 수분감과 보습감으로 각질을 살짝 눌러줄 수 있는 제품이에요. 확실히 촉촉하고 순한 제품이라 건성 분들이라면 한 번쯤 사용해보시면 좋을 거 같아요.,,
유세린 아쿠아포린 액티브 리치크림,동동222,,,,,5점만점에 5점,2024.03.26,건성에 좋아요,보습에 좋아요,자극없이 순해요,"아주 꾸준히,열심히 발랐더니무슨 이런일이!건조하고 말라가던 눈가,팔자주름 개선에 도움주고보습력이 완전 짱짱해요밀림도 없이 아주 촉촉하고 피부에 잘 스며들어요여행갈때 작은 공병에 좀 덜어가는 귀찮음은 있지만이거아니면 트러블 바로 올라오더라구요유세린이 왜 유명한가..꾸준히 써보니 그럴만 하네요나이트크림 역시 듬뿍 보단소량만 사용하는게 좋을것 같아요다만 아쉬운 점은손으로 덜어내서 쓰는것..저는 작은 스파츌러를 사용하며 덜어쓰고있지만,그 작은 스파츌러를 안에 내장되어 위생적으로 사용할수 있게 개선이 되었으면 좋겠어요",재구매,2회 이상 구매한 상품에 대한 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,동동222,,,,,5점만점에 5점,2024.03.17,건성에 좋아요,보습에 좋아요,자극없이 순해요,이번에 올리브영에서 유세린 수분크림을 얼마나 사서 쟁여놨는지...속보습에도 도움되고진짜 바르면서 흡수가 되는데 이렇게 순하고 자극없는 크림 너무 좋아합니다!스킨케어 귀찮은 날에는 세안 후크림만 발라줘도 당김이없고피부에.트러블? 전혀없고특유의 화장품냄새 이런것도 없어서.너무 좋아요!,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,파워에이등,건성,쿨톤,각질,민감성,5점만점에 5점,2024.02.29,건성에 좋아요,보습에 좋아요,자극없이 순해요,제품력 자체는 너무 좋은데 자주 품절되고 가격도 행사 아니면 좀 부담되는 가격이에요...저는 악건성인데 나이트에는 유세린라인 중에서 나이트크림 바르고 낮에만 요걸 발라요. 단독으로 바르면 속건조는 안잡아줘서 전처리로 히알루론산 토너나 앰플 싹 흡수시켜주고 바릅니다~~,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,동동222,,,,,5점만점에 5점,2024.02.25,건성에 좋아요,보습에 좋아요,자극없이 순해요,이쪽도 저쪽도 다 품절 ..넘 좋다고 건성피부때문에 고라니마냥미쳐날뛰는 친구들한테나눔+나눔하다보니 정작 제가쓸게 없더라구요..직접 오프라인매장 다 돌면서 사왔어요..마지막하나..개이득수분크림 크게 비싸게주고 살 필요도 없고이정도 금액에 보습효과가 뛰어난 제품이면 솔직히 쟁여놓고 아낌없이 듬뿍듬뿍 쓰고싶을정도에요끈적임없이 흡수가 잘되고 피부에 자극도 안느껴져요,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,동동222,,,,,5점만점에 5점,2024.02.14,건성에 좋아요,보습에 좋아요,자극없이 순해요,"얼마전에 오프라인 매장방문해서 원쁠원으로 할인도하길래 사왔었는데, 너무 좋아서 선물하려구 오늘드림으로 한번더 재구매했어요수분크림 크게 비싸게주고 살 필요도 없고이정도 금액에 보습효과가 뛰어난 제품이면 솔직히 쟁여놓고 아낌없이 듬뿍듬뿍 쓰고싶을정도에요끈적임없이 흡수가 잘되고 피부에 자극도 안느껴져요!",재구매,2회 이상 구매한 상품에 대한 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,아이리스찌니,,,,,5점만점에 4점,2022.11.25,복합성에 좋아요,보습에 좋아요,자극없이 순해요,40바라보는 30대 너무 건조해서 사봤어요~때마침 1+1 행사도 하고 있어서 듬뿍듬뿍 퍼발라야지 하고~꽤 괜찮은 제품이네요~ 바르면 쏙 스며드는 제품 안 좋아하고 번들번들 얼굴에 많이 발랐다~ 하고 보이는 제품 선호하는 편인데^^; 그 정도는 아니네요~ 그래도 건조함 많이 안 느껴지고 부드럽게 발리는 좋은 크림이에요… 향도 무향이라 좋네요,,
유세린 아쿠아포린 액티브 리치크림,lily777,민감성,잡티,,,5점만점에 5점,2022.11.18,건성에 좋아요,보습에 좋아요,자극없이 순해요,サンプルでいただいたナイトクリームがとても良くて、こちらも購入してみました。こってりとしたテクスチャーでとても気に入っています。乾燥肌で他ブランドの水分クリームは翌朝乾燥してしてしまいますが、こちらは翌朝もしっとりとしています。1+1で大変お得に購入できて、大満足です。또 이벤트해주세요^^샘플 너무 좋아요 ~,,
유세린 아쿠아포린 액티브 리치크림,투토,복합성,겨울쿨톤,민감성,잡티,5점만점에 5점,2022.06.01,복합성에 좋아요,진정에 좋아요,보통이에요,"유세린 제품은 처음 써본 거 같아요 ! 약 두 달간 써본 경험으로 보자면 음~~ 그냥저냥 무난템! 가격 대비 따지면 좀 아쉽긴 해요 ㅜㅜ 😓😓원쁠원 하길래 그 전부터 써보고 싶었던 제품을 구매하게 됐어용. 😲😲 원쁠원 해도 착하지만은 않은 가격,, 양이 넘 적어 ,, 진짜 이거 한 통 정말 금방 써요!! 전 밤에 아주 촉촉하게 올려주고 자는 편이라 진짜빨리 닳더라구요.. 할인 많이 할 때 쟁여야해요 ㅠ 저는 아침에는 화장을 해가지고 리치한 크림은 잘 안써요. 아침엔 좀 더 가벼운 수분 크림 써주고 이런 크림은 주로 밤에만 바르는데 전 다음날까지 얼굴이 건조하다는 느낌은 못받았어요. ㅎㅎ 😋😋 아침에 바르고 화장하면 좀 밀릴수도.. 있을 거 같네용 향은 저는 딱히 가리지 않는 편이라 상관없었구.. 음 완전 지성이나 극건성분들이 쓰시기엔 비추입니당",한달사용리뷰,상품 구매 후 30일 동안 사용 후 작성하신 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,세시,복합성,쿨톤,각질,모공,5점만점에 5점,2021.01.14,복합성에 좋아요,보습에 좋아요,보통이에요,유세린 제품은 비싸기도 하고 왠지 나랑은 먼 느낌(?)이 들어서 늘 스킵했는데 원플러스원을 하시더라고요. 그래서 한번 데리고 와봤습니다. ㅎㅎ💎 리치크림의 장점-첫번째 : 리치 해요 ㅎㅎㅎ 겨울철에 딱이예요. 데이보단 나이트에 집중케어해주면 좋을것같습니다. 내 겨울철 피부 재생의 일등 공신이 되어주세요.-두번째 : 건성의 꿀크림! 저는 복합성인데 건성피부이신 분들도 걱정없을 정도의 영양감을 보여줘요. 지성분들은 다른 제품을 선택하심이 좋을듯! 💎 바라는 점 : 용량을 조금만 더 늘려주시면 좋을것같아요. 한국사람들 특성상 퍽퍽 바르는 성향이 있어서 말이죠^^ 그것만 좀 개선되면 좋겠어요~,,
유세린 아쿠아포린 액티브 리치크림,내가잘수있을까,복합성,웜톤,모공,민감성,5점만점에 5점,2020.12.04,건성에 좋아요,보습에 좋아요,자극없이 순해요,피부가 겨울되니까 너무 건조해서기획으로 있길래 구매했어요언니랑 하나씩 나눠가졌는데유세린은 가격만 아니면!ㅋㅋ 정말 좋은 거 같아요바르고 자면 아침에 부들부들......진짜 좋아요할인 많이 할 때 몇통 쟁여놓고 싶어요 ㅠㅠ,한달사용리뷰,상품 구매 후 30일 동안 사용 후 작성하신 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,momo8771,,,,,5점만점에 5점,2020.05.18,건성에 좋아요,보습에 좋아요,자극없이 순해요,유세린 제품은 처음 사용해봤는데 샘플 써보구 반해서 구매했어요! 다른 비싼 백화점 화장품들도 조금 지나면 얼굴에 트러블을 일으키는데 유세린은 그런게 전혀 없어서 이 브랜드로 갈아탔습니다~,,
유세린 아쿠아포린 액티브 리치크림,Moscato,,,,,5점만점에 5점,2019.06.15,건성에 좋아요,보습에 좋아요,보통이에요,"유세린 제품은 여러개를 써봐서 잘 아는 브랜드입니다.하지만 가격이 만만치않아서 세일할때 여러개를 구매하는 편이에요. 겨울에 사용하던 유세린볼륨나이트크림을 다 써버려서 최근엔 바이오더마 아토덤을 쓰던 중이었어요. 아토덤이 얼굴과 바디 모두 사용가능한 제품이고 약간 유분이 있어서 건조한 겨울엔 꽤 괜찮았습니다. 악건성들에게 좋은 제품이라서, 날씨가 더워지니 얼굴에 유분이 좀 많이 생기더라구요... 그래서 유세린 나이트크림을 다시 쓰려다가 아쿠아포린크림이 1+1행사중이라 구매해봤습니다! 매장에서 복합성용과 이번에 구매한 건성용 두가지 모두 테스트로 손등에 발라봤는데 복합성이 좀 더 가벼운 느낌이었네요. 유세린토너로 닦아낸 후 바로 이 제품으로 기초를 끝낼 거라서 복합성용으로 구매했습니다. 바른 후엔 흡수력도 괜찮고, 향료가 들어가지 않아서 좋구요, 시간이 좀 지나면 유분기는 약간 생기는 것 같아요.  그리고 스파츌라가 별도로 제공되지 않는점이 약간 아쉽네요~",,
유세린 아쿠아포린 액티브 리치크림,marryj****,,,,,5점만점에 5점,2025.07.06,건성에 좋아요,보습에 좋아요,자극없이 순해요,건성 피부에게 보습감 유분감 충한 크림입니다 정말 좋아요 ㅠㅠ 바르고 나면 피부에 싹 먹어서 피부가 쫀쫀해져요 유지력도 좋습니다,,
유세린 아쿠아포린 액티브 리치크림,dfd,건성,봄웜톤,각질,다크서클,5점만점에 5점,2025.05.30,건성에 좋아요,보습에 좋아요,자극없이 순해요,"피부에 순하기도 하고, 자극도없고 보습감도 좋아서정말 만족하면서 사용했스빈다.추천하고 싶네요,",한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,아느,복합성,쿨톤,민감성,홍조,5점만점에 5점,2020.05.22,복합성에 좋아요,진정에 좋아요,자극없이 순해요,민감성인데 큰 자극 없이 잘쓰고 있어요~~!엄청민감해서 화장품 고르는게 무지 힘든데 이런제품 한번잘만나면 계속해서 이것만사용하게되는것같아요 피부에 맞는제품찾는게 너무힘든데 피부가 엄청예민한상태가 아니고서야 늘사용가능한제품인것같아요~~~,,
유세린 아쿠아포린 액티브 리치크림,sayaka****,,,,,5점만점에 5점,2025.05.28,건성에 좋아요,보습에 좋아요,자극없이 순해요,"뽀송하기 때문에 단품으로 사용하면 부족한 사용감이었지만, 리프팅 크림과 사용하면 딱 좋은 사용감이었습니다.그리고 무엇보다 모공이 평평해진 것이 놀랍습니다!!크림의 효과인지 이 미용액의 효과인지 모르겠지만, 저는 둘을 조합해서 처음으로 효과를 느꼈습니다. 잠시 사용해 보고 이상이 없다면 계속 하고 싶은 상품 중 하나입니다.",한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,서준아빠,복합성,웜톤,주름,,5점만점에 4점,2025.01.23,건성에 좋아요,보습에 좋아요,보통이에요,수분크림만으로 보습이 부족하누건조한 계절에 잘 사용하고 있습니다,,
유세린 아쿠아포린 액티브 리치크림,안졸리너,건성,봄웜톤,잡티,주름,5점만점에 5점,2024.11.04,건성에 좋아요,보습에 좋아요,보통이에요,건성피부에 괜찮다고 해서 구입했구요~ 아침 메이크업해도 밀리지 않아요,,
유세린 아쿠아포린 액티브 리치크림,동동222,,,,,5점만점에 5점,2024.03.14,건성에 좋아요,보습에 좋아요,자극없이 순해요,원플러스원으로 저렴하게 득템했어용아낌없이듬뿍 발라도 흡수력 좋고 마일드해서투머치로 발라도 밀림이 있지않고전부다 스며들고 산뜻해요!보습력은 유세린 리치크림이 딱이에요☺️,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,동동222,,,,,5점만점에 5점,2024.02.11,건성에 좋아요,보습에 좋아요,자극없이 순해요,원쁠원으로 득템했어용ㅎㅎㅎ수분크림 으로 정말 잘 맞네요순하고 수분감도 채워지는느낌이에요화장도 잘먹어용,,
유세린 아쿠아포린 액티브 리치크림,짜이짱,,,,,5점만점에 5점,2023.12.26,건성에 좋아요,보습에 좋아요,자극없이 순해요,크리미한 부드러운 크림이예요.거의 무향에 가까운 수분크림~~,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,파워에이등,건성,쿨톤,각질,민감성,5점만점에 5점,2023.12.25,건성에 좋아요,보습에 좋아요,자극없이 순해요,유세린 보습크림 1+1 행사 자주 해주세요~!!! 엄청난 건성에게 겨울에 보습용으로 너무 잘 사용중인 제품이에요!!,,
유세린 아쿠아포린 액티브 리치크림,11월30일,민감성,가을웜톤,민감성,블랙헤드,5점만점에 4점,2023.12.02,지성에 좋아요,진정에 좋아요,자극없이 순해요,건성용인데 저는 보습감이 부족하더라구요. 속건조에도 딱히 효과가 없었어요. 좀 가벼운 느낌이랄까요? 한통은 아빠 드리고 한통 남은건 목에 바르는 중입니다.,,
유세린 아쿠아포린 액티브 리치크림,돌이둘이굴이,민감성,쿨톤,트러블,,5점만점에 5점,2023.11.30,건성에 좋아요,보습에 좋아요,자극없이 순해요,팟타입이라 사용하기 조금 불편할 때가 있어요그 외에는 만족,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,루나레나,건성,웜톤,주름,,5점만점에 4점,2023.11.07,건성에 좋아요,보습에 좋아요,자극없이 순해요,올 여름 잘 썼어요. 건성에 적합한 수분크림이네요. 겨울로 들어서는 지금은..좀 당기긴 해요.,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,사자같은사람,,,,,5점만점에 5점,2023.10.26,건성에 좋아요,보습에 좋아요,자극없이 순해요,제가 좋아하는 유튜브가 추천해 주셔서 첫구매해서 잘사용하고 있어요 재구매하겠습니다  감사합니다,,
유세린 아쿠아포린 액티브 리치크림,돌이둘이굴이,민감성,쿨톤,트러블,,5점만점에 5점,2023.10.11,건성에 좋아요,보습에 좋아요,자극없이 순해요,유세린 기초라인 순하고 효과 확실해요 믿고 쓰는 유세린제품,,
유세린 아쿠아포린 액티브 리치크림,짜이짱,,,,,5점만점에 5점,2023.09.07,건성에 좋아요,보습에 좋아요,자극없이 순해요,건성피부인 저에게 딱인듯!크림대신에 마지막에 발라주면 사아악 스며들면서 크게 끈적이지 않아요.,,
유세린 아쿠아포린 액티브 리치크림,루나레나,건성,웜톤,주름,,5점만점에 5점,2023.08.19,건성에 좋아요,보습에 좋아요,자극없이 순해요,1+1이라 가성비 좋고 여름이어도 에어컨 바람 때문에 살짝 리치한 느낌이 좋아요.,,
유세린 아쿠아포린 액티브 리치크림,잔나비큰별,,,,,5점만점에 5점,2022.04.08,복합성에 좋아요,보습에 좋아요,자극없이 순해요,1+1 득템했어요 그날그날 피부상태에 따라 기초바꿔사용중인데 아침 데일리템으로 딱이요,,
유세린 아쿠아포린 액티브 리치크림,Aimablee,복합성,웜톤,모공,탄력,5점만점에 5점,2022.03.03,건성에 좋아요,보습에 좋아요,자극없이 순해요,데일리로 바르기 좋아요 적당히 수분감있고 쫀쫀해요 담날까지 촉촉해요,,
유세린 아쿠아포린 액티브 리치크림,momo8771,건성,쿨톤,미백,블랙헤드,5점만점에 5점,2020.12.21,건성에 좋아요,보습에 좋아요,자극없이 순해요,피부가 완전 사막화 되어서 부드럽고 순한 수분크림을 찾고 있었는데 너무 만족합니당!,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,시래우,복합성,쿨톤,모공,미백,5점만점에 5점,2020.08.10,건성에 좋아요,보습에 좋아요,자극없이 순해요,사계절 내내 쓰고 있는 찐템!민감성 복합성 예민 건조피부입니다!유분감있고 쫀득쫀득한데 좁쌀안올라오고 한겹 얹는 느낌이라 시간지나도 흡수되서 건조하지 않아 좋고 메이크업 안밀려서 너무 좋아용!,한달사용리뷰,상품 구매 후 30일 동안 사용 후 작성하신 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,sodda,,,,,5점만점에 5점,2020.06.04,건성에 좋아요,보습에 좋아요,자극없이 순해요,우연히 올리브영에서 알게되고 어느덧 세통째예요!!올영 세일기간에 엄청 저렴하게구매팼어요이거 하나만발라도 끈적이지않고 속보습까지 너무 잘잡아주네요,,
유세린 아쿠아포린 액티브 리치크림,추억열매2,,,,,5점만점에 5점,2019.06.13,건성에 좋아요,보습에 좋아요,자극없이 순해요,엄마랑 한개씩 나눠쓰려고 구입했습니다유세린 좋아요,,
유세린 아쿠아포린 액티브 리치크림,오즈쌤,,,,,5점만점에 4점,2019.06.12,건성에 좋아요,보습에 좋아요,자극없이 순해요,찻 구매했는데 아쿠아라 많이 촉촉하진 않고 건성인 저에게는 여름용으로만 사용할 수 있을것 같아요. 유세린이라 믿고 사용합니다.,,
유세린 아쿠아포린 액티브 리치크림,2soo****,,,,,5점만점에 5점,2025.06.30,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"초가을부터 겨울, 초봄까지 아들의 보습을 책임져 주는 고마운 크림입니다.",재구매,2회 이상 구매한 상품에 대한 리뷰입니다.
유세린 아쿠아포린 액티브 리치크림,jj****,건성,여름쿨톤,다크서클,주름,5점만점에 5점,2025.05.28,건성에 좋아요,진정에 좋아요,자극없이 순해요,"- 건성, 민감성 피부- 나이트 수분크림으로 사용- 수분, 진정에 적합",,
유세린 아쿠아포린 액티브 리치크림,두둥3,,,,,5점만점에 4점,2020.06.07,건성에 좋아요,보습에 좋아요,보통이에요,수부지인데 건성용을 쓰고 있는 사람입니다 낮에는 티존에 거의 안바르고 밤에는 살짝만 가볍게 발아주고 있어요! 요새 마스크 낀다고 속건조가 심해진 느낌이라 중복합성용보다 양조절해서 건성용을 잘 흡수시키면서 바르는게 나을거 같아 세일기간에 온라인에서 한번더 재구매 했네요 ㅎㅎ,,
유세린 아쿠아포린 액티브 리치크림,두둥3,,,,,5점만점에 4점,2020.05.31,건성에 좋아요,보습에 좋아요,자극없이 순해요,수부지이지만 속건조가 심해서 건성용으로 샀는데 지 복합성용보다 이게 더 잘맞는거 같아요 보습력은 물론이고 제형이 무엇보다 가장 마음에 드네요 ㅠㅠ 써보자마자 온라인으로 하나더 주문했습니다!! 인생템 이네용,,
유세린 아쿠아포린 액티브 리치크림,쥬디언니,복합성,쿨톤,민감성,홍조,5점만점에 4점,2019.11.18,복합성에 좋아요,보습에 좋아요,보통이에요,저는 민감홍조 피부라 시어버터 알란토인 시트러스계열 아로마제품에 트러블이 생깁니다.대부분 수분크림에는 이런 성분이 들어가있어요. 기존에 닥터지 수딩크림 쓰다가 겨울에는 당기는것 같아 유세린 샘플써보고 트러블없이  잘써서 이번에 원뿔이라   구매했습니다. 홍조는 사라지지 않지만 무난하게 사용할수 있는 크림입니다,,
유세린 아쿠아포린 액티브 리치크림,뀨뀨뀨뀨뀨뀨뀨뀨뀽,복합성,여름쿨톤,모공,미백,5점만점에 5점,2024.01.14,건성에 좋아요,보습에 좋아요,자극없이 순해요,엄청나게 촉촉해용! 자고 일어나도 촉촉함이 그대로 유지되는 정도요! 진짜 촉촉 끝판왕,,
유세린 아쿠아포린 액티브 리치크림,펭글펭글,,,,,5점만점에 4점,2020.06.09,건성에 좋아요,보습에 좋아요,보통이에요,선물한 거라 아직 후기는 모르겠는데 테스트용 써봤을 때는 건성한테 맞을 거 같았어요. 솔직히 크림 뭐 다 그게 그거같음 ㅎ,,
유세린 아쿠아포린 액티브 리치크림,죽겠어요,,,,,5점만점에 5점,2020.05.28,건성에 좋아요,보습에 좋아요,보통이에요,유세린 제품 항상 궁금했었는데 저렴할때 사봤어욤향은 좋진않네용,,
유세린 아쿠아포린 액티브 리치크림,파우더블루,,,,,5점만점에 5점,2020.05.11,건성에 좋아요,진정에 좋아요,자극없이 순해요,유세린 브랜드 우연하게 쓰게됐는데 기초도 좋네요,,
유세린 아쿠아포린 액티브 리치크림,표정관리중,,,,,5점만점에 5점,2020.01.15,건성에 좋아요,주름/미백에 좋아요,자극없이 순해요,40대 건성으로 미백 주름 라인에 신경을 많이 쓰는데요.순하고 일단 바로효과에 탁월한것같아요.,,
