product_name,id,tag,tag 2,tag 3,point_flag,more_msg,point,date,txt,txt 2,txt 3,txt_inner,tag 4,thum src 4
바이오더마 시카비오 크림,유안ann,,,,,,5점만점에 5점,2025.05.28,건성에 좋아요,보습에 좋아요,자극없이 순해요,효과 너무 좋아서 재구매했습니다!! 가격도 할인 들어가서 너무 좋아요! 좋은 제품 만들어주셔서 감사합니다. 잘 사용했습니다!!,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,yje1305,,,,,,5점만점에 4점,2025.07.01,복합성에 좋아요,보습에 좋아요,보통이에요,라로슈포제 쓰다가 좀 더 가벼운 사용감의 바이오더마 시카비오 라인으로 바꿔봣는데 라로만큼 흔적 완화 등의 효과는 아직 모르겟어요 좀 더 써봐야할듯,,
바이오더마 시카비오 크림,봄웜인듯,건성,봄웜톤,민감성,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 4점,2025.07.01,건성에 좋아요,보습에 좋아요,자극없이 순해요,악건성이라면 엄청 만족할 제품. 피부에 보호막을 씌워주는 느낌,블랙헤드,
바이오더마 시카비오 크림,초지진,,,,,,5점만점에 5점,2024.08.15,건성에 좋아요,보습에 좋아요,자극없이 순해요,"손상된 피부에 도움을 주는 재생크림 같은 느낌이에요. 기존 바이오더마크림보다는 제형이 살짝 가벼워진 느낌이라 아침에 발라도 괜찮더라구요. 끈적임이 없고 발림성도 좋았는데, 피부도 진정되고 좋았어요. 요즘들어 작은 피부 트러블들이 얼굴 여기저기 생겨서 얼굴 전체적으로 한 번 바르고, 다시 트러블 부위에 스팟케어로 중점적으로 사용하고있어요.",,https://image.oliveyoung.co.kr/uploads/images/gdasEditor/2024/08/15/1723727941336.png?QT=85&SF=webp
바이오더마 시카비오 크림,미아찾기하야오옹,지성,봄웜톤,미백,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.07,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"수부지한테 너무 좋은 리페어템여름에는 조금 무거울 수 있는데 히알루론산 수분크림(가벼운애들) 섞어서 바르면 촉촉하고 유분은 적음환절기, 겨울에는 듬뿍 바르고 자면 더 좋음피부 장벽 복구에 최고임",잡티,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,민빵뽕,트러블성,쿨톤,모공,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.06,복합성에 좋아요,진정에 좋아요,보통이에요,말해모해말해모해 무조건사세요. 여드름자주나서 흉터많은분은 무조건사세요,블랙헤드,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,먕먕먀아아,지성,봄웜톤,모공,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.06,복합성에 좋아요,진정에 좋아요,자극없이 순해요,좋아요!!동생이랑 같이 바를라고 샀어요 동생 얼굴에 아토피? 처럼 피부가 벗겨졌었는데 이거 바르고 며칠 뒤에 다 나았더라고요 ?,미백,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,류미르,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.28,복합성에 좋아요,보습에 좋아요,자극없이 순해요,피부장벽이 무너진거 같아서 재생크림용으로 구매했는데 일회사용만으로도 다음날 피부가 탄탄하고 좋아진거 같아요,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,jisub****,지성,모공,민감성,,,5점만점에 5점,2025.05.19,복합성에 좋아요,진정에 좋아요,자극없이 순해요,올영에서 유명한 재생크림 거의 다 사용해봤는데 제일 잘 맞는 것같아요 발림성은 뻑뻑하지만 끈적임이 심하지않아서 극지성아니고선 다 사용가능할것 같아용최근에 갑자기 피부 뒤집어져서 아침저녁으로 사용중인데 금방 회복되었어요👍🏻  효과가 생각보다 더 빠른것같아서 매우 만족하는 중 가격대는 좀 있는편이라 세일할때 구매해야할 것 같아용 겨울엔 대용량으로 구매해야겠어요,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,gee****,복합성,여름쿨톤,모공,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.05.14,복합성에 좋아요,진정에 좋아요,자극없이 순해요,최근에 속건조에 트러블도 생기고 피부가 너무 예민해져서 진정용으로 구매했습니다. 일주일정도 아침저녁으로 꼼꼼하게 꾸준히 챙겨 발랐더니 피부는 많이 가라앉고 진정되어 보였어요! 피부가 예민해지기 쉬운 환절기때 바르기 좋은 제품인거 같아요!,미백,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,enejwl****,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.18,복합성에 좋아요,진정에 좋아요,자극없이 순해요,피부과 다녀와서 매일같이 사용했는데 너무 좋아요 잘 사용했어요,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,fw****,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.07,복합성에 좋아요,진정에 좋아요,보통이에요,제가 진짜로 몇 달 전부터 사용하고 있는 믿고 쓰는 바이오더마 시카비오 크림입니다. 일단 민감한 피부에 나에게 맞는 크림을 찾기 위해 정말 여러 브랜드의 크림들을 사용해 보고 버리고를 반복하며 정착 템을 찾기 위해 노력했는데 그중 바이오더마 시카비오 크림이 가장 저에게 잘 맞았습니다. 그리고 가격은 좀 비싸지만 손쉬운 사용감과 쓰고 난 뒤 얼굴이 건조하지 않고 촉촉함 꽤 오래 지속되기 때문에 계속 손이 가는 것 같습니다. 20대인 저도 사용하지만 50대 저희 어머니도 좋다며 저에게 사달라고 하는 제품입니다. 그만큼 어른들도 손이 가는 제품인 것 같습니다. 그리고 저희 오빠도 이 제품을 계속 사용하고 있는데 남자들 또한 좋아하는 제품인 것 같습니다. 저는 여행 갈 때도 항상 캐리어 안에 꼭 가져가는 필수템입니다. 없으면 여드름 올라올 것 같아서 불안해요.,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,haya0****,,,,,,5점만점에 5점,2025.07.06,건성에 좋아요,보습에 좋아요,자극없이 순해요,"포마드 써봤는데 개인적으로 좀 별로였어서ㅠ 이것도 속는셈치고 사봤는데 너무 좋아요! 저는 좁쌀요철있는 건성피부인데요 원래는 나비존에만 있었는데 어느순간 볼부분부터 전체적으로 올라와서 엄청 스트레서 였어요. 근데 이거 쓰고 자면 다음날 좀 진정되어 보여요! 물론 진정되서 티가 안나는거고 아예없어진건 아니라 나중에 보면 또 보이긴하는데요,, 아뭍튼 수분보충에는 진짜 이것만한게 없는것 같아요. 묽은 수분앰플같은거 썼을때랑 다른 즉각적인 효과를 보실 수 있습니다!",,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,yebu****,,,,,,5점만점에 5점,2025.07.04,건성에 좋아요,진정에 좋아요,자극없이 순해요,피부에 오돌토돌한게 나서(원래는 여드름도 아예 없고 가끔 트러블 나는 정도) 신경쓰여 주문했어요ㅠㅠ 밤에 기초 다 바르고 얇게 펴바르고 잤는데 2일만에 원래 피부보다 더 좋아졌어요ㅜㅜ 짱인듯..!! 근데 많이 꾸덕하긴해서 낮에는 바르긴 힘들거같아용,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,오이슬,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.05,복합성에 좋아요,진정에 좋아요,보통이에요,진정+보습에 정말 좋아요건조해서 피부 뒤집어졌을 때이거 바르고 효과 봤어요뒤집어진 부위에 도톰하게 올려놔도 좋앙ㅎ,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
