"id","tag","tag 2","tag 3","tag 4","point","date","txt","txt 2","txt 3","txt_inner"
"방구미","","","","","5점만점에 5점","2025.09.19","복합성에 좋아요","진정에 좋아요","보통이에요","항상 다 잘쓰고 있는 데일리템 굿굿~ 세일 자주 하고 그냥 좀 싸졌으면 ㅠㅠ"
"이프프프프","민감성","여름쿨톤","잡티","주름","5점만점에 5점","2025.09.08","복합성에 좋아요","보습에 좋아요","보통이에요","가을이라 얼굴이 너무 건조하고 아픈느낌이라재주문했어요"
"jennie01","건성","여름쿨톤","탄력","","5점만점에 5점","2025.08.19","건성에 좋아요","진정에 좋아요","보통이에요","꾸덕한 진정크림은 돌고돌아 아벤느로 다시 오게되네요피부과 레이저 시술 후, 성형 수술 후 손상된 피부회복에 필수입니다"
"e9","복합성","웜톤","각질","잡티","5점만점에 5점","2025.09.04","복합성에 좋아요","진정에 좋아요","자극없이 순해요","이전에 사용하다 라로슈포제b5를 4통 사용하고 이번 올영 세일로 다시 구매해 봅니다발림성이 좀 꾸덕하고 백탁? 현상이 좀 있지만 시간이 지나면 흡수 됩니다홍조나 피부 뒤집어짐에 효과적이에요 진정용으로 좋습니다 전 평소에도 꾸준히 사용해 주고 있어요!추천해요"
"Eeeeeeeer","건성","웜톤","잡티","탄력","5점만점에 5점","2025.09.04","건성에 좋아요","보습에 좋아요","자극없이 순해요","별 다섯개도 부족한 제품. 얼굴에 좁쌀 여드름 대환장 파티가 열림. 집에서  스킨팩등 할 수 있는 모든 방법을 동원해 며칠 관리를 했는데 1도 나아니지않고 오히려 더 번지길래 피부과 방문. 원인도 명확하지 않았고 언제 나을지 기약도 없다하고 처방받은 약을 받으러 약국에 갔는데 먹는약 5일치가 만 삼천웡이라함 아노ㅏ 그순간 머리에 스치는 무언가 바로 아벤트 시칼파트 크림 이전에 좁쌀 여드름 날때마다 발랐던 기억이 머리를 스침 아 이게 왜 지금 생각 났는가 너무 비싼 약을 뒤로하고 올영으로 뛰어가서이 크림을 겟함 그리고 아침 저녁으로 바른지 3일째 얼굴 전체에 퍼졌던 좁쌀의 98퍼가 사라짐 헐 진짜 뭐야 진작 사서 바를걸 아 역시 좁쌀에는 이 제품만한게 없다는걸 다시금 깨달음. 이거 냄새는 약건 고무 향 나긴 하는데 사용하는데 전혀 지장없고 유수분층이 분리되어 물이 나오는데 이거 온천수라메? 몰라 걍 쓰기전에 최대한 쪼물락 거렸다가 연고처럼 바른다 펴발림은 솔직히 진짜 뱔론데 흡수 잘되고 밀리지 않아 좋은듯 이게 진짜 막 크림 바르듯 바르는게 아니라 손상부분에 연고바르듯 얇게 펴발라 흡수 시켜서 적은 용량에도 오래 사영 할 수 있는듯 싶다 아 모르겠고 이거 진쩌 너무 좋아 다른 브랜드 재생크림 사용하본적 없어서 비교대상이 없긴한데 이거 쓸때마다 효과가 너어무 좋아서 다른 브랜드 사용해 볼 생각도 없네 무슨"
"seul****","","","","","5점만점에 5점","2025.09.18","건성에 좋아요","진정에 좋아요","자극없이 순해요","진짜 너무 좋아요~ 비싸긴 하지만 바르고 나면 피부결도 피부색도 다 좋아보이고 자연스럽게 톤업되면서 진정도 되고 회복도 되고 다다 좋아요~~ 단종되면 절대 안됩니다.. 이벤트 할때마다 쟁여놔야겠어요~ 아벤느 계열 중 원탑인 것 같아요 저한텐 ㅎㅎ"
"tis****","","","","","5점만점에 5점","2025.09.16","복합성에 좋아요","주름/미백에 좋아요","자극없이 순해요","손상된 피부 재생에 좋다고 해서 구매해보았어요.저는 수부지인데 바르고 너무 무겁거나 하는 느낌은 들지는 않았고 바르고 끈적이지도 않아서 딱 좋았어요! 이제 바른지 며칠 되지 않아서 효과는 아직 크게는 모르겠어요! 꾸준히 한번 써보려규요."
"nmj****","","","","","5점만점에 5점","2025.09.03","복합성에 좋아요","진정에 좋아요","자극없이 순해요","이거 진짜 너무 사랑스러운 템이에요!!!!진짜로!!!!원래 썼는데 다 써서 또 재구매 ㅎㅎ이거 면봉으로 얇게 펴바르면 올라올려다만 여드름이 쏙 들어가서 이거 쓰고 여드름이 한번도 난적이없어요!!!!단점은 진짜 아예없고 건성이나 복합성분들 그리고 민감하신분들은 이거쓰세요 민감하지않고 아주 순해요!!!이번 올영세일때 가장 잘산템이에여1+1이라서 걍 바로 구매했어요!!!양도 겁나 많아졌다능"
"kimminju****","","","","","5점만점에 5점","2025.09.30","지성에 좋아요","진정에 좋아요","자극없이 순해요","가벼운 크림 발라주고 바르기 좋아요 진정이 너무 잘 되는거같아요"
"밤뵥","복합성","쿨톤","다크서클","블랙헤드","5점만점에 5점","2025.08.25","복합성에 좋아요","진정에 좋아요","보통이에요","이거 진짜진짜진짜 없으면 큰일나는 제 애착크림이에오ㅠㅠ3월에 처음 사용해보고 재구매해서 여름까지 사용해본 후기를 알려드리자면💙장점-여드름 진정에 효과적-->여드름압출 후 생기는 붉은 상처나 흔적들을 없애주는데 최고-바르고 아침에 일어나면 꿀피부-피부가 탄탄해지는게 느껴짐-왜인지는 모르겠으나 요철이 사라짐💜단점-향이 너무 구림(썩은 버섯?같은 냄새)-기름진 발림성여름에는 지성에 가까운 복합성 피부인데 토너 앰플 아벤느크림 요 루틴 하나로 여드름흔적과 피부결 개선에 도움을 많이 받았습니다!"
"올리브영매일가는여자","트러블성","봄웜톤","트러블","","5점만점에 5점","2025.08.03","건성에 좋아요","진정에 좋아요","자극없이 순해요","아 이거 진심 제 피부 구원템이에요. 압출후 피부가 진짜 자극된거 같은데 이게 제 피부 구원해줬어요. 제형은 꾸덕해서 처음에 올리면 어? 이런데 펴바르면 산뜻보단 살짝 진정이 되는 코팅막?이 된 느낌이에요. 그래서 극 지성 분들은 화농성 여드름 아니면 고민인데 위주로 조금만 바르시면 괜찮으실거같아요. 건성 분들은 그냥 펴바르셔도 될듯. 이게 진짜 가격이 어마무시한대요, 근데 값만큼 합니다. 생각보다 용랑이 많아요."
"마녀핑","복합성","겨울쿨톤","잡티","트러블","5점만점에 5점","2025.09.29","복합성에 좋아요","진정에 좋아요","자극없이 순해요","인생템이에요.. 진짜.. 여드름자국 연해지고… 우연히 누구한테 짬맞아서 썼던건데 정말 너무좋아요"
"스펀지","트러블성","쿨톤","다크서클","민감성","5점만점에 5점","2025.09.28","건성에 좋아요","진정에 좋아요","자극없이 순해요","피부 뒤집어졌을때 쓰기 좋아요 다음날 피부가 깔끔해집니다 근데 이상하게 바르고나면 다음날 피부에 각질? 처럼 뭐가 밀려나와요"
"missbo****","","","","","5점만점에 5점","2025.09.21","복합성에 좋아요","진정에 좋아요","자극없이 순해요","타 브랜드 여러가지 사용 했다가도 매번 다시 찾게 되는것 같습니다~ 프락셀 , 일반 레이저 후에 발라주면 확실히 회복되고 좋습니다~"
"hosu****","","","","","5점만점에 5점","2025.09.20","건성에 좋아요","보습에 좋아요","자극없이 순해요","너무 조아서 다쓰면 재구매각 가울 겨울에 완전 필수템아닐까 싶어요"
"skql****","","","","","5점만점에 5점","2025.09.12","복합성에 좋아요","진정에 좋아요","보통이에요","항상 사용하는 상품입니다여드름 나고 발라줘도 좋고 보습 필요할 때 발라줘도 좋아요~^^"
"올챙찐이","트러블성","봄웜톤","잡티","","5점만점에 5점","2025.09.30","복합성에 좋아요","보습에 좋아요","자극없이 순해요","피부 트러블 올라올 때 바르고 자면 효과가 정말 좋아요 세일 때 마다 사는 것 같아요"
"족방왕","지성","겨울쿨톤","민감성","트러블","5점만점에 5점","2025.09.29","건성에 좋아요","진정에 좋아요","자극없이 순해요","유분기가 적어서 얼굴에 발랐을때 찝찝하지도 않고 뾰루지가 안나서 넘 좋네요 세통째 쓰는 중입니닷ㅋ"
"아나프","","","","","5점만점에 5점","2025.09.25","건성에 좋아요","보습에 좋아요","자극없이 순해요","너무 좋아요!! 앞으로 계속 재구매 할 것 같아요 추천합니다."
"박형석이되고싶다","복합성","쿨톤","","","5점만점에 5점","2025.09.25","복합성에 좋아요","진정에 좋아요","자극없이 순해요","진정이 잘됩니다 그리고 제가 수부지인데 엄청 텁텁하지도 않아서 수부지 분들도 괜챀ㅎ게 사용할 수 있을 것 같아용 여름빼고는 사용해도 좋을것같습니닷"
"rrkk00","","","","","5점만점에 5점","2025.09.17","지성에 좋아요","진정에 좋아요","자극없이 순해요","피부에 유분이 많은타입이라 크림같은거바르면 트러블이 올라와서 잘 안바르는데 이건 피부가 빠르게 진정된다는 후기를 보고 구매해봤어요진짜 너무 좋아요피부 컨디션 안좋은날 피부뒤집힐랑말랑할때 트러블올라올거같을때 밤에 도포해주고 자고일어나면 다 가라앉아있어요다 사용하면 재구매하려구요"
"nalyeon****","","","","","5점만점에 5점","2025.09.13","복합성에 좋아요","보습에 좋아요","보통이에요","저는 이번에 세일할 때 득템했어요 🛒✨수부지 피부라 얼굴 전체보다는 볼 쪽에만 발라주는데, 장벽 크림으로 딱이에요. 발랐을 때 질감은 부드럽고 꾸덕하지만 무겁지 않아서, 피부 위에 자연스럽게 흡수돼요. 바르고 나면 겉은 산뜻한데 속은 촉촉하게 채워지는 느낌이라, 수부지 피부도 부담 없이 사용할 수 있어요!☺️저는 주로 마무리 크림처럼 사용하는 편인데, 다음날 아침 일어나면 피부가 쫀쫀하게 차오른 느낌이 확실히 있어요. 특히 볼이나 건조한 부위에 바르면 하루 종일 당김 없이 편안하고, 트러블 후 진정용으로도 만족스럽습니다.😻또한, 2입 기획이라 집과 외출용으로 나눠 쓰기 좋고, 데일리 루틴에서 장벽 케어용으로 주 2-3회 정도 추가하면 피부 컨디션 관리 끝!! 너무 좋아용💕"
"악깡버","지성","쿨톤","각질","다크서클","5점만점에 5점","2022.06.06","복합성에 좋아요","진정에 좋아요","자극없이 순해요","저는 지성피부이고 피부 전체적으로 요철과 좁쌀이 전체적으로 있고 여드름 흉터도 있는 피부에요!여드름 흉터 때문에 재생크림을 자주 구매해서 사용합니다재생크림으로 유명한 브랜드가 보통 아벤느,라x슈x제,바이오xx가 있는데 (각각 L, B로 칭하겠습니다) L제품은 기존에 100미리 용량을 3-4개월 동안 반 이상 쓴 상태였고 내성이 생긴건지 이제는 별 효과를 못느끼겠어서 새로운 제품을 찾다가 아벤느 제품을 구매했어요.맨 처음 재생크림을 살 때는 아벤느 제품이 안맞는 경우가 많다길래 L제품을 산거였는데 그 이후에 아벤느 온천수 미스트를 사용했을 때 별 문제없기도 했고 B제품은 셋 중 유분감이 제일 많다는 후기를 보고 아벤느로 결정했습니다! ✅ 아벤느와 L제품 모두 유분감이 있는편이라 지성피부가 얼굴 전체적으로 바르기에는 조금 무리가 있을 것 같아 저는 여드름 흉터가 있는 양볼과 턱 이렇게 U 모양으로 발라줍니다! 처음에 얼굴 전체에 바를 때는 조금 갑갑하다는 느낌도 들었는데 부분적으로 발라주니 여름철에 바르기에도 큰 무리는 없었어요 ✅ 제형은 같이 첨부한 사진을 보시면 아시겠지만 아벤느는 단단한 연고 느낌이고 L제품은 그냥 일반 크림보다 살짝 더 쫀쫀한 느낌이에요 발림성은 L제품이 더 좋지만 아벤느 제품도 얼굴에 바르고 시간이 지나면 무르게 변하더라구요✅ 향은 둘다 거의 무향이라고 느껴집니다 하지만 코를 박고 냄새를 맡으면 둘 다 약 냄새 같은게 살짝 느껴지기도 해요 ! 얼굴에 바르면 두 제품 모두 아무 향도 느껴지지 않습니다✅ 효과 역시 첨부한 사진을 봐주세요! 특히나 코 부분은 일주일 정도 패치를 붙이고 기다려도 아물지않아서 고민이었는데 살짝 짜주고 아벤느 크림을 발라주니 얼마지나지않아 바로 핏기가 빠지고 붉은기도 많이 잠잠해지고 고름 때문인지 볼록 튀어나와있었는데 평평하게 들어갔어요 ! 지금 리뷰를 수정하는 동안 일주일 이상 다른 여드름 흉터에도 꾸준히 발라왔는데 4일차 정도 부터 아침에 거울을 보니 여드름 흉터가 많이 옅어졌다는걸 체감했습니다 ! 개인적으로는 L제품 보다 아벤느 제품이 더 저와 잘 맞았던 것 같아요. ✅ 저는 얇게 바르지않고 살짝 두텁게 발라주는 편인데요 제가 자면서 자주 뒤척이는 편이라 얇게 바르면 아침에 일어나서 다 사라져있더라구요 ㅜㅜ 그리고도 얇게 바르는 것 보다 조금 많이 바르는게 더 효과가 좋은 느낌이더라구요.(그렇다고 너무 많이 바르면 안됩니다 ㅠㅠ)그래서 여러번 발라주고 자는데 아벤느와 L제품 모두 베게나 옷 등에 묻었을 때 하얗게 말라붙어요 이 부분은 L제품이 더 심한데 바르는 방식이나 양에 따라 다를 듯 합니다저는 재구매의사 있습니다 !!!!도움이 되셨다면 👍부탁드려요"
"빠찌에","복합성","쿨톤","","","5점만점에 5점","2025.10.01","복합성에 좋아요","진정에 좋아요","보통이에요","트러블 짜고나서 진정에 좋아요 바르고 자고 일어나면 아주 귣"
"mycat****","건성","여름쿨톤","각질","트러블","5점만점에 5점","2025.09.28","건성에 좋아요","보습에 좋아요","자극없이 순해요","장벽크림으로 쓰려고 샀는데 꾸덕하고 보습감이 젛아요 만족스러워요."
"inginggg","","","","","5점만점에 5점","2025.09.25","지성에 좋아요","진정에 좋아요","자극없이 순해요","지성한테 좋다는데 잘 모르겠어요 그래서 구냥 엄마 줫어요 엄마는 잘 쓰는 것 같아용"
"민지5557","건성","웜톤","잡티","","5점만점에 5점","2025.09.21","건성에 좋아요","보습에 좋아요","자극없이 순해요","2번째 구매입니다 단독도 좋지만 수분 많은 제품이랑 섞어바르면 더 좋은거 같아요"
"parkgy****","지성","겨울쿨톤","모공","잡티","5점만점에 5점","2025.08.28","지성에 좋아요","보습에 좋아요","자극없이 순해요","나 스킨케어 제품 8할은 다 아벤느거라서 리페어 크림도 걍 여기꺼 삼피부장벽 사고났다는 느낌이 들 때가 있는데그 때 자기전에 야무지게 바르고 자면 아침에 얼굴 반딱반딱해짐먼가 연고같은 제형이고 피부결개선에 좋은 듯 ㅇㅇ피부고ㅓ 시술 받고 발라도 좋을 거 같음향이 좋진 않은데 그리 역하지도 않음 피부타입 상관없이 다 쓰기 좋을 듯"
"pnr1****","","","","","5점만점에 5점","2025.09.13","복합성에 좋아요","진정에 좋아요","보통이에요","늘 쓰던 제품!!! 넘 좋아용 ❣️앞으루도 꾸준히 관리할 제품!"
"hoya81****","","","","","5점만점에 5점","2025.09.13","건성에 좋아요","주름/미백에 좋아요","보통이에요","예전부터 사용하던 제품인데 용기가 새롭게 바뀌었네요.사용하기에는 더 편해진것 같습니댜.꾸덕한 느낌이 바르면 쫀독하게 피부를 감싸주는 느낌이 좋은 제품입니다."
"fentu****","","","","","5점만점에 5점","2025.09.11","복합성에 좋아요","진정에 좋아요","보통이에요","올영 세일 한다고 해서 평소에 사용하는 제품들쟁여놓으려고 많이 샀어요.세일엔 쿠폰가로 잘 구매했어요"
"you****","","","","","5점만점에 4점","2025.09.05","복합성에 좋아요","진정에 좋아요","자극없이 순해요","예전부터 계속 사용하고있어요 피부 트러블에도 좋고 순햬요"
"hwa****","","","","","5점만점에 5점","2025.09.03","복합성에 좋아요","진정에 좋아요","보통이에요","여러가지 재생크림 돌려 쓰고있는데 제형이 제일 꾸덕해서 팩처럼 쓰고있어요."
"dbthg****","","","","","5점만점에 4점","2025.09.01","복합성에 좋아요","진정에 좋아요","보통이에요","피부가 뒤집어저서 구매해봤어용아벤느미스트 몇년째 잘쓰고 있는데 요상품도 효과있기를 !!"
"튼튼이씩씩이","","","","","5점만점에 5점","2025.08.26","복합성에 좋아요","보습에 좋아요","자극없이 순해요","피부자극도 적고 흡수력도 좋아서 아주 만족하며 사용중입니다~^^"
"17호봄웜","지성","봄웜톤","모공","블랙헤드","5점만점에 5점","2022.10.10","건성에 좋아요","보습에 좋아요","자극없이 순해요","항상 피부 뒤집어지거나 붉은 자국이 심해졌을 때 피부 진정을 위해 잠시 집중적으로 사용하고 있습니다.1. 제형• 하얀데 살짝 푸른빛 도는 크림이에요.꾸덕한 하얀 크림에 파란색 온천수(?)가 들어가 있어서 바르기 전에 많이 주무를 수록 부드러운 제형이 되는 크림이에요.• 아벤느 sos 시카팔트 크림은 항상 너무 덥거나 너무 추울 때는 하얀 크림와 온천수가 분리되기 때문에 한여름과 한겨울엔 판매하지 않더라구요.그런데 분리되었다고 해서 이상이 생기는 게 아니라 주물주물 해주면 원상복귀 되기 때문에 집 보관 중에  분리된다면 그냥 주물주물해서 쓰고 있습니다.• 온 얼굴에 바르기에는 지성피부는 살짝 답답하게 느껴질 수 있습니다.지성피부라면 고민 있는 국소부위에만 콕콕 찍어 바르는 편이 좋을 것 같아요.2. 효과• 아래 바르기 전후 사진을 첨부해두었어요.• 바르기 전엔 살짝 울긋불긋했는데 크림을 슬리핑팩처럼 올리고 푹 잔 다음날 아침 세수하고 나면 붉은 자국이 어느정도 완화되어 있음을 확인할 수 있습니다.• 단 1회의 사용만으로도 아래와 같은 효과를 볼 수 있기 때문에 붉은 자국이 심할 때는 4일정도 슬리핑팩처럼 사용해주면 많이 좋아져서 늘 쟁여두고 있어요.• 날마다 사용하면 내성이 생기는 건지 그냥 보습크림처럼 되기 때문에 간헐적으로 사용하는 편을 추천드립니다."
"parkgy****","지성","겨울쿨톤","모공","잡티","5점만점에 5점","2025.09.29","지성에 좋아요","진정에 좋아요","자극없이 순해요","아니 이거 쓰고 피부결 ㄹㅇ 맨들맨드해짐피부결이 고민이엇던사람은 재생크림이 정답임"
"kim19****","복합성","가을웜톤","","","5점만점에 5점","2025.09.28","건성에 좋아요","보습에 좋아요","보통이에요","자극은 조금 있을수도 있을거 같아요 일단 1+1기획이라 좋은가격에 구매한거 같아요 가격대가 있는편인거 같습니다 그리구 장벽에는 효과가 있는거 같아요"
"햄스터가핥고간","민감성","겨울쿨톤","각질","모공","5점만점에 5점","2025.09.11","건성에 좋아요","진정에 좋아요","자극없이 순해요","이거 피부 자극받고 민감한 날 두껍게 (현재 피지분비 줄어듬 ) 발라주면 효과있는것 같아요, 라로슈포제보다 개인적으로 맘에 듬"
"샤넬여인","트러블성","쿨톤","트러블","","5점만점에 5점","2025.09.10","복합성에 좋아요","진정에 좋아요","자극없이 순해요","밤에 처발쳐발 바르고 드르렁 드르렁 자고나고 나면 얼굴에 광이 납니다"
"옴므파탈","지성","웜톤","모공","미백","5점만점에 5점","2025.09.07","복합성에 좋아요","보습에 좋아요","자극없이 순해요","좋은 상품. 좋은 가격. 빠른 배송으로 잘 받았습니다.  앞으로도 사업 번창하세요...."
"oliveun","지성","웜톤","각질","민감성","5점만점에 5점","2025.09.07","건성에 좋아요","보습에 좋아요","자극없이 순해요","생각보다 자극적이지 않았어요 정말 찐후기 입니다 ㅎㅎㅎ 정말 너무좋습니다 ㅎㅎ 가격도 합리적입니다."
"용요2","","","","","5점만점에 5점","2025.09.07","건성에 좋아요","보습에 좋아요","자극없이 순해요","휘뚜루마뚜루템 언제, 어디서든 무난하게 사용할 수 있어요."
"올블리","민감성","쿨톤","민감성","잡티","5점만점에 4점","2025.09.05","복합성에 좋아요","보습에 좋아요","자극없이 순해요","트러블생겼을때 구매했는데 진정효과가 있어서 만족합니다~!! 4계절 다 바르되 양조절만 잘하면 너무 기름지지않게 사용가능합니다~!!"
"TAN","","","","","5점만점에 5점","2025.09.04","건성에 좋아요","진정에 좋아요","자극없이 순해요","다른제품 시카밤 쓰다가 아벤느꺼 궁금해서 사봤는데 이게 더 가볍고 덜 꾸덕합니다 겨울에 쓰기엔 가볍겠지만 지금 쓰기엔 딱 좋아요 피부도 무섭지 않고 진정에 좋아요"
"신전로제떡볶2","민감성","웜톤","민감성","블랙헤드","5점만점에 3점","2025.09.02","복합성에 좋아요","진정에 좋아요","보통이에요","바르고 나면 약간 하얘져요효과도 잘 모르겠고 용량대비 비싸서 재구매는 안 할것 같아요"
"cjswnsghks","지성","웜톤","잡티","","5점만점에 5점","2025.09.01","복합성에 좋아요","진정에 좋아요","보통이에요","이거정말좋아서 몇년쨌고있는중입니다!좋아요ㅎㅎ잘쓰겠습니다"
"tazjoy","","","","","5점만점에 5점","2025.08.23","복합성에 좋아요","보습에 좋아요","자극없이 순해요","꾸덕한 제형이라 호불호는 있을거같아요.한여름빼고는 다 쓸수있어요.보습막을 한겹 바른 느낌이라 마스크팩하기 귀찮을때 요거 두껍게 발라줍니다ㅎ"
