product_name,id,tag,tag 2,tag 3,tag 4,point_flag,point,date,txt,txt 2,txt 3,txt_inner
닥터지 블랙 스네일 크림,sezinysm,,,,,한달이상사용,5점만점에 5점,2025.06.08,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"1+1셀가로 샀더니 건성인 저는 막 처발처발할 수 있고, 그래서 피부에도 좋은 듯요비싼 것 사서 아껴가며 바르는 것보다 낫지 싶습니다다만 건성에게 겨울과 환절기에는 영양공급하기에 부족하겠고요."
닥터지 블랙 스네일 크림,뷰티설리,건성,웜톤,미백,블랙헤드,재구매,5점만점에 5점,2025.06.03,복합성에 좋아요,진정에 좋아요,보통이에요,발림성도 좋고 역쉬 유분감 짱입니다 입소문인 이유가있네요
닥터지 블랙 스네일 크림,ona,,,,,,5점만점에 5점,2025.07.04,복합성에 좋아요,보습에 좋아요,보통이에요,영양크림 찾고 있었는데 딱이네요! 이브랜드 처음 써보지만 발림성 좋고 촉촉하고 만족합니다
닥터지 블랙 스네일 크림,쏘다영,,,,,한달이상사용,5점만점에 5점,2025.07.02,건성에 좋아요,보습에 좋아요,자극없이 순해요,너무 졸은거 같아요 ㅎㅎ나중애 또 구매할게요 ㅎ굿입니자 아주 너무 좋아요 ㅎㅎㅎ
닥터지 블랙 스네일 크림,alslajf,민감성,가을웜톤,각질,모공,,5점만점에 5점,2025.06.28,복합성에 좋아요,진정에 좋아요,보통이에요,탄력 보습 되는걸로 선물용으로 구매했는데 좋은거 같아요다음에도 구매하려구요
닥터지 블랙 스네일 크림,좋은아침,지성,웜톤,각질,모공,,5점만점에 5점,2025.06.21,건성에 좋아요,보습에 좋아요,자극없이 순해요,어머니들이 쓰시기에 아주 좋아요. 건조하지않다고 합니당
닥터지 블랙 스네일 크림,wldus****,,,,,,5점만점에 4점,2025.06.16,복합성에 좋아요,진정에 좋아요,보통이에요,오늘 택배 받았습니다.잘쓸께요 다음에도 구매하겠습니다.
닥터지 블랙 스네일 크림,Alyssadetrang,민감성,웜톤,,,,5점만점에 5점,2025.06.10,건성에 좋아요,보습에 좋아요,자극없이 순해요,This product is really good. I have been using it for years. And I will continue to buy it in the future.
닥터지 블랙 스네일 크림,yenlinh****,,,,,재구매,5점만점에 5점,2025.07.25,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요,"흑달팽이 점액과 나이아신아마이드가 함유되어 피부 재생과 미백에 효과적입니다. 주름 개선과 탄력 증진에 도움을 주어 건강하고 탄탄한 피부로 가꿔줍니다. 촉촉하면서도 끈적임 없는 산뜻한 제형으로 모든 피부 타입에 적합하며, 특히 노화가 걱정되는 피부에 추천합니다. 매일 아침저녁 사용하면 피부결이 매끄럽고 환해지는 것을 느낄 수 있습니다. 피부 보호와 집중 케어를 동시에 원하는 분들에게 좋은 선택입니다."
닥터지 블랙 스네일 크림,핑크별빛,,,,,재구매,5점만점에 4점,2025.07.03,건성에 좋아요,보습에 좋아요,보통이에요,엄마가 사용하시는데 촉촉하다고 하시네요. 메이크업 전에 바르면 밀린다고 하셔서 밤에 바르신다고 해요. 저도 수분크림 사용 하는거 다 쓰고 저도 써보려구요. 달팽이 크림이 피부에 좋다잖아요.
닥터지 블랙 스네일 크림,lana****,,,,,한달이상사용,5점만점에 5점,2025.07.15,건성에 좋아요,보습에 좋아요,자극없이 순해요,"저는 닥터지 블랙 스네일 크림을 한 달 정도 꾸준히 사용해 보았습니다. 사용해 본 결과, 개인적으로는 굉장히 만족스러운 제품이라고 생각합니다. 요즘처럼 피부가 쉽게 건조해지고 탄력이 떨어지는 시기에 영양감 있는 크림을 찾고 있었는데, 이 제품이 딱 맞았습니다.제형은 꾸덕하면서도 부드럽게 발리는 크림입니다. 스네일 크림 특유의 끈적임을 걱정했지만, 막상 사용해 보니 피부에 부드럽게 스며들고 마무리감도 부담스럽지 않았습니다. 처음엔 살짝 유분감이 느껴지지만, 금방 흡수되면서 피부에 보호막을 씌운 듯한 느낌을 줍니다. 자기 전 나이트 케어로 사용하면 다음 날 아침까지 피부가 촉촉하고 부드러운 상태로 유지되더라고요.블랙 스네일이라는 이름답게 달팽이 점액 여과물이 함유되어 있어 피부 재생과 보습에 도움을 준다고 하는데, 실제로 사용해 보니 피부결이 매끄러워지고 잔주름이 덜 보이는 느낌이 들었습니다. 무엇보다도 피부가 탱탱해진 느낌을 받아서 만족스럽습니다.한 달간 사용하면서 트러블이 생기거나 자극을 느낀 적도 없었고, 피부가 편안하게 진정되는 느낌이 들어서 민감성 피부인 분들도 사용하기 좋을 것 같습니다. 평소에 화장을 해도 들뜸이 덜하고, 속당김이 줄어든 점도 확실히 느낄 수 있었습니다.이번에 1+1 기획으로 구매했는데, 50ml 본품 두 개에다가 15ml 추가 증정까지 있어서 가성비도 좋았습니다. 앞으로도 계속 사용하고 싶은 크림 중 하나가 되었고, 재구매 의사도 충분히 있습니다.정리하자면, 닥터지 블랙 스네일 크림은 피부에 탄력과 보습을 동시에 주고 싶은 분들께 추천하고 싶은 제품입니다. 특히 환절기나 겨울철에 사용하면 더욱 만족하실 것 같아요."
닥터지 블랙 스네일 크림,AGNES,건성,웜톤,미백,잡티,재구매,5점만점에 5점,2025.06.09,건성에 좋아요,주름/미백에 좋아요,자극없이 순해요,안 써 본 사람을 찾기가 어려울 것 같은 크림입니다.건성피부라면 아주 만족스럽게 사용할 만한 크림인데 위생면에서 단지형이 아니라 튜브형으로도 나와주면 좋을 것 같아요.유분감이 좀 있는 편이라 건성피부에 좋고 나이트케어용으로 사용하면 두루 사용할 것 같아요.
닥터지 블랙 스네일 크림,gmlwls****,,,,,재구매,5점만점에 5점,2025.07.28,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요,부담없이 듬뿍 바를수있어서 좋습니다 여름이어도 건조하면서 유분끼도는 피부타입인데 어느정도 밸런스를 잡아주는거같아요
닥터지 블랙 스네일 크림,ram****,,,,,,5점만점에 4점,2025.07.27,복합성에 좋아요,보습에 좋아요,보통이에요,향도 좋고 생각보다  빨리 흡수되는듯 배송도 빠르네요  일요일인데 받았어요
닥터지 블랙 스네일 크림,haya****,,,,,재구매,5점만점에 5점,2025.07.27,건성에 좋아요,보습에 좋아요,자극없이 순해요,피부가 건조한 편이라 마무리로 발라주고 있어요. 가격도 저렴한 편이고 양도 많아서 좋아요.
닥터지 블랙 스네일 크림,wangeye****,,,,,,5점만점에 5점,2025.07.26,지성에 좋아요,보습에 좋아요,보통이에요,1+1에 증정까지 꽤 오래쓰고 있어요 리치해서 겨울에 쓰기 좋은거 같아요
닥터지 블랙 스네일 크림,unic****,,,,,재구매,5점만점에 4점,2025.07.26,복합성에 좋아요,보습에 좋아요,자극없이 순해요,저는 피부가 민감한편이라  이거저거안바르고 따로아이크림도안바르고 이거만바르는데  좋은것같아요 주름에도 도움이되는것같고  보습에도좋아요
닥터지 블랙 스네일 크림,free****,,,,,,5점만점에 5점,2025.07.24,복합성에 좋아요,보습에 좋아요,자극없이 순해요,좋은 제품 보내주셔서 감사합니다 아내에게 선물해줬는데 너무 좋아합니다
닥터지 블랙 스네일 크림,maria****,,,,,,5점만점에 5점,2025.07.23,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"가을, 겨울 건조할때 달팽이 크림은 정말 보습하기 너무 좋은데~ 여름인 지금도 저녁 세안하고 써주면 보드라우면서 좋네요!! 무엇보다 끈적이지 않고 보습이 잘 되어서 너무 만족합니다‘ 용량도 굿이요!!"
닥터지 블랙 스네일 크림,yenlinh****,,,,,재구매,5점만점에 5점,2025.07.23,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"피부에 부드럽게 발리고 빠르게 흡수돼요. 달팽이 점액 성분 덕분에 피부 탄력과 보습에 효과적이고, 피부결이 매끄러워져요. 끈적임 없이 산뜻하게 마무리돼서 지성 피부도 부담 없이 사용할 수 있어요."
닥터지 블랙 스네일 크림,pelhsea,,,,,재구매,5점만점에 5점,2025.07.06,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요,좋은데요? 엄마한테 보냈는데 더 사달라고 했어요! 저도 쓰고 있습니다 자주 사용하는 제품
닥터지 블랙 스네일 크림,pelhsea,,,,,재구매,5점만점에 5점,2025.07.06,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요,정말 자주 사서 쓰는 제품이요! 가격도 좋고 자주 쓰는 제품이요!
닥터지 블랙 스네일 크림,pelhsea,,,,,,5점만점에 5점,2025.07.01,건성에 좋아요,보습에 좋아요,자극없이 순해요,"좋아요, 엄마랑 이모 선물로 샀는데, 반응 되게 좋더라구요!"
닥터지 블랙 스네일 크림,이수미,,,,,,5점만점에 5점,2025.07.17,건성에 좋아요,보습에 좋아요,자극없이 순해요,"닥터지 스네일크림은 최근 몇 년간 스킨케어 시장에서 큰 인기를 끌고 있는 제품 중 하나입니다. 이 크림은 달팽이 점액 여과물을 주요 성분 으로 사용하여 피부 재생과 보습에 도움을 주는 것으로 알려져 있습니다. 사용해본 결과, 이 제품의 장점과 단점을 자세히 살펴보겠습니다. 닥터지 스네일크림의 가장 큰 장점은 피부 재생 능력입니다. 달팽이 점액에는 피부 세포 재생을 촉진하는 성분들이 풍부하게 함유되어 있어, 피부 손상 회복에 효 과적입니다. 특히, 여드름 자국이나 흉터가 있는 피부에 사용하면 점차적으로 피부 톤이 고르게 변하고, 피부 결이 매끄러워지는 것을 느낄 수 있었습니다. 또한, 이 크림은 보습력도 뛰어납니다. 가벼운 제형임에도 불구하고 피부에 깊숙이 스며들어 오랜 시간 동안 촉촉함을 유지해 줍니다. 건조한 겨울철에도 충분한 보습 효과를 제공하여, 피부가 당기는 느낌 없이 편안하게 유지할 수 있었습니다. 향 또한 큰 장점 중 하나입니다. 인공적인 향이 아닌 자연스러운 향이 나서, 민감한 피부를 가진 사람들도 부담 없이 사용할 수 있습니다. 또한, 피부 자극 테스트를 완 료한 제품이라서, 민감성 피부에도 적합하다는 점이 마음에 들었습니다"
닥터지 블랙 스네일 크림,소원이루자,복합성,웜톤,각질,다크서클,재구매,5점만점에 5점,2025.07.30,건성에 좋아요,보습에 좋아요,자극없이 순해요,이 제품은 보습력이 끝판왕입니다 탄력도 잡아주니 너무너무 좋아요 부모님도 이거 사용하는데 만족하신대요
닥터지 블랙 스네일 크림,애볼레,건성,여름쿨톤,잡티,,,5점만점에 5점,2025.07.28,건성에 좋아요,보습에 좋아요,자극없이 순해요,생각보다 꾸덕한 느낌이에요 보습감이 느껴져서 건성분들한테 잘 맞을 크림이에요
닥터지 블랙 스네일 크림,대감나랍씨,건성,여름쿨톤,모공,블랙헤드,,5점만점에 5점,2025.07.25,복합성에 좋아요,진정에 좋아요,보통이에요,저는 안써봤고 선물용이엇는데 받은분은 좋아하심 ㄱㅊ은듯
닥터지 블랙 스네일 크림,k202308140****,,,,,,5점만점에 5점,2025.07.21,복합성에 좋아요,진정에 좋아요,보통이에요,Nần cơ chống lão hoá oke mùi th dễ chịu
닥터지 블랙 스네일 크림,moter****,,,,,한달이상사용,5점만점에 5점,2025.07.16,건성에 좋아요,보습에 좋아요,자극없이 순해요,환절기에 사용했습니다.   끈적임없이 보습력 좋아요.  재구매의사100%
닥터지 블랙 스네일 크림,ise****,,,,,,5점만점에 5점,2025.07.15,복합성에 좋아요,보습에 좋아요,보통이에요,"달팽이크림, 유명하지 않은가. 특히 군대 다녀온 사람들한테는! 바르고 안바르고가 다르다. 그래서 쟁여놓는 것들 중 하나. 이건 평타 이상의 효과"
닥터지 블랙 스네일 크림,hsmo****,,,,,한달이상사용,5점만점에 4점,2025.07.06,복합성에 좋아요,보습에 좋아요,자극없이 순해요,적당히 묽은 편이라 발림성이 아주 좋아요크림은 계속 정착합니다
닥터지 블랙 스네일 크림,xnnew02,,,,,재구매,5점만점에 5점,2025.06.24,건성에 좋아요,보습에 좋아요,자극없이 순해요,좀 좋아서 게속 쓰고 있어요！그리고 주변 사람에게도 소개해 줬어요
닥터지 블랙 스네일 크림,최블리데이,,,,,,5점만점에 5점,2025.06.12,건성에 좋아요,보습에 좋아요,자극없이 순해요,온가족이 쓰기 좋음 아빠도 만족하시는중여름에는 양조절해서 쓰면 될듯
닥터지 블랙 스네일 크림,roxze,,,,,,5점만점에 5점,2025.05.31,건성에 좋아요,보습에 좋아요,자극없이 순해요,어버이날 선물로 어무니 사드렸는데 엄청 좋아하셨어요🥰🥰 맨날 나이먹어서 피부 건조하다 그러는데 또 끈적이는 건 싫다고 하셔서 보습은 짱짱한데 별로 끈적거리지 않는 거 찾다가 이게 제일 좋은것 같아서 구매했는데 어무니도 완전 만족해서 사용하고있으세용
닥터지 블랙 스네일 크림,핑크별빛,,,,,재구매,5점만점에 4점,2025.06.03,건성에 좋아요,보습에 좋아요,보통이에요,닥터지 달팽이를 크림 좋잖아요. 엄마가 쓰시는데 촉촉하다고 하시네요. 근데 메이크업전에 바르면 화장이 밀린다고 하셔서 밤에 바르시라고 하시고 낮에 바르실때는 소량만 바르라고 말해드렸어요.
닥터지 블랙 스네일 크림,dlwldlwl,,,,,,5점만점에 5점,2025.07.21,건성에 좋아요,보습에 좋아요,보통이에요,유분감있는 보습크림이라 저녁에 사용하기 좋아요 그렇다고 엄청 끈적이지는 않습니다
닥터지 블랙 스네일 크림,이비나몬드,,,,,한달이상사용,5점만점에 5점,2025.07.19,건성에 좋아요,보습에 좋아요,자극없이 순해요,"제품 괜찮아요! 자극도 없고, 효과도 좋은 것 같아요! 추천합니당"
닥터지 블랙 스네일 크림,롱롱롱롱롱,,,,,,5점만점에 5점,2025.07.18,건성에 좋아요,보습에 좋아요,자극없이 순해요,건성에 도움이되라고 영양분 있는걸 샀어요원래 닥터지가 달팽이크림으로 유명했으니
닥터지 블랙 스네일 크림,Hana99,건성,웜톤,블랙헤드,,한달이상사용,5점만점에 5점,2025.07.17,건성에 좋아요,보습에 좋아요,자극없이 순해요,순해서 어떤 타입에 피부라도 사용하기 좋은 것 같아요 자극 없어서 양도 많고 다 좋아요
닥터지 블랙 스네일 크림,cherryveyoung,지성,가을웜톤,트러블,피지과다,한달이상사용,5점만점에 5점,2025.07.16,건성에 좋아요,보습에 좋아요,자극없이 순해요,엄마가 달팽이크림 쓰고 싶다고 해서 사드렸어요무난무난함니당
닥터지 블랙 스네일 크림,이수미,,,,,재구매,5점만점에 5점,2025.07.09,건성에 좋아요,보습에 좋아요,자극없이 순해요,나는 그것을 너무 좋아한다.  살때는 비싼 가격 때문에 망설였는데 사용하고 나니 후회가 없네요.  언니 피부가 예민해서 트러블이 자주 나는데 이거 바르고 나면 피부가 진정되고 잘 회복되는 것 같아요.  피부가 건조한 편인데 보습력이 좋아서 좋아요.  늘 믿고 사용하는 제품입니다.
닥터지 블랙 스네일 크림,chqh****,,,,,,5점만점에 5점,2025.06.12,건성에 좋아요,주름/미백에 좋아요,자극없이 순해요,몇년째 사용하고 있는 닥터지 블랙스네일 크림 일명 달팽이크림이라고 하여 핫했던 제품인데 꾸준히 밤마다 사용하고 있는데 보습도 너무 좋고 자극 없이 미백에도 너무 좋은것 같습니다.올리브영에서 기획제품으로 1+1에 15ml크림 추가로 세일까지 많이 해 미리 구입을 또 쟁여 놨습니다 건성이신 분에겐 완전 추천해드리고 피부가 칙칙하다 생각하시는분들에게도 추천합니다.이 크림을 바르고 나면 피부가 환해지는 느낌이랄까 꾸덕한 크림인데 바르면 바림도 너무 곱고 부드럽고 자극도 없고 촉촉하니 너무 좋습니다.
닥터지 블랙 스네일 크림,유나띠,복합성,봄웜톤,모공,미백,,5점만점에 5점,2025.07.29,복합성에 좋아요,보습에 좋아요,자극없이 순해요,할무니 선물 주려고 샀어요💗 완전 좋아서 아까워서 못쓰겠대요
닥터지 블랙 스네일 크림,융도리쓰,복합성,봄웜톤,각질,주름,,5점만점에 5점,2025.07.19,건성에 좋아요,보습에 좋아요,보통이에요,악건성에게 필수템이에요 없으면 못 살아 .. 보습이 미텼어요
닥터지 블랙 스네일 크림,램블마이타입마이조이,,,,,재구매,5점만점에 5점,2025.07.15,복합성에 좋아요,진정에 좋아요,자극없이 순해요,밤에는 이것만 발라요 아침까지 촉촉함 양도 진짜 많아요 굿굿
닥터지 블랙 스네일 크림,램블마이타입마이조이,,,,,재구매,5점만점에 5점,2025.07.15,복합성에 좋아요,보습에 좋아요,자극없이 순해요,양도 많고 무거운 제형이라 밤에 쓰기 정말정말 좋아요 nn개 쟁여둠
닥터지 블랙 스네일 크림,pet****,,,,,한달이상사용,5점만점에 1점,2025.06.27,건성에 좋아요,주름/미백에 좋아요,보통이에요,처음엔 그냥 너무 무겁지도 가볍지도 않은 크림이다 생각하고 섰는데요. 희한하게 이걸 바르면 피부에 흡수되는것 같지 않고 피부 겉에만 남아있는 느낌이랄까? 마지막에 이러바르고 선크림을 바르면 둘이 궁합이 진짜 안좋아요. 선크림이 같이 흡수가 안되고 그때 기름이 늘어나는 느낌이랄까? 제가 건조해서 좀 무거운 크림 바르고 선크림 바르면 아 촉촉하게 잘 발리고 흡수도 잘된단 느낌이었는데 이 크림은 뭔가 얼굴에 기름만 남겨서 다음 단계에 뭘 발랐을때 그걸 흡수안되게 만드는 느낌이 들어요. 특히 눈에 들어가면 간지럽고 불편해서 잘 안쓰게 되요.아까우니 목에만 바르는 중입니다.1*1이라 하나 더 남았는데 아쉽네요.
닥터지 블랙 스네일 크림,ctra****,,,,,,5점만점에 5점,2025.07.14,건성에 좋아요,보습에 좋아요,자극없이 순해요,저의 최애 화장품이랍니다건조한 피부인 저에게 촉촉한 피부를 만들어 줘서 너무 좋아요건조한 피부 타입인  분들에게 추천해 드려요
닥터지 블랙 스네일 크림,hana****,,,,,,5점만점에 5점,2025.07.12,복합성에 좋아요,보습에 좋아요,보통이에요,안녕하세요 이거 사봤는데 아주 좋아요 다시 구매합니다 ㅎㅎ
닥터지 블랙 스네일 크림,doctorma****,,,,,,5점만점에 5점,2025.07.11,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요,무더위에 시달린 얼굴을 촉촉하고 부드럽게. 달래주어서 좋아요!
