product_name,id,tag,tag 2,tag 3,tag 4,point,date,txt,txt 2,txt 3,txt_inner,point_flag
에스트라 아토베리어 365크림,khj****,복합성,쿨톤,각질,모공,5점만점에 5점,2025.07.21,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"역시 믿고 산 이거...존좋템. 역시 아무리 케바케 사바사라지만 남들이 입을 모아 대부분 다 좋다고 하는 건 써봐야지 암.피부과가서 약 2천개 정도의 편평사마귀 레이저를 받으며 정말 초*100 극예민보스에 달하는 피부에 드디어 때가왔구나, 이 제품을 간만 보다가 사게 될 날이 도래했다!!...싶어서제일 처음 산 제품. 이 제품 이외에도 로션·크림 포함해서 10가지 종류의 제품을 구매했으나 이 제품이 제일 무난하고 보습과 재생에 좋다. 강추강추!! 재구매의사 충만!",
에스트라 아토베리어 365크림,콩벌레땅파봐,복합성,쿨톤,각질,민감성,5점만점에 5점,2025.07.04,건성에 좋아요,보습에 좋아요,자극없이 순해요,너무기대했나봐요. 별로에요. 믾이파ㅛㅔ요. 수고하세요,
에스트라 아토베리어 365크림,luckyla****,지성,,,,5점만점에 5점,2025.06.16,복합성에 좋아요,보습에 좋아요,자극없이 순해요,한여름 빼고는 이걸로 사용하고 있습니다. 순하고 보습력도 좋습니다! 끈적거리는거 정말 안좋아하는데 금방 흡수 되어서 깔끔하게 마무리 됩니다.,한달이상사용
에스트라 아토베리어 365크림,kj****,,,,,5점만점에 5점,2025.07.27,건성에 좋아요,보습에 좋아요,자극없이 순해요,"아ㅠㅠ 무한 재구매템.. 제 애착템입니다 제가 공병은 다 버려야하는 병이 있어서 몇통은 버렸는 데 마침 한통이 다 떨어지기 전에 산 거라,, ㄹㅇ 재구매템 인증할 수 있었던ㅠㅠ 이미 4통째 사용이구.. 전 건성이라 여름에두 얼굴이 쩌억쩌억 갈라져서 스킨케어 진심녀인데 유분기 있단 후기도 보이는 데 저한텐 유분기.. 전혀 없습니다 전 이거 없인 못 살아유ㅠ 냄새도 거의 없구(제가 느끼기엔 무향입니다) 두 번째 사진처럼 캡슐 크림으로 되어 있는 제형 인데 가볍게 문지르면 얼굴에 쏙쏙 흡수 됩니다 전 나이트루틴으로 세럼하나랑 이거 하나만 바르고 자도 다음날 화장 잘먹어요 애초에 장벽크림이라 피부 장벽무너질 걱정 없고.. 너무 좋아유ㅠㅠ 평생 판매해주세요 올영 일등템 이유 있슴미댜ㅜㅜ",재구매
에스트라 아토베리어 365크림,그림구름기린,복합성,여름쿨톤,각질,모공,5점만점에 5점,2025.06.30,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"겉은 유분기가 올라오고 속은 건조한 복합성이고 속건조가 너무 심해서 구매했어요. 밤에 바르는데 스킨, 에센스를 충분히 흡수시키고나서 에스트라를 바르면 속건조가 잡히더라고요.제형이 묵직한 편이기때문에 건성이 아니고서야 너무 듬뿍 발라도 피부에 부담이 될것같고 얇게 발라도 충분한것같아요.제형때문에 낮에 바르기에는 얇게 발라도 화장이 좀 밀릴것같아서 밤에만 바르게돼요.좁쌀여드름이 올라왔거나 피부에 자극이 있을때 진정효과도 좋았어요. 바르고 자면 다음날 아침에 붉었던 부분이 가라앉아있어요.발림성이 좋고 포함돼있는 캡슐이 작아서 바를때 느껴지지않을 정도로 잘 녹아요. 얼굴에 다 바르고나서 안 녹은 캡슐이 남아있다던가 이물감은 없어요.",
에스트라 아토베리어 365크림,녹차말차보리차,,,,,5점만점에 5점,2025.07.05,건성에 좋아요,보습에 좋아요,자극없이 순해요,3번째 재구매했음! 솔직히 대체템 없다…! 너무 좋아요 특히 민감 건성들의 인생템,
에스트라 아토베리어 365크림,lifem****,,,,,5점만점에 5점,2025.07.21,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"# 나를 위해 작성하는 리뷰구매 목적: 피부장벽 강화효과 여부: (1개월 이상 사용 후 작성 예정)구매/사용 후기 (사용 후기는 1개월 이상 사용 후 작성 예정): 피부장벽 강화에 좋다고 해서 구매했어요. 피토스핑고신, 세라마이드, 콜레스테롤 성분 조합과 보습을 위한 스쿠알란 구성이 마음에 들었습니다.나이아신아마이드 성분이 들어있어 따로 사용하는 나이아신아마이드 세럼과 중첩되지 않을까 싶은데 함유량이 많지는 않은 것 같아서 일단 사용해보겠습니다.",
에스트라 아토베리어 365크림,2002****,,,,,5점만점에 4점,2025.07.27,복합성에 좋아요,진정에 좋아요,보통이에요,제품이 순하고 잘 발라서 사계절 타지 않고 언제든 바르기 좋아요,
에스트라 아토베리어 365크림,kiki****,,,,,5점만점에 5점,2025.07.25,복합성에 좋아요,진정에 좋아요,보통이에요,화장 전엔 크림보다 로션이 좋네여! 에스트라 에센스도 좋아서 구매했는데 괜찮네요,
에스트라 아토베리어 365크림,쨰리,,,,,5점만점에 4점,2025.06.17,건성에 좋아요,보습에 좋아요,자극없이 순해요,"✨ 피부 장벽이 무너진 트러블, 건성 피부입니당…✏️ 우선 바를 때 부드러운 발림성과 따갑지 않고 순해서 좋았어요! 한 개 다 쓰고 나서 재구매 했습니다. 저는 개인적으로 생겼던 여드름이 들어가는 느낌은 없었지만, 추가적으로 나는 여드름 또한 없어서 무난하다고 느꼈어요. 약국템인 ㅇㅈㄹㅇ 크림을 소량 쓰고 피부가 너무 따갑고 가려워서 힘들었는데 에스트라 크림을 얹고 자니 피부가 편안해져서 좋더라구요. 순한 재생크림 찾으시는 분들한테 추천해요 ☺️",
에스트라 아토베리어 365크림,겨쿨일지도,트러블성,겨울쿨톤,민감성,트러블,5점만점에 5점,2025.07.28,건성에 좋아요,보습에 좋아요,자극없이 순해요,약간 기름진가 ? 싶지만 낭낭하게 바르고 잔 다음에 얼굴 보면 윤기가 촤르르.. 피부가 건강해진 느낌이 많이 들어요,한달이상사용
에스트라 아토베리어 365크림,겨쿨일지도,트러블성,겨울쿨톤,민감성,트러블,5점만점에 5점,2025.07.28,복합성에 좋아요,보습에 좋아요,자극없이 순해요,약간 기름진가 ? 싶지만 낭낭하게 바르고 잔 다음에 얼굴 보면 윤기가 촤르르.. 피부가 건강해진 느낌이 많이 들어요,재구매
에스트라 아토베리어 365크림,나는여니,건성,쿨톤,잡티,,5점만점에 5점,2025.07.27,복합성에 좋아요,진정에 좋아요,보통이에요,좋아요 좋아 만족만족 구우웃 추천받아서 샀는데 좋네용 다 쓰고 또 사야디,
에스트라 아토베리어 365크림,Jh07911,지성,봄웜톤,민감성,트러블,5점만점에 5점,2025.07.26,복합성에 좋아요,진정에 좋아요,보통이에요,아니 왜 님들이거 안써요!!?? 1등인 이유가 다 있는데…다들 에스트라 ㄱㄱ,
에스트라 아토베리어 365크림,pika****,,,,,5점만점에 5점,2025.07.22,건성에 좋아요,보습에 좋아요,자극없이 순해요,조금 기름지긴 하지만순해서 좋아요 산뜻하진 않아서 여름보단 가을 겨울에 쓰기좋을거같아요~~~.버습력음 조라요,
에스트라 아토베리어 365크림,cuiya****,,,,,5점만점에 5점,2025.07.20,복합성에 좋아요,진정에 좋아요,보통이에요,민감피부라 아무거나 못쓰는데 이건 괜찮아요 ㅋ.  만족합ㄴ다.  . . . . . .,
에스트라 아토베리어 365크림,ajin****,,,,,5점만점에 5점,2025.07.18,건성에 좋아요,보습에 좋아요,자극없이 순해요,보습에는 에스트라 크림만한게 없죠. 속건조까지 잡아주는 느낌이에요.,한달이상사용
에스트라 아토베리어 365크림,dlvlf****,,,,,5점만점에 5점,2025.07.17,건성에 좋아요,보습에 좋아요,자극없이 순해요,건성이 쓰기 딱 좋습니다 좋다는 사람 많아서 함 사봤는데 유분 넘치지 않고 건조하지 않고 나이트케어로 딱 좋네요,
에스트라 아토베리어 365크림,bunnysca****,,,,,5점만점에 5점,2025.07.12,건성에 좋아요,보습에 좋아요,자극없이 순해요,매번쓰는크림인데 진짜 강추! 사계절 다 쓰기 좋고 피부가 보들보들해져요,
에스트라 아토베리어 365크림,으잉ㅇㅣ,,,,,5점만점에 5점,2025.06.21,복합성에 좋아요,보습에 좋아요,자극없이 순해요,자극없이 순하고 촉촉해요 이크림은 항상 있어야되요 굿굿 평생 쓸꺼에요 👍,한달이상사용
에스트라 아토베리어 365크림,군밤밤,민감성,봄웜톤,모공,민감성,5점만점에 5점,2025.07.24,복합성에 좋아요,보습에 좋아요,자극없이 순해요,민감한 피부가 가장 부담스러워하지 않고 수분감까지 챙겨줘서 좋아요,재구매
에스트라 아토베리어 365크림,유캥두잇,복합성,가을웜톤,모공,탄력,5점만점에 5점,2025.07.21,건성에 좋아요,보습에 좋아요,자극없이 순해요,솔직히 건성이 좋아할 크림입니다!! 지성은 겨울에나 가끔 쓸수 있고 그마저도 약간 무거운편이에요 그래도 장벽 무너졌을때 가끔 발라주면 바로 회복되어 좋습니다.. 에스트라에스트라 하는 이유가 있음 라로슈포제도 많이 쓰시던데 라로슈포제 안맞는 분들은 이거 써보시고 이거 안맞으면 라로슈포제써보세욤,한달이상사용
에스트라 아토베리어 365크림,xk,,,,,5점만점에 5점,2025.06.29,건성에 좋아요,보습에 좋아요,자극없이 순해요,아무리 고양이 털 알레르기가 있다고 할지 언정 에스트라 크림에 알러지로션 같이 바르면 예민하고 간지러운 거 싸악 사라지는 마법이.. 이렇게 코박죽해도 피부가 야무질 수 있음,
에스트라 아토베리어 365크림,리뷰는즐거워,복합성,봄웜톤,민감성,트러블,5점만점에 5점,2025.06.06,복합성에 좋아요,보습에 좋아요,자극없이 순해요,세콜지가 들어있는 너무나 유명한 크림이라서 피부 장벽에 효과가 있을까 해서 구매해 봅니다,
에스트라 아토베리어 365크림,oozn,민감성,여름쿨톤,모공,민감성,5점만점에 5점,2025.07.16,건성에 좋아요,보습에 좋아요,자극없이 순해요,꾸준히 사용하니 만족감이 점점 커졌어요 재 구매 예정입니다~!,한달이상사용
에스트라 아토베리어 365크림,별빛총알,민감성,,,,5점만점에 3점,2025.07.25,건성에 좋아요,보습에 좋아요,보통이에요,음 좋지도 나쁘지도 않음 메리트가 없음 찬양할정도는 전혀아님 그리고 냄새가 너무 구림,한달이상사용
에스트라 아토베리어 365크림,또요오,복합성,여름쿨톤,민감성,,5점만점에 5점,2025.07.24,건성에 좋아요,보습에 좋아요,자극없이 순해요,365지만 여름에 쓰기는 무거워요. 겨울 환절기에 잘써서 3통 재구매해놨어요,한달이상사용
에스트라 아토베리어 365크림,여쿨라를낋여오너라,지성,여름쿨톤,,,5점만점에 5점,2025.07.20,복합성에 좋아요,진정에 좋아요,보통이에요,제꺼로 산건 아니고 누구 준건데 휘뚜루 마뚜루로 잘 쓰는거같아요!,한달이상사용
에스트라 아토베리어 365크림,wjdekd****,,,,,5점만점에 5점,2025.07.13,복합성에 좋아요,보습에 좋아요,자극없이 순해요,알갱이들이 뭉쳐있는데 이게 약간 터지면서 수분공급해주는것 같아요0,재구매
에스트라 아토베리어 365크림,ssamba****,,,,,5점만점에 5점,2025.07.13,복합성에 좋아요,보습에 좋아요,자극없이 순해요,화장이두텁대서 유튜브 계속 검색해서보다가 넘기초많이바르지말래서 추천상품올영세일때 구매해서 사용중인데요발링성좋고쫀쫀한거같아요무향이라 자극적이지않아 매일 크림단계에서  사용중입니다,한달이상사용
에스트라 아토베리어 365크림,park200****,,,,,5점만점에 5점,2025.07.11,건성에 좋아요,보습에 좋아요,자극없이 순해요,이거 없으면 내 얼굴 망가짐 .. 건성인데 사계절내내쓰는 필수템,
에스트라 아토베리어 365크림,ghddp****,,,,,5점만점에 5점,2025.07.09,복합성에 좋아요,진정에 좋아요,보통이에요,"보습,진정효과에워낙유명한제품이라궁금해서구매했어요잘써볼게요",
에스트라 아토베리어 365크림,rla****,,,,,5점만점에 5점,2025.07.07,건성에 좋아요,보습에 좋아요,자극없이 순해요,보습좋고 순하고 여름에는 자기전에만 발라주는데 좋아서 두번째 구매입니다! 만족해요!,
에스트라 아토베리어 365크림,qwdf****,,,,,5점만점에 4점,2025.07.06,건성에 좋아요,진정에 좋아요,자극없이 순해요,유분이너무 많음....여름은에바고 겨울에 발라야할듯,한달이상사용
에스트라 아토베리어 365크림,ferrar****,,,,,5점만점에 5점,2025.07.05,복합성에 좋아요,진정에 좋아요,보통이에요,화장품은 매번 이것만 사는데 보습력이 좋아요피부가 뽀송뽀송~,
에스트라 아토베리어 365크림,dmswl1****,,,,,5점만점에 5점,2025.07.05,복합성에 좋아요,보습에 좋아요,자극없이 순해요,수분크림은 너무 가벼워서 조금 더 무게감있으면서 보습 좋은 크림을 찾고 있었는데 에스트라 아토베리어 크림이 딱 좋은 것 같아요👍🏻 쓰면서 트러블도 안나고 순한게 너무 만족하면서 잘 사용했습니다,한달이상사용
에스트라 아토베리어 365크림,hase****,,,,,5점만점에 5점,2025.07.05,지성에 좋아요,진정에 좋아요,자극없이 순해요,전에 쌤플로 받아서 써봤는데 진짜 좋았어요!여드름 자국이랑 보습도 엄청 잘되면서 자고일어나면 완전 아기피부임! 강추해요,
에스트라 아토베리어 365크림,oasinno****,,,,,5점만점에 5점,2025.07.05,건성에 좋아요,보습에 좋아요,자극없이 순해요,첫 구매인데 바르는 일주일 정도는 적응기가 필요했어요. 안 맞나했는데 지금은 좋아요.,한달이상사용
에스트라 아토베리어 365크림,tg74****,,,,,5점만점에 5점,2025.07.28,건성에 좋아요,보습에 좋아요,자극없이 순해요,크림은 이제품만 사용해요 이것만큼 순하고 보습이 잘 되고 좋은 크림을 못 찾았어요 다만 땀이 엄청 많이 나는 여름엔 좀 무거운 감이 있어서 한여름 외에 사용하면 너무 좋아요 피부가 너무건조해서 뒤집어졌을 때 이제품을 사용하면 완전 괜찮아져서 애용하고 있어요,
에스트라 아토베리어 365크림,peace****,,,,,5점만점에 5점,2025.07.28,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"몇년째 잘 사용중인 제품인데요, 올영 오프라인에서 살 기회가 있어서 이번에 재구매했어요. 사용계기는 작년 초부터 피부에 염증이 지속되어서 식단조절도하고 메이크업 안하면서 피부 자극 줄이고, 여러 노력을 하면서 기초화장품도 재생크림으로 바꾸게 되었고, 그래서 이 제품 본격적으로 거의 매일 사용중(피부재생에 좋은 다른 제품과 병행)입니다. 자극없고 만족합니다.",
에스트라 아토베리어 365크림,kimsh****,,,,,5점만점에 5점,2025.07.25,복합성에 좋아요,보습에 좋아요,자극없이 순해요,이번에 피부 장벽이 무너져서 장벽에 좋다고 유명하다길래 사봤는데! 아직은 만족합니당~! 피부에 뭐 올라오지도 않고 뻑뻑하지 않고 부드럽게 잘 발려용~! 근데 여러 개랑 레이어링해서 바르기보다는 이 크림 하나 단독으로 바르는게 더 조은 거 같아용,
에스트라 아토베리어 365크림,무적보보보,,,,,5점만점에 5점,2025.07.24,건성에 좋아요,보습에 좋아요,자극없이 순해요,지성 피부인 저한테는 조금 무거웠지만 건조한 피부한테는 딱 조은 크림인것같아요~,
에스트라 아토베리어 365크림,해민이,,,,,5점만점에 5점,2025.07.24,지성에 좋아요,진정에 좋아요,자극없이 순해요,사실 피부장벽 무너져서 뭘 발라도 따끔거리길래 아무 장벽 크림이나 산 거였는데 너무 좋았어요 이거만 안 따끔거려서 진짜 신기했어요 지성이라 유분이 느껴지기는 하는데 피부 상처난 날 밤에 바르고 자면 아침에 깨끗해져요,
에스트라 아토베리어 365크림,ppi****,지성,여름쿨톤,각질,모공,5점만점에 5점,2025.07.23,복합성에 좋아요,보습에 좋아요,자극없이 순해요,향이 거의 없어서 편하게 바를 수 있어 좋아요. 엄청 촉촉해요,
에스트라 아토베리어 365크림,긴채,복합성,쿨톤,모공,블랙헤드,5점만점에 5점,2025.07.16,건성에 좋아요,보습에 좋아요,자극없이 순해요,리뉴얼 전 제품보다 더 촉촉해지긴 했는데 유분도 더 많아졌어유,한달이상사용
에스트라 아토베리어 365크림,도2이,,,,,5점만점에 5점,2025.07.15,건성에 좋아요,보습에 좋아요,자극없이 순해요,엄마 피부가 건성이신데 촉촉하고 보습 잘 되는 크림 찾으셔서 사드렸어요,한달이상사용
에스트라 아토베리어 365크림,유노윤호레슨,건성,봄웜톤,주름,홍조,5점만점에 5점,2025.07.11,복합성에 좋아요,진정에 좋아요,자극없이 순해요,<이건 첫번째 레슨  ~ 확실한 평가 하기>< 두번째 레슨 ~ 당장 사기 > 헤잇 디스 !<이제 새번째 레슨 ~ 보습 충만 하지>,
에스트라 아토베리어 365크림,불머엉,,,,,5점만점에 5점,2025.07.06,건성에 좋아요,보습에 좋아요,자극없이 순해요,요새 날씨가 너무 더워서 피부가 지친거같아요 ㅠ저녁에 씻고 자기전에 바르는데 피부에 보습도 되고 촉촉해지는거같아요 ㅎ,한달이상사용
에스트라 아토베리어 365크림,뿌니하니,복합성,모공,잡티,,5점만점에 5점,2025.07.05,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"왜 1등인지 피부로 느껴지게 해주는 제품!! N통째 사용중이며, 남자친구한테도 사줘서 둘이 아주 만족스럽게 사용중!",
에스트라 아토베리어 365크림,Dlqkek,,,,,5점만점에 5점,2025.06.30,건성에 좋아요,보습에 좋아요,자극없이 순해요,순하고 엄청 꾸덕 찐득 그자체! 보습이필요한 건성피부는 꼭스세요,
에스트라 아토베리어 365크림,salmons2,,,,,5점만점에 5점,2025.06.29,복합성에 좋아요,진정에 좋아요,자극없이 순해요,크림 중에 유일한 정착템입니다 !!발림성이 좋고 끈적이지 않아요,
에스트라 아토베리어 365크림,crom****,,,,,5점만점에 5점,2025.06.10,복합성에 좋아요,보습에 좋아요,자극없이 순해요,매번 구입하는 상품입니다. 자극없이 순하고 보습력이 넘 좋습니다.,
에스트라 아토베리어 365크림,아우더워,중성,쿨톤,홍조,,5점만점에 2점,2024.02.10,건성에 좋아요,보습에 좋아요,자극없이 순해요,지금같이 건조한 계절에는 아토베리어 365크림만한 아이가 없는 것같아요🩶🩶 안에 캡슐이 톡톡 터져서 피부에 흡수되면 건조함은 물론 수분감과 보습감을 채워줘서 정말 괜찮아요💞💕 리뉴얼 되었다 고 하는데 사용하고 나서 딱히 다른점은 모르겠어요ㅋㅋ💟 추천해요💪::사용후 피부염때문에 고생했어요😅 테스트후 구매하세요‼️‼️,한달이상사용
에스트라 아토베리어 365크림,hjdho,복합성,웜톤,트러블,,5점만점에 5점,2024.01.23,건성에 좋아요,보습에 좋아요,자극없이 순해요,"- 피부장벽 관련 크림을 구매하고 싶었는데 마침 리뉴얼 되어 나왔다해서 구매했어요! 수분감이 느껴지고 가볍게 발려서 아침, 저녁 모두에 발라도 좋을 것 같아요! - 겨울에는 모든 피부타입, 여름에는 건성 분들한테 좋을 것 같아요- 겨울이지만 크림이 촉촉해서 바르고 나면 건조함이 안느껴져요!",
에스트라 아토베리어 365크림,ljy****,,,,,5점만점에 5점,2025.07.20,복합성에 좋아요,보습에 좋아요,자극없이 순해요,[복합성 민감성 피부]이거 솔직히 처음 발랐을때 유분기 돌아서 여름엔 안발라야겠다.. 하고있었는데 피부장벽 무너져서 장벽크림의  필요성을 느끼고 TRY 해봤습니다근데 기적처럼 피부장벽 돌아오고 붉은끼도 잡아줘서 평생애착템 될 것 같습니다요즘 연예인템으로 자주 나오던데 괜히 유명한게 아닙니다 꼭 쓰세요!,
에스트라 아토베리어 365크림,jullie****,,,,,5점만점에 5점,2025.07.12,건성에 좋아요,보습에 좋아요,자극없이 순해요,1년전부터 이 제품만 사용하고 있어요! 피부에 가장 중요한건 보습이라고 하던데 이 크림을 얼굴에 바르면 번들거림없이 깔끔하게 피부가 보호받고 있다는 느낌이 들더라고요. 제가 복합성 피부긴한데 이 크림은 유분기를 더 증발 시키지는 않아서 괜찮더라고요. 겨울/여름 계절 상관없이 에스트라만 사용합니다 ㅠㅠ,
에스트라 아토베리어 365크림,Yisumin,,,,,5점만점에 5점,2025.07.12,건성에 좋아요,보습에 좋아요,자극없이 순해요,자극도 없어서 보습에 좋구요피부 장벽 무너졌을 때 이거 하나만 두껍게 바르기 좋아요,
에스트라 아토베리어 365크림,온죠,건성,쿨톤,민감성,,5점만점에 5점,2025.07.10,건성에 좋아요,보습에 좋아요,자극없이 순해요,에스트라 예전에 한번 써보고 이번에 다시 써봤는데 역시 좋네요,한달이상사용
에스트라 아토베리어 365크림,Dalna,건성,웜톤,각질,민감성,5점만점에 5점,2025.07.10,건성에 좋아요,보습에 좋아요,자극없이 순해요,계속 쓰던 거에요 보습력이 좋아요 몇통째 비웠는지 모르겠네요ㅎㅎ,
에스트라 아토베리어 365크림,k202302117****,,,,,5점만점에 5점,2025.06.25,건성에 좋아요,보습에 좋아요,자극없이 순해요,이건 진짜 올영세일때 무조건 많이 쟁일수록 좋은 것쌓여있는 이 친구들을 볼때면 마음이 편안해짐저는 여름에는 그나마 기름기가 돌지만 잠깐의 여름을 제외하고는 극건성인데 유일하게 그런 제 악건성에 보습을 해줄 수 있는 로션이 바로 아토베리어입니다참고로 여름에도 전 이 친구 바릅니다 헤헤,
에스트라 아토베리어 365크림,zhang****,,,,,5점만점에 5점,2025.06.19,건성에 좋아요,보습에 좋아요,자극없이 순해요,"에스트라 아토베리어 크림… 이거 써보니 “올영 어워즈 1등” 다 이해돼요! 피부가 민감하거나 건조할 때 발림하면，보습막이 바로 형성되어서 하루 종일 촉촉함 유지돼요. 특히 화장 전에 사용하면 메이크업도 더 끈끈하게 붙어요—59,400원 주고 두 개 샀는데 절대 후회 안 할 거예요.",
에스트라 아토베리어 365크림,xon,건성,쿨톤,민감성,트러블,5점만점에 5점,2024.08.18,건성에 좋아요,보습에 좋아요,자극없이 순해요,이것만 발라도 촉촉해서 좋아요 건성분들 사용하기 좋을듯해요,한달이상사용
에스트라 아토베리어 365크림,hjdho,복합성,웜톤,트러블,,5점만점에 4점,2024.05.19,건성에 좋아요,보습에 좋아요,자극없이 순해요,피부장벽강화에 도움된다는 리뷰가 많아서 구매해보았는데 바르고나면 건조함이 덜해서 좋아요 튜브형이라 사용하기도 편해요,한달이상사용
에스트라 아토베리어 365크림,xon,건성,쿨톤,민감성,트러블,5점만점에 5점,2024.04.20,건성에 좋아요,보습에 좋아요,자극없이 순해요,화장하기 전보단 자기 전에 바르먼 좋아요! 촉촉한 편이에요,
에스트라 아토베리어 365크림,뱝보,,,,,5점만점에 5점,2025.07.22,건성에 좋아요,보습에 좋아요,자극없이 순해요,조금만 발라줘도 수분 보습이 확실하고 장벽도 튼튼해져요!,
에스트라 아토베리어 365크림,nicezhuzhu,,,,,5점만점에 5점,2025.07.25,건성에 좋아요,보습에 좋아요,자극없이 순해요,"겨울철에도 각질 없이 촉촉한 피부 유지가 가능한 크림!바르자마자 건조함이 사라지고, 오랜 시간 수분이 잠긴 듯한 느낌이 들어요.향도 무향에 가까워 민감피부도 부담없이 사용 가능합니다.",
에스트라 아토베리어 365크림,정재현남편,민감성,여름쿨톤,다크서클,모공,5점만점에 4점,2025.07.06,건성에 좋아요,보습에 좋아요,자극없이 순해요,저는 복합성이라 안 맞아서 언니 줬는데 너무 잘 쓰고 있더라구요. 건성분들이 쓰시면 좋아하고 복합성이나 지성이 쓰면 기름이 껴서 트러블이 더 나는..,한달이상사용
