"id","tag","tag 2","tag 3","tag 4","point","date","txt","txt 2","txt 3","txt_inner"
"여울이2","건성","쿨톤","주름","","5점만점에 5점","2025.08.13","복합성에 좋아요","진정에 좋아요","보통이에요","아비브 제품이 순하고 좋아서저랑 잘맞아요가격대비 좋습니다"
"팥G","","","","","5점만점에 5점","2025.09.27","지성에 좋아요","보습에 좋아요","자극없이 순해요","여드름 피부인데도 여드름 자국은 없었어요촉촉하고 유분감은 없고 부드러워서 여름에 지성피부가 쓰기도 좋아요흡수력도 빠르고 끈적함이 없어서 잘 썼습니다특히 기존에는 알루미늄튜브라 정말 불편했는데 이번엔 플라스틱 튜브로 바뀌어서 너무 좋아요사용하기 훨씬 편합니다"
"jennifer1250","","","","","5점만점에 5점","2025.09.09","복합성에 좋아요","진정에 좋아요","자극없이 순해요","발랐을때 살짝 시원하구 가격은 쪼끔 비싸지만 피부에 자극이 없는 것 같아여!💕흡수도 잘되고 진정에 좋아요!"
"오쏘리","복합성","가을웜톤","모공","블랙헤드","5점만점에 4점","2025.08.28","복합성에 좋아요","진정에 좋아요","자극없이 순해요","할인율이 높지는 않았던 제품이었는데 그만큼 만족도가 높지는 않았던 것 같아요! 무난한 제품이었습니다! 단점도 없는!"
"Baboanidaaaa","","","","","5점만점에 5점","2025.09.14","복합성에 좋아요","진정에 좋아요","보통이에요","순하고 좋아요! 유분기 없고 시훤해서 쓰기 편하고 복합성한데 좋아요?"
"1overr","","","","","5점만점에 5점","2025.09.05","복합성에 좋아요","보습에 좋아요","자극없이 순해요","요거 피부 진정 잘되고 화장 전에도 발라주면 화잘먹 크림임 너무 요물이야 요거.. 꼭 쟁이긔같은 라인 세럼이랑도 같이 사용해주면 효과 10배ㅋ"
"sieunim6****","","","","","5점만점에 5점","2025.08.31","복합성에 좋아요","보습에 좋아요","자극없이 순해요","크림이 하나가 필요해서 찾아보다가 유튜브에서 추천하는걸로 한번 사봤는데 너무 좋아요!! 얼굴에 딱 바르자마자 너무 부드럽고 촉촉하더라구요!! 끈적임도 심하지 않고 얼굴에 발랐을때 뭔가 설명하기 느낌이 진짜 너무 좋았어요...뭔가 보드랍다해야하나..암튼 크림은 이거로 정착할꺼 같아요!!"
"유서로","지성","봄웜톤","다크서클","모공","5점만점에 4점","2025.08.13","지성에 좋아요","보습에 좋아요","자극없이 순해요","이거 ㄹㅇ 미쳤어요 완전 화잘먹 바르면 피부결 정돈 싹 되고 묘하게 피부톤도 환해지는 느낌 ? 근데 바르면 진짜 얼굴이 매끈매끈해지고 피부 완전 좋아보여요 근데 이거 용기가 열때 좀 아파요 ㅜㅜ 뚜껑이 각져가지고 그리고 이거 나오는 부분이 커서 조금만 짜도 엄청 많이 나와서 양조절이 좀 어렵더라구요 용기 부분만 좀 개선되면 좋겠어요"
"삉잇","","","","","5점만점에 5점","2025.09.21","지성에 좋아요","진정에 좋아요","자극없이 순해요","역시 믿고쓰는 아비브세럼이랑 팩 되게 잘 쓰고 있었고 얘 몇달간 위시템이었는데 세일해서 바로 구매했어요수부지피부이고 진짜 산뜻하게 발리고 발랐을 때 시원해서 기분 좋았어요원래 어성초 잘 맞는 타입이라 되게 기대하면서 썼는데기대 충족합니다 얼굴 엄청 짜고 발라서 울긋불긋했는데 얘 바르고 자고 일어나니까 진정 엄청 많이 돼있었어요옆으로도 누워자서 자고 일어나면 항상 볼부분이 건조했는데 얘는 자고 일어나도 촉촉했어요!! 쓴지 며칠 안돼서 아직은 막 찬양하기는 일러가지고 한달 후기로 다시 돌아올게용"
"지갑에돈이없다","복합성","쿨톤","민감성","트러블","5점만점에 2점","2025.08.09","복합성에 좋아요","보습에 좋아요","자극이 느껴져요","알러지났어요 젠장~~~~그렇게 좋다고 들어서 사봤는데바르고 갑자기 좀 뒀는데 가렵더라고요..그냥 놔둬야징 하고 자고 일어났더니 바른구석에 뭐가 막 올라왓고 눈이 개가려웟음…피부과 가니까 알러지다라고 하더라고요아쉬워용…"
"아니그니깐여","건성","쿨톤","다크서클","미백","5점만점에 5점","2025.09.25","복합성에 좋아요","진정에 좋아요","보통이에요","어성초라인으로 좁쌀여두름때매 싹 바꿨는데 많이 들어가서 만족해요 근데 가격이^^.."
"hyoju****","","","","","5점만점에 5점","2025.09.07","복합성에 좋아요","진정에 좋아요","보통이에요","어성초라인 좋다고 해서 사봤어요 약간 쿨링감 잇는것같아서 여름에 쓰기 좋을듯"
"wo****","","","","","5점만점에 5점","2025.09.05","지성에 좋아요","진정에 좋아요","자극없이 순해요","요철 없애는 치트키래서 가격이 좀 나갔지만 할인할때 재빠르게 결제햇습니다 기대했던 것보다 더 좋았고 더 써봐야겠지만 바르면 시원해지고 보들보들해져요 화장도 잘 먹을 것 가탕요!!++이거진심 뭐임요???? 화장 진짜 ㄱ잘먹고 오래가요 심지어 요철 치트키 맞는듯 걍 이것만 써도 요철 사라지니까 돈 낭비 하지 마시고 이거 사세요 쿨링에도 좋고 요철도 서서히 사라지고 마무리감도 보송보송해서 해비하다는 생각 전혀 안 들고 끈적함도 없고 그냥 산뜻해요 너무 좋아요"
"룩히눈아","지성","쿨톤","모공","민감성","5점만점에 5점","2025.08.31","지성에 좋아요","진정에 좋아요","자극없이 순해요","몇 달간 위시였어요위시였던 이유: 메이트로 일할 때 한 고객님이 이 제품을 찾으셨고 이 제품 아니면 안 쓴다고 하셔서 호기심이 생김 -> 매장에서 발라보니 좋은 것 같았음선뜻 못 산 이유: 단품 가격은 너무 비싸고 더블 기획은 계속 품절이라구매한 이유: 결국 참지 못하고 세일 때 구매유분이 많지 않아서 좋아요 아직 한 번밖에 안 써봤지만 기대가 됩니다"
"YDDO","","","","","5점만점에 5점","2025.09.10","복합성에 좋아요","진정에 좋아요","자극없이 순해요","가벼운 제형, 바를때 피부에 느껴지는 쿨링감, 산뜻한 마무리감까지 ,,, 너무 유분감있는건 안좋아하는 저에게 딱맞는 제품 !! 한통 다비워가길래 재빨리 하나 더 샀어요 :3 여름만 되면 얼굴에 열이 엄청 올라오는 수부지인 제게 적당히 속건조 잡아주고 열감도 낮춰주고 진정도 되는 ...! (최고)저한테는 어성초가 잘맞아서 피부에 살짝 뾰루지올라와도 요 제품이랑 같은 라인인 어성초 앰플 같이써주면 금방 가라앉아서 .. 둘 조합 적극 추천드림니다 ✅"
"룩히눈아","지성","쿨톤","모공","민감성","5점만점에 5점","2025.10.01","지성에 좋아요","진정에 좋아요","자극없이 순해요","여름에 쓰기 좋아요! 시원하고 바로 흡수돼서 얼굴에 잔여감이 없어요 화장할 때도 안 밀려요"
"또일녀","건성","쿨톤","모공","민감성","5점만점에 5점","2025.09.27","건성에 좋아요","진정에 좋아요","자극없이 순해요","지성은  비추 건성은 강추 조금 번들번들해서 지성분들은 개기름처럼 번들 거릴 수 있고 건성은 진정도 잘되고 어느정도 수분도 채워줘서 좋아요"
"코코키키","복합성","여름쿨톤","모공","미백","5점만점에 5점","2025.09.27","복합성에 좋아요","진정에 좋아요","자극없이 순해요","살짝 쿨링감이 있어서 날 더울때 피부 열 내려줄때 잘 사용했어요! ㅎㅎ 좋아용"
"dmsthf0818","복합성","가을웜톤","각질","민감성","5점만점에 5점","2025.09.24","복합성에 좋아요","진정에 좋아요","자극없이 순해요","진짜 너무 젛아용 ㅠ 피부 완전 뒤집혔는데 요거 쓰고 완전 가라앉았어용 다들 써보시용"
"팥G","","","","","5점만점에 5점","2025.08.14","지성에 좋아요","진정에 좋아요","자극없이 순해요","기름기 1도 없는 수분 가득 크림이라 요즘 쓰기 딱 좋고 특히 지성분들 수분 쏙쏙 넣기 너무 좋아요수분감이 가득해서 얼굴이 달궈졌을 때 쓰기 좋아요피부진정도 좋고 여드름 진정에도 좋아서 재구매했어요특히 지난번은 알루미늄이라 진짜 불편했는데 이번엔 튜브로 바껴서 너무 좋아요"
"yj00****","복합성","쿨톤","다크서클","모공","5점만점에 5점","2025.08.08","복합성에 좋아요","진정에 좋아요","자극없이 순해요","아비브 어성초 클랜징폼 써보구 뭔가 이거다 싶어서 크림도 구매해버린... 여름에 외출할때 토너만 쓰고 나가기엔 좀 그렇구 그렇다고 다른 제품 더 바르고나가기엔 가지고있는게 번들거려서 데일리 외출용으로 구매했어요.제형이나 바를때는 살짝 유분기 있어보이는데 빠르게 흡수되고나면 사라집니다. 발림성도 정말좋아서 얇게 잘발려요.쿨링효과는 아직 잘 모르겟지만 진정에는 정말 효과가 좋은것 같아요.(바르고나서 좀 지나니까 열감이 올라오긴하는데 붉은기는 확실히 잡힌게 보여서 이게 크림 문제는 아닌것 같네요. 같이 쓰는 제품이랑 잘 안맞나봐요 ㅠ) 아침에 나가기 전에 바르면 정말 딱이에요. 수분도 적당하고 진정도 되고 바르고나서 번들거리지 않으니 외출용으로 좋아요."
"kkok****","","","","","5점만점에 5점","2025.09.11","복합성에 좋아요","보습에 좋아요","자극없이 순해요","아비브 제품 저의 최애템 입니다자극 없이 순하고 기초로 사용하기에 아주 좋아요"
"vi****","","","","","5점만점에 4점","2025.09.10","복합성에 좋아요","진정에 좋아요","보통이에요","순하고 좋아여~~~ 맘에들어여~~~~수분감 괜찮아여~~"
"waterpi****","","","","","5점만점에 5점","2025.09.09","건성에 좋아요","진정에 좋아요","자극없이 순해요","여름이라 진정되면서 열감도 내리고 싶어서 구매했어요 아비브 세럼이랑 같이 쓰니 촉촉하고 진정되고 좋아요~~"
"hry****","","","","","5점만점에 5점","2025.09.08","복합성에 좋아요","진정에 좋아요","자극없이 순해요","여드름 피부인데 순해서 좋은 것 같아요!!!!! 재구매 의사 있습니다!!"
"하루야산책가자","","","","","5점만점에 1점","2025.08.22","건성에 좋아요","보습에 좋아요","자극없이 순해요","이거 촉촉하고 사용하면 메이크업 짱 잘먹은 쫀쫀피부 ㅆㄱㄴ 세일할때 다들 쟁여주세욤"
"김가현11","","","","","5점만점에 5점","2025.08.05","지성에 좋아요","진정에 좋아요","자극없이 순해요","지성으로서 기름져요 근데 상관없음 좋음 ㅊㅊ 제가 아비브에 진심이에요 꼭 사보시길 ⭐️.."
"컨츄","지성","쿨톤","주름","","5점만점에 5점","2025.09.15","건성에 좋아요","진정에 좋아요","보통이에요","발림성도 좋고 향도 안나서 마음에 들어요 가격대비 나쁘지 않은 거 같습니다"
"횬님","복합성","봄웜톤","모공","주름","5점만점에 4점","2025.09.08","복합성에 좋아요","진정에 좋아요","보통이에요","에센스를 기능성으로 사용하고 있어서, 크림은 피부 온도를 낮춰주고 진정효과를 줄 수 있는 아비브 제품을 구입해봤어요! 어성초 스킨부스터 제품을 너무 잘 사용했어서 이 제품도 기대하면서 사용중이에요ㅎㅎ"
"뚱이마미","복합성","쿨톤","미백","잡티","5점만점에 5점","2025.09.05","복합성에 좋아요","진정에 좋아요","자극없이 순해요","어성초라인은 다쓰고있는데 그냥 무난하고 조이영 세일할때 크림도겟"
"날슝","민감성","겨울쿨톤","","","5점만점에 4점","2025.09.01","복합성에 좋아요","진정에 좋아요","자극없이 순해요","크림 잘 못 쓰면 바로 뒤집히는 민감성피부인데, 트러블 반응 없이 잘 쓰고 있음.(아비브 어성초 라인 믿고 쓰는 편) 복합성 기준 한 여름에는 약간 무겁고 겨울에는 건조 할 듯. 피부 열감 올라왔을 때 진정용으로 추천!"
"khs2006****","","","","","5점만점에 4점","2025.08.29","복합성에 좋아요","진정에 좋아요","자극없이 순해요","자극 없이 순하고 다른 리뷰에서 봤듯이 약간 실크 느낌도 있습니다"
"내여친지나간다","지성","여름쿨톤","잡티","트러블","5점만점에 5점","2025.09.14","건성에 좋아요","진정에 좋아요","자극없이 순해요","이거 진짜 촉촉해서 좋아요 흡수도 잘 되고 화장 전에 해도 안 밀려요"
"shahelia****","","","","","5점만점에 4점","2025.09.09","복합성에 좋아요","진정에 좋아요","자극없이 순해요","할인할때 샀었어서 원래 가격은 모르고 쓰다가 리뷰 쓸려고 보니 저만큼이나해서 깜짝놀람 ㄷㄷ;  쿨링 진정이라는데 쿨링이 되는지는 잘 모르겠음... 그렇다고 진정이 되는지도 잘 모르겠음... 사놓고 매일 저녁 마무리용으로 바르는데 한가지 확실한건 겨울에 엄청 건조할땐 못쓰겠다 정도?... 꾸덕하게 생겼지만 바를때 샤베트같이 살살 녹음. 바를때는 미끈미끈하게 발리는데 다바르고 시간지나면 바를때 미끈했던 기름기 같은거만 날라감. 애초에 저녁 마무리용으로 가볍게 발리는 크림을 찾은지라 낮에 메이크업 전에는 안발라봤는데 이게 불필요한 유분기만 ""딱"" 없이 좋은 크림이긴 한데 진정이라던가 쿨링이라던가 하는 기능적인 부분은 잘 느끼지 못했음. 여름에는 바르기 좋겠지만 겨울에는 많이 건조하겠다 싶음.결정적으로 진짜 좋은거라면 할인안해도 사겠는데 제값주고는 구입하지않을 제품이란거?..."
"딸기데코오무라이스","복합성","쿨톤","각질","모공","5점만점에 4점","2025.09.07","복합성에 좋아요","진정에 좋아요","보통이에요","나름 순한데 저한테는 잘 안맞는건지 다른 제품과 함께 사용해서 그런건지 사용하면 가끔 피부 트러블이 날 때가 있어요 그래도 열감을 낮춰주고 진정되는데 얼굴에 막을 씌워주는 느낌이 들어서 좋긴 합니다."
"chltp****","","","","","5점만점에 4점","2025.08.31","복합성에 좋아요","진정에 좋아요","보통이에요","피부타입: 지복합+예민성부활초 사용하다가 아비브라서 어성초도 사용해보고 싶어서 구매했습니다튜브형이라 사용하기도 편하고 자극도 없어서 무난하게 사용하기 좋아요. 근데 어성초라고해서 진정을 기대했는데 진정 쪽으로는 잘 모르겠어요.. 1+1을 다시 하면 구매하고싶은데 요즘은 안하네요ㅠ"
"mab****","","","","","5점만점에 5점","2025.08.30","건성에 좋아요","보습에 좋아요","자극없이 순해요","처음 발랐을 때는 생각보다 무겁도 발릴 때 끈적끈적 할 줄 알았는데 흡수 시킬려고 바르니까 전혀 하나도 끈적이지 않고 오히려 보송 하다는 느낌을 받았어요. 진짜로 이런 크림 처음이에요. 너무 좋아요 리들샷 바르고 이 크림만 바르고 자는데 트러블도 안나고 보습에 너무 좋아요 다들 사세요 끈적이는거 싫어하시는 분들 그냥 사세요 너무 좋아요"
"bible****","복합성","여름쿨톤","다크서클","민감성","5점만점에 4점","2025.09.19","복합성에 좋아요","진정에 좋아요","자극없이 순해요","여름에 쓰기 좋은 가벼운 제형이에요 건성분들은 조금 보습 부족하다 느껴질지두"
"냥로","","","","","5점만점에 5점","2025.08.04","지성에 좋아요","진정에 좋아요","자극없이 순해요","평소에 아비브 어성초 라인이 피부에 잘 맞는 수부지인데용 어성초라 그런지 열많은 여름 수부지 피부에 자극감없이 편안하게 흡수돼요! 산뜻한 마무리감도 괜찮고 양이 좀 더 많았으면 좋겠어요 ㅠㅠ 세일할때 사서 2만원 중반대로 구매했습니다"
"마리코이","","","","","5점만점에 4점","2025.09.12","복합성에 좋아요","진정에 좋아요","자극없이 순해요","요거 단독은 살짝 유분기 있게 마무리가 되었어서, 파우더 같은 제형이랑 수딩젤 같이 섞발해서 썼어요 만족!!"
"디흐","","","","","5점만점에 5점","2025.09.10","복합성에 좋아요","보습에 좋아요","자극없이 순해요","아 진짜 요철이 고민이신분들 얘 써보세요 ㅜㅜ 얘 쓰고나서부터 요철 완전 싹 가라앉았어요🥹"
"교회가다걸린스님","지성","가을웜톤","미백","블랙헤드","5점만점에 5점","2025.09.08","지성에 좋아요","보습에 좋아요","자극없이 순해요","뭐 바르고 끈적한거 남는 거 엄청엄청 싫어하는데, 이건 흡수 뿐만 아니라 보습도 사계절 잘 되고 자극도 없고 진짜 인생템인데... 비싸고 올영 항상 품절이라ㅠㅠ 하나 남은거 잽싸게 쟁여옴ㅋ"
"leciellevent","복합성","웜톤","모공","블랙헤드","5점만점에 5점","2024.02.28","복합성에 좋아요","보습에 좋아요","자극없이 순해요","🍀 구매 동기 & 피부 타입평소 아비브 어성초 팩이나 부활초 크림을 너무나 애정하며 잘 쓰고 있었기 때문에 아비브에서 새로 출시한 어성초 크림도 정말 궁금했어요. 제가 얼굴에 열감이 많은 여드름 건성피부라 여러 진정 성분들 중에서도 피부의 열을 낮춰주는 성초(약모밀) 성분이 가장 잘 맞더라고요.그래서 구매했는데 '아비브가 아비브 했다'라는 말이 절로 나올 정도로 아주 만족스러웠습니다. 🍀 제형 및 사용감아비브 어성초 크림은 연한 연둣빛이 도는 가벼운 수분 크림 텍스처를 가지고 있습니다. 부드럽고 촉촉한 발림성은 물론 피부에 빠르게 스며들어 시원한 쿨링감까지 느껴지더라고요. 불편한 끈적임도 전혀 남지 않았고요. 지성, 복합성, 민감성 피부 타입을 가지신 분들이 선호하실 만한 사용감입니다. 건성 피부인 저는 크림 단계에서 아비브 어성초 크림을 먼저 흡수시킨 다음 꾸덕한 보습크림을 약간 덧발라줬는데 궁합이 진짜 좋았어요. 🍀 사용 꿀팁1. 냉장 보관으로 더욱 시원하게!어성초 크림을 실온에 두고 사용해도 약간의 쿨링감이 느껴지지만 저처럼 피부 열감이 고민이신 분들은 냉장고에 넣어두고 사용해 보세요!빠른 진정이 필요할 땐 어성초 크림을 도톰하게 올려 슬리핑 팩처럼 사용하는 것을 추천합니다.2. 어성초 패드or마스크 팩과 함께 사용하면 시너지 UP!제가 가끔 나이트 케어 시 사용하는 방법인데요.세안 후 토너를 발라 피부에 촉촉하게 수분을 공급한 다음 아비브 어성초 크림을 충분히 발라 흡수시켜 줍니다.그리고 그 위에 어성초 패드나 어성초 마스크를 올려 15분간 팩을 해주면 제품을 하나 사용했을 때보다 몇 배로 더 효과가 좋더라고요. 그리고 15분 뒤에 패드나 마스크 팩을 떼어내고, 피부에 남은 에센스를 흡수시킨 후 보습 크림을 얇게 덧발라 마무리하면 끝! 이렇게 몇 번 관리했더니 피부 결도 좋아지고 안색이 맑아져서 피부가 정말 좋아 보이더라고요. 이 방법도 완전 추천드립니다. 꼭 한번 따라 해보세요!"
"이몌힌","복합성","웜톤","모공","주름","5점만점에 5점","2024.02.26","복합성에 좋아요","진정에 좋아요","자극없이 순해요","아비브 공홈에서만 구매해보다가 올영에서도 구매하게 되었어요!! 어성초 크림은 제가 몇통이나 비운 아이템인데, 순하지만 촉촉하게 발려서 너무 편안한 크림이에요.아비브는 패키지도 심플하니 예쁜데 제품력도 좋아서 늘 애용하고 있어요! 크림이 촉촉해서 발림성도 너무 좋아요.."
"j1m****","","","","","5점만점에 5점","2025.08.30","건성에 좋아요","보습에 좋아요","자극없이 순해요","자극없이 순하고 요철 싹 사라져요!!부드럽게 발리고 화장도 엄청 잘 먹어요이거 다 사용하면 재구매 할 예정입니다!"
"20050****","","","","","5점만점에 5점","2025.08.27","복합성에 좋아요","보습에 좋아요","자극없이 순해요","요즘 피부 관리에 맛 들렸는데아비브 수분 크림이 좋다좋다해서 구매해봣으요결론: 앰플 다음에 발라도 흡수가 잘 되고 가벼운 제형이애요 쿨링 진정 효과도 지리는 듯요 이거 열심히 바르고 꿀피부 등극할게용 !.!"
"uwal****","","","","","5점만점에 5점","2025.08.21","지성에 좋아요","진정에 좋아요","자극없이 순해요","솔직히 이게 앰플보다 더 좋은것 같아요!!!! 앰플은 그 알맹이가 한정되어 있어서 알갱이 많이 안바를땐 효과 있는지 반신반의 했는데 이 크림은 그런거 없궁 진짜 하 아니 저 이거 진짜 없으면 제 얼굴 감당 못해유 ㅍ퓨ㅠ"
"wogusg****","","","","","5점만점에 5점","2025.08.13","복합성에 좋아요","진정에 좋아요","보통이에요","진정에 좋음 가벼워서 여름에 쓰기좋을거 같아요 하지만 보습은 조금아쉬워요 ㅠ"
"kkok****","","","","","5점만점에 5점","2025.08.10","복합성에 좋아요","진정에 좋아요","자극없이 순해요","아비브 기초라인은 오랜시간 돌고 돌아정착한 제품이예요 피부가 엄청 예민해서 아무거나 못쓰는데일단 성분이 다 순해서 부담없고 자극없이 쓸수 있고보습도 잘되고 촉촉하고 단점이 하나도 없어서매일 잘 쓰고 있어요"
"waterpi****","","","","","5점만점에 5점","2025.08.09","건성에 좋아요","진정에 좋아요","자극없이 순해요","여름이라 쿨링되면서 진정도 되는 로션 찾다가 리뷰보고 구매했어요 바르면 시원한 느낌들고 진정도 되는거 같아서 만족해요~~"
"올영이좋아용","","","","","5점만점에 4점","2025.09.27","복합성에 좋아요","진정에 좋아요","보통이에요","여름에 쓰기 좋은 크림입니다건조할때 최고에요 화장 밀리지 않아요."
"oh****","","","","","5점만점에 5점","2025.09.12","복합성에 좋아요","진정에 좋아요","자극없이 순해요","순하고 무엇보다 억지 쿨링이 아닌 진짜 자연~~?스러운 쿨링이라 너무 좋앗어요 억지로 민트향 나는 쿨링감이 아니라 정말 한.. 1도.. 2도정도 온도가 떨어지는 기분?! 손에 하면 확 느껴지는데 얼굴엔 열감이 많아서 그런지 덜느껴지더라구요 그래도 굿ㅎㅎ"
"미째","복합성","가을웜톤","각질","모공","5점만점에 5점","2025.07.03","복합성에 좋아요","진정에 좋아요","자극없이 순해요","뭔가 쿨링감도 있고 피부진정에 딱 좋은 크림 같아요.제형은 샤벳 같은 제형인데 쫌 더 부드러운 느낌??일단 매우 만족-!!"
