product_name,id,tag,tag 2,tag 3,tag 4,point_flag,more_msg,point,date,txt,txt 2,txt 3,txt_inner,ico_offlineStore
닥터지 레드 블레미쉬 클리어 모이스처 크림,완두콩이다,,,,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.05.20,건성에 좋아요,보습에 좋아요,자극없이 순해요,보습에 뛰어나고 산뜻한 제형이에요 만족해요 재구매 의사있어요,
닥터지 레드 블레미쉬 클리어 모이스처 크림,완두콩이다,,,,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.05.20,복합성에 좋아요,보습에 좋아요,자극없이 순해요,매번 재구매하고 매번 만족해요 화장도 잘 먹어요 보습에 뛰어나요,
닥터지 레드 블레미쉬 클리어 모이스처 크림,heojung****,,,,,,,5점만점에 5점,2025.06.30,복합성에 좋아요,보습에 좋아요,보통이에요,닥터지 수분크림 사용할 했었는데 갑자기 어느날 자극이 심해져서 다른 크림 찾다가 알맞게 보습 크림이 나와서 믿어보고 썻는데 진짜 속보습을 잡는다는게 뭔지 알 수 있어요 수분크림은 산뜻하고 수분감이 많았지만 보습크림은 말그대로 속보습을 잡아주는 묵직함이 느껴져서 처음 바를 때 정말 신기했어요 그래도 닥터지 자체가 유분감이 꽤 많아서 기름기나 끈적한거 싫어하시는 분들이나 지성분들만 피해가시면 좋을거같아요 나머자는 자극도 없고 보습도 잡아주고 건조하신 분들한텐 딱이에요!!,매장
닥터지 레드 블레미쉬 클리어 모이스처 크림,tjtjtjtj****,,,,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.06.29,복합성에 좋아요,진정에 좋아요,보통이에요,세일기간에 무슨 제품을 구매할까 보던 중 베스트 아이템에 구매후기도 좋고 구매자 수도 많아서 호기심에 구매하게 된 제품입니다! 일단 이 상품은 촉촉하여 로션처럼 발렸던 제품입니다! 저는 악건성의 피부를 가지고 있어 매트한 것도 좋지만 매트한 제품을 바르면 밀리거나 각질 부각이 심해서 매트한 제품을 피하는 사람입니다! 이 제품은 촉촉하여 좋았고! 세일기간에 저렴하면서 합리적인 가격에 구매할 수 있어서 좋았던 제품입니다! 지금 원쁠원하는데 원쁠원할 때빠르게 구매해보세요! 한 번 구매해서 사용해보셔도 좋을 것 같은 제품입니다! 이 제품 브랜드가 워낙 기초제품이 유명하여 믿고 구매해도 될 것 같습니다! 저는 개인적으로 좋아서 재구매할 수 있을 것 같습니다! 좋아요! 추천드립니다! 세일기간에 구매하세여!! 짱!!,매장
닥터지 레드 블레미쉬 클리어 모이스처 크림,와우올영,복합성,웜톤,모공,주름,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.18,건성에 좋아요,보습에 좋아요,자극없이 순해요,수분진정에 좋은 가벼운 크림입니다촉촉해서 좋아요 끈적임없이,매장
닥터지 레드 블레미쉬 클리어 모이스처 크림,민감악건성우,,,,,,,5점만점에 3점,2025.06.13,지성에 좋아요,진정에 좋아요,자극없이 순해요,자극은 없는데 제가 악건성이라 바르고 나서 건조해가지고 개땡기고 건조해져서 자극이 생기는? 지성분들에게는 잘맞고 좋을 것 같아요,매장
닥터지 레드 블레미쉬 클리어 모이스처 크림,념념감귤젤링,,,,,,,5점만점에 5점,2025.06.11,복합성에 좋아요,진정에 좋아요,보통이에요,건성인데 밤에 자기전에만 발라줘요! 겨울에도  잘 쓴 템!!,
닥터지 레드 블레미쉬 클리어 모이스처 크림,올영러버덕,민감성,쿨톤,각질,다크서클,,,5점만점에 5점,2023.12.03,지성에 좋아요,진정에 좋아요,자극없이 순해요,닥터지 블레미쉬 수분크림을 사용하다가 이게 더 트러블에 좋다는 지인 후기를 듣고 구매했어요.,
닥터지 레드 블레미쉬 클리어 모이스처 크림,승이슬,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 4점,2025.06.29,건성에 좋아요,보습에 좋아요,자극없이 순해요,촉촉하고 자극없이 순해요 외출용으로는 못 바를 것 같고 자기전에 바르면 좋습니다,매장
닥터지 레드 블레미쉬 클리어 모이스처 크림,hee****,지성,모공,트러블,,,,5점만점에 5점,2025.06.25,복합성에 좋아요,진정에 좋아요,보통이에요,다른 거 쓰다가 다시 돌아왔어요 수분감 있어서 좋아요 무겁지 않은 가벼운 수분크림이에요,매장
닥터지 레드 블레미쉬 클리어 모이스처 크림,릴리수이,,,,,,,5점만점에 5점,2025.06.03,복합성에 좋아요,진정에 좋아요,보통이에요,"촉촉함이 오래가는 수분크림✨요즘 피부가 예민하고 푸석해서 수분크림을 이것저것 찾다가 닥터지 레드 블레미쉬 크림으로 정착했어요.일단 발림성이 정말 부드럽고 가벼운데, 수분감은 꽉 차 있어서 속까지 촉촉해지는 느낌이에요.화장 전에 발라도 밀림 없이 잘 스며들고, 하루 종일 피부가 편안해서 너무 만족스럽습니다.",매장
닥터지 레드 블레미쉬 클리어 모이스처 크림,뿌캬캬,,,,,,,5점만점에 5점,2025.07.08,복합성에 좋아요,진정에 좋아요,자극없이 순해요,자극없고 트러블 안나고 향도 없고 산뜻한데 건조하지도 않고 ~ 몇년째 잘 씀,
닥터지 레드 블레미쉬 클리어 모이스처 크림,GOLD여우냥,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.03.08,건성에 좋아요,보습에 좋아요,보통이에요,건성이어서 이 제품을 구매하게 되었는데 이 제품만 가지고 크림으로 바르기에는 많이 부족합니다. 저는 이 제품을 로션 대용으로 쓰고 있습니다. 성분은 좋은 편입니다. 저는 트러블이 안 생기는데 딸은 약간의 트러블이 생긴다고 합니다. 성분이 좋다고 트러블이 전혀 안 생기는 건 아닌 것 같습니다. 본인한테 안 맞으면 트러블이 날 수도 있는 것 같습니다ㅠ,
닥터지 레드 블레미쉬 클리어 모이스처 크림,멍뭉쓰,지성,봄웜톤,모공,탄력,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2024.12.29,복합성에 좋아요,진정에 좋아요,보통이에요,"💚 닥터지 레드블레미쉬 클리어 모이스처 크림 한달 사용 후기 💚원래는 닥터지 올인원 제품만 하나 바르던 사람이였습니다. 그런데 가을 겨울 되면서 찬바람이 부니까 올인원 하나만 바르기에는 좀 건조함이 느껴지는 것 같더라구요. 뭐 원래 하나도 안바르는 남자사람들도 있으니까 그거에비하면 저는 뭐 양호한 편이였겠지만요😂 여튼 더 보습을 주고싶어서 올인원 하나에서 토너, 크림으로 바르자! 하고 닥터지 토너와 크림 두 제품을 같이 구매했어요. 둘 다 역시 가성비 좋은 닥터지 제품답게 가격도 합리적이고 제품도 좋습니다. 끈적임 하나도 없고 건조함만 깔끔하게 잡아주는게 좋더라구요. 손이 자주가는 제품입니다! 올인원 하나로는 좀 부족했던 남성분들 저처럼 토너에 크림 발라보세요. 세일할 때 놓치지마세요! 도움이돼요👍🏻 눌러주시면 감사하겠습니다💚",
닥터지 레드 블레미쉬 클리어 모이스처 크림,무미니,건성,가을웜톤,미백,블랙헤드,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2024.11.29,건성에 좋아요,보습에 좋아요,자극없이 순해요,닥터지 레드블레미쉬 수딩크림만 몇년동안 사용하다가 ㅎㅎㅎ올겨울은 안되겠따싶어서 모이스처크림으로 구매햇어용!!레드블레미쉬는 워낙 유명한ㄴ제품이고4계절 다 쓰는 제품이거등요 ㅎㅎㅎ 진짜 순하고여름에는 스킨이랑 단독으로 사용해도될정도고!! 넘좋아요작년까지만해도 겨울에는 로션대용으로 사용하기도햇엇는데 제가 건성이라 ㅎㅎㅎ이번엔 모이스처가 더 건성한테 맞춰서 나온제품이라해서사용해보고싶어서 사용중인데 괜찮에용제형은 레드블레미쉬랑 다를게없고 살짝 더 꾸덕?한느낌인데 그렇게 꾸덕한것도아니고 발라보니 확실히 블레미쉬는 좀 더 가벼운느낌있꼬모이스처는 살짝 수분감이 더 느껴지고 당김도없이 사용할수잇어서 좋아요~~민감성건성피부이신분들 강추드려용워낙 순하기도해서 사용하기 다 좋을듯!!,
닥터지 레드 블레미쉬 클리어 모이스처 크림,무미니,건성,가을웜톤,미백,블랙헤드,,,5점만점에 5점,2024.10.24,건성에 좋아요,보습에 좋아요,자극없이 순해요,몇년전부터 닥터지 수딩 레드 블레미쉬만 계쏙 써오고잇다가 ㅎㅎㅎ건성피부라서 겨울이기도하고 항상 겨울이나 환절기때는 닥터지 수딩크림이 건성이 쓰기엔 좀 아쉬웟거든요 ㅎㅎㅎ가벼운느낌도 잇고 얼굴당김도잇고해서여름에는 최적의 제품이지만~!그래서 찾다가 건성용으로 모이스처크림잇길래 이번엔 블레미쉬말고 이걸로삿는데향?하고 제형은 다 똑같고 살짝? 무거운느낌 들긴하더라구용 ㅎㅎㅎ뭐 탄력이나 보습크림처럼 번들거리면서 무거운느낌은 전혀아니구 블레미쉬보단 좀 더 보습력이 채워졋다? 이런느낌 ㅎㅎㅎ그래도 닥터지는 순하긴 진짜 순해서피부뒤집어졋을때나 좀 붉은끼올라오거나할때 스킨바르고 딱 이것만 바르는데 진정도되고 좋더라구요 ㅎㅎㅎ이번에 겨울에 로션대용으로쓰거나 화장하기전에 밀리지않게 이거쓰거나하려구용,
닥터지 레드 블레미쉬 클리어 모이스처 크림,검은장미,복합성,여름쿨톤,민감성,트러블,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2024.02.19,복합성에 좋아요,진정에 좋아요,자극없이 순해요,⭐️ 한달이상 사용 후기⭐️👉 겨울에 사용하기 좋은 트러블피부 수분크림- 수딩크림은 너무 빨리 날아가서 보습이 부족한데 이 제품은 보습력이 좋습니다.👉 순딩크림- 붉은기있고 자극 받은 피부 위에 발라도 자극 없이 순합니다.- 진정에 큰 효과가 있기보단 붉은기 개선 조금 돼요.- 트러블 심할땐 스팟제품 함께 쓰는거 추전해요.,
닥터지 레드 블레미쉬 클리어 모이스처 크림,아롱모찌,복합성,웜톤,모공,미백,,,5점만점에 5점,2023.06.21,복합성에 좋아요,진정에 좋아요,자극없이 순해요,클리어 수딩 크림만 사용해봤는데 모이스처 크림도 사용해 보고 싶어서 구매했어요 볼펜도 들어있다고 해서 겸사겸사 구매했네요 저녁엔 레티놀을 바르는데 가끔 양조절 못해서 피부가 따갑고 붉게 부어오르는데 이럴때 레티놀 사용 멈추고 진정과 피부 장벽개선 위주로 바르거든요 이럴때 닥터지 크림 바르면 빠르게 진정이 되고 따갑고 아픔이 빨리 없어지더라구요 저녁에 2번~3번 막 발라요 여러번 발라도 피부 답답함도 없고 좋더라구요 병풀과 시카가 들어있어서 피부 진정에 너무 좋아요 마스크팩하고 마무리 크림으로 바르기에도 좋더라구요 원플러스원이라 듬뿍 사용할 수 있어서 좋아요 그런데 볼펜이 깨진게 왔네요 이럴수가... 속상하네요,
닥터지 레드 블레미쉬 클리어 모이스처 크림,네니넨,민감성,겨울쿨톤,각질,미백,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.05.19,복합성에 좋아요,보습에 좋아요,자극없이 순해요,닥터지 블레미쉬 보습 크림리뷰입니다.이거 단지형으로 처음 출시됐을때 사용해봤었는데 너무좋아서 동생도 추천해줬다가 동생이 뾰루지도 안나고좋다고 해서 구매하려고 봤더니 튜브형으로 리뉴얼 출시됐더라구요.위생적으로도 좋고 너무 만족스럽습니다. 기존 수딩보다 훨씬 보습감 있고 순하고 민감성 지성복합성분들이 겨울에 쓰기 알맞은 크림같아요.,매장
닥터지 레드 블레미쉬 클리어 모이스처 크림,그래도어떡해해야지,건성,겨울쿨톤,잡티,탄력,,,5점만점에 5점,2025.05.15,건성에 좋아요,보습에 좋아요,자극없이 순해요,악건성 피부고 환절기~겨울에 잘 쓰는 보습 크림입니다돌고 돌아 결국엔 닥터지 보습크림으로 돌아오는 것 같아요수딩크림이 더 유명하지만 사실 보습크림만큼 속수분도 잡아주고 장벽개선도 해주고 유수분 밸런스 잘 맞춰주는 제품은 없다 생각합니다.비교적 신제품이었던 장벽크림도 잘 썼지만 속수분까지 채워주는 크림은 이 제품이 최고예요!,
닥터지 레드 블레미쉬 클리어 모이스처 크림,js5877****,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.07.09,복합성에 좋아요,진정에 좋아요,자극없이 순해요,닥터지수분크림 너무좋아요 수분감을잡아주고 너무좋아요,매장
닥터지 레드 블레미쉬 클리어 모이스처 크림,goodday6****,,,,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.07.08,건성에 좋아요,보습에 좋아요,자극없이 순해요,수분크림 발라도 건조했었는데 닥터지 레드 블레미쉬 클리어 모이스처 크림  쓰면서 부터는 건조한게 없어졌어요.,매장
닥터지 레드 블레미쉬 클리어 모이스처 크림,goodday6****,,,,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.07.08,건성에 좋아요,보습에 좋아요,자극없이 순해요,수분크림 발라도 얼굴이 댕기면서 건조했었는데 이거 쓰면서부터는 괜찮아졌습니다. 아주 만족합니다.,매장
닥터지 레드 블레미쉬 클리어 모이스처 크림,ae****,,,,,,,5점만점에 5점,2025.07.06,건성에 좋아요,보습에 좋아요,자극없이 순해요,일단 저랑 꽤 맞는 제품이라 좋아요! 보습력도 꽤 괜찮고 피부에 수분이 너무 없고 건조했는데 조금씩 개선되는 느낌을 받았어요! 계속 잘 사용할 예정입니다!,
닥터지 레드 블레미쉬 클리어 모이스처 크림,lje****,,,,,,,5점만점에 5점,2025.06.15,건성에 좋아요,보습에 좋아요,자극없이 순해요,속보습 꽉잡아주는 느낌 수부지에 제일 적당하다라는 표현이 맞는듯! 순해서 듬뿍 바르고 잔날에는 아침에 광이 살아나는듯한 표현이 이루어짐 ㅋㅋㅋ,매장
닥터지 레드 블레미쉬 클리어 모이스처 크림,이시도,,,,,,,5점만점에 5점,2025.07.08,복합성에 좋아요,보습에 좋아요,자극없이 순해요,이 크림은 전 n번째 구매하고 있는 수분크림!여름에 특히 쓰기 좋은 가벼움!!여러번 덧바르기도 좋그다구용,매장
닥터지 레드 블레미쉬 클리어 모이스처 크림,점민,,,,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.06.01,건성에 좋아요,보습에 좋아요,자극없이 순해요,이거 너무 좋아서 거의 다썻어요 그래서 올영세일하길래 또 사버렸어용,매장
닥터지 레드 블레미쉬 클리어 모이스처 크림,점민,,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.05.29,건성에 좋아요,보습에 좋아요,자극없이 순해요,원래 그냥 수분인가 그거 썼은데 이것도 좋은 거 같아요 촉촉하고화장 잘먹어요,
닥터지 레드 블레미쉬 클리어 모이스처 크림,수네0210,복합성,쿨톤,민감성,블랙헤드,,,5점만점에 5점,2023.06.09,복합성에 좋아요,보습에 좋아요,자극없이 순해요,1+1 구성도 좋은데 깜찍하게 짱구볼펜으로 패키지로해서 올영세일로 판매하니 안 살수가 없었어요...🤣볼펜은 3가지로 랜덤인데 빨간색 짱구가 나왔어요! 럭키ㅎㅎ닥터지 수분크림은 워낙 순하고 진정도 잘 되서 자주 사용하는데 자기전에 바르기 좋고 촉촉해요! 😊,매장
닥터지 레드 블레미쉬 클리어 모이스처 크림,율팽,지성,웜톤,주름,,,,5점만점에 5점,2023.06.05,지성에 좋아요,진정에 좋아요,자극없이 순해요,저는 30대이지만 기름이 아주 풍부한😩수부지 피부입니다:)덕분에 일반 쿠션 비비 절대 못 바르구여ㅠㅠ에스티로더 파데로 정착한지 한 6-7년 됐어요 ㅋㅋ이 파데가 참 좋은데 한가지 단점은 속건조가 좀 있어요ㅠㅠ바르고나서 일정 시간 지나면 당김이 좀 느껴지는데요~그래서 근 10년간 수분크림 따위 바르지 않다가🤣하도 평이 좋아서 구매했는데결과는.. 두구두구두구대만족입니다!-!물론 유분이 아예 안생기진 않지만 ㅋㅋ제피부엔 맞는거 같아요재구매의사 1000% 에요:)다만 다들 말씀하신 더 스파츌러..?보관이 불편해요😅,매장
닥터지 레드 블레미쉬 클리어 모이스처 크림,마찌마찌,건성,쿨톤,잡티,주름,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 4점,2023.04.30,건성에 좋아요,보습에 좋아요,보통이에요,🌸 한달이상 후기 🌸 건성 피부지만 끈적이거나 오일감이 많이 느껴지는 보습크림은 좋아하지 않는 편이에요.닥터지 크림은 수딩크림이랑 보습이 더해진 모이스처크림을 함께 구매한 후 겨울 내내 잘 사용한 제품이에요. (동시에 사용했다가 갑자기 트러블이 생겨버려서 중단하고 하나씩 사용했더니 트러블이 없이 사용가능 했던 제품이었어요)수딩크림이랑 다르게 확실히 보습력이 많이 느껴지는 크림이에요. 촉촉하게 발리면서 산뜻하게 마무리되서 만족스러웠어요. 건성피부인 제가 사용하기에도 지금보다는 겨울철에 사용하기 더 좋은 제품이에요.,
