"id","tag","tag 2","tag 3","tag 4","point","date","txt","txt 2","txt 3","txt_inner"
"슈의스킨케어","지성","웜톤","민감성","잡티","5점만점에 5점","2025.09.11","지성에 좋아요","진정에 좋아요","자극없이 순해요","저는 진행 중인 여드름보다 압출 후에 붉은 색소침착 부분에 사용해줍니다! ☀️ 진행 중인 여드름- 약국 연고나 닥터ㅈ 스팟 제품 사용 (쿠*이 더 저렴함)- 스킨케어 무조건 덜어서!! ☀️ 압출 후 붉은 색소침착- 낫츠 사용!! 솔직히 3일만에 뿅 없어지고 이런건아닌데 그냥 없으면 불안해서 사용함 ㅎㅎ☀️ 검은 색소침착- 얘는 시간 많이 지나서 생기는 갈색~검은 침착들 ㅠㅠ 솔직히 이런 애들은 시간이 약이거나.. 피부과가 답인듯"
"plumm","","","","","5점만점에 5점","2025.09.04","복합성에 좋아요","진정에 좋아요","보통이에요","최근에 써본 화장품 중에서 제일 만족스러운 제품이라서 꼭 리뷰 남기고 싶 었어요. 피부가 예민한 편이라 새로운 제품 쓸 때마다 걱정이 많았는데, 이 제품은 자극 없이 순하게 잘 맞았어요. 발림성도 부드럽고 흡수도 빨라서 아 침에 급할 때 바르기에도 좋아요. 특히 향이 은은해서 사용할 때마다 기분도 좋아지더라고요. 며칠 써보니까 피부톤도 좀 정돈된 느낌이고, 속당김도 출 어서 피부 컨디션이 전체적으로 좋아졌어요. 패키지도 깔끔해서 화장대 위에 두기 예쁘고, 용기도 가볍고 실용적이에요. 재구매 의사 확실히 있고, 주변에 도 추천할 정도로 만족 중이에요. 최근에 써본 화장품 중에서 제일 만족스러 운 제품이라서 꼭 리뷰 남기고 싶었어요. 피부가 예민한 편이라 새로운 제품 쓸 때마다 걱정이 많았는데, 이 제품은 자극 없이 순하게 잘 맞았어요. 발림 성도 부드럽고 흡수도 빨라서 아침에 급할 때 바르기에도 좋아요. 특히 향이 은은해서 사용할 때마다 기분도 좋아지더라고요. 며칠 써보니까 피부톤도 좀 정돈된 느낌이고, 속당김도 줄어서 피부 컨디션이 전체적으로 좋아졌어요.최근에 써본 화장품 중에서 제일 만족스러운 제품이라서 꼭 리뷰 남기고 싶 었어요. 피부가 예민한 편이라 새로운 제품 쓸 때마다 걱정이 많았는데, 이 제품은 자극 없이 순하게 잘 맞았어요. 발림성도 부드럽고 흡수도 빨라서 아 침에 급할 때 바르기에도 좋아요. 특히 향이 은은해서 사용할 때마다 기분도 좋아지더라고요. 며칠 써보니까 피부톤도 좀 정돈된 느낌이고, 속당김도 출 어서 피부 컨디션이 전체적으로 좋아졌어요. 패키지도 깔끔해서 화장대 위에 두기 예쁘고, 용기도 가볍고 실용적이에요. 재구매 의사 확실히 있고, 주변에 도 추천할 정도로 만족 중이에요. 최근에 써본 화장품 중에서 제일 만족스러 운 제품이라서 꼭 리뷰 남기고 싶었어요. 피부가 예민한 편이라 새로운 제품 쓸 때마다 걱정이 많았는데, 이 제품은 자극 없이 순하게 잘 맞았어요. 발림 성도 부드럽고 흡수도 빨라서 아침에 급할 때 바르기에도 좋아요. 특히 향이 은은해서 사용할 때마다 기분도 좋아지더라고요. 며칠 써보니까 피부톤도 좀 정돈된 느낌이고, 속당김도 줄어서 피부 컨디션이 전체적으로 좋아졌어요."
"쿠션","","","","","5점만점에 5점","2025.08.14","건성에 좋아요","보습에 좋아요","자극없이 순해요","잘 사용하고 있어요 만족합니다 연고를 올리브영에서 구매할 수 있어서 좋아요"
"allearob","","","","","5점만점에 3점","2025.09.22","건성에 좋아요","진정에 좋아요","자극없이 순해요","트러블이 요새 많이 나기 시작해서 찾아보다 후기가 좋아서 찾아봤는데 사실 그렇게 드라마틱한 효과는 모르겠어요 ㅎ 막 올라온 뾰루지 진정효과도 그렇게 좋진 않고.. 흔적 케어용으로 샀는데 이 부분은 그래도 꾸준히 계속 바르면 케어되긴 하는 듯 한데 이게 시간이 지나서 되는건니 이 연고 때문인지도 사실 모르겠는 게 문제 ㅎ.."
"슈의스킨케어","지성","웜톤","민감성","잡티","5점만점에 5점","2025.08.11","지성에 좋아요","진정에 좋아요","자극없이 순해요","흔적 땜에 쟁이고 있어요여드름 진정은 사실 잘 모르겠구요 (약국 연고가 더 나은 것 같아요) 압출 후 or 오래된 흉에 꾸준히 발라주고 있어요미백 제품 여러가지 사용 중이라 뭐 때문에 흉이 점점 옅어지고 있는지 확실하진 않지만 (제 후기 보면 있습니다) 그래도 없으면 불안해서 항상 나이트케어 시에 사용해주고 있답니다 🩵"
"k202209097****","","","","","5점만점에 5점","2025.09.28","복합성에 좋아요","진정에 좋아요","보통이에요","움 거으ㅏ 데일리로 사용하는데 자극이없거 순함 효과가 확 나타난다 이건 아니구 그냥 순하고 그래소 잘 씀 ㅎ"
"귀여운갱얼쥐","","","","","5점만점에 5점","2025.08.25","복합성에 좋아요","진정에 좋아요","자극없이 순해요","트러블 짜고 바로 발라주고, 자기 전에 짰다면 연고보단 패치 추천드려요!(자다가 닦일 수 있음) 흉터를 드라마틱하게!! 없애주는 건 아니지만 그래도 방치하는 것보단 빨리 옅어지게 해줍니다 피부 손상도 줄여주니피부에 손 잘 대시는 분들은 구매하시는 게 좋을 것 같아요.제가 그냥 실험으로ㅋ 콧볼~나비존쪽에 소량만 넓게 발라봤는데 좁쌀나더라구요; 쩝 암튼 그랬어요 흉터위에만 소량 바르는 걸로~%^^"
"큰손너구리","민감성","쿨톤","각질","모공","5점만점에 5점","2025.09.27","건성에 좋아요","보습에 좋아요","자극없이 순해요","한동안 안 쓰다가 다시 쓰는데 확실히 좋아요 빠른 진정 효과가 매력"
"ghddp****","","","","","5점만점에 5점","2025.09.22","복합성에 좋아요","진정에 좋아요","보통이에요","트러블짜기전에는효과없는거같고짜고나서바르면진정효과있어서꾸준히잘쓰고있어요"
"마사키","","","","","5점만점에 5점","2025.08.11","건성에 좋아요","진정에 좋아요","자극없이 순해요","얼굴에 불긋한 싱처가 오르거나 화농성 여드름 관리할때 패치랑 같이 잘 사용했어요"
"여쿨냥이","복합성","여름쿨톤","모공","블랙헤드","5점만점에 5점","2025.09.30","건성에 좋아요","보습에 좋아요","자극없이 순해요","낫츠 센텔라스카 일랑일랑 연고가 유명하길래 구매해 보았어요"
"옌니","","","","","5점만점에 5점","2025.09.11","복합성에 좋아요","진정에 좋아요","자극없이 순해요","이런 연고 크림은 항상 믿고 써봐도 크게 효과를 못 봣는데 이 제춤은 진짜 믿고 쓸망한 진정되는 성분에 가벼운 크림연고 제형이라 화장 전에 발라도 밀임이 없어서 놀랐고 효과를 몇번 봐서 몇통썻다는게 젤 큰 일..ㅋㅋㅋㅋ진짜 좋거 순하고 추천.."
"밍깅깅","지성","여름쿨톤","민감성","잡티","5점만점에 4점","2025.09.17","지성에 좋아요","진정에 좋아요","자극없이 순해요","약국 여드름 연고 잘 안맞으면 이거 써보는거도 나쁘지않은듯요 비싸긴한데… 딴딴하게올리오는 여드름이나 좁쌀여드름에 좋랐어요"
"쿠커코카","","","","","5점만점에 5점","2025.09.30","복합성에 좋아요","진정에 좋아요","자극없이 순해요","꾸준히 써보고 있어요 효과가 있길 바라면서 쓰는 중입니다."
"오랑임니다","지성","여름쿨톤","트러블","피지과다","5점만점에 3점","2025.09.25","복합성에 좋아요","진정에 좋아요","보통이에요","후기만큼에 효과를 모르겠어요 ㅜ 제가 잘못사용하는건지 너무 기대를 한건지"
"ye****","지성","민감성","트러블","","5점만점에 5점","2025.08.18","지성에 좋아요","진정에 좋아요","자극없이 순해요","거의 한달 사용했습니다 중간중간 귀찮은 날엔 5일정도 안발랐는데 그거 외엔 꾸준하게 발랐어요.사진으로 잘 담길지 모르겠지만 흉터가 꽤 있는 편이라 스트레스가 심했었는데 마일드랩 세통 썼을 땐 효과가 거의 없었고 이거 쓰고나서 많이 연해졌어요 완전 민감성 여드름피분데 딱히 뭐 나는것도 없고…가격은 비싸도 효과는 확실한거 같아요"
"디기디기딕갱갱갱ㅇ","","","","","5점만점에 4점","2025.08.15","지성에 좋아요","진정에 좋아요","자극없이 순해요","이거랑 ㅁㅇㄷㄹ 두 개 다 써봤는데 일랑일랑이 저한테는 더 잘 맞는 것 같아요 자극감이 훨씬 덜 하고 덜 기름지고 가벼운 느낌에 연고이고용 저는 여드름이나 트러블 압출하고 아 근데 완벽하게 깔끔하게 압출 하시는 게 중요합니다! 아무래도 연고라 기름기 있기 때문에 덜 압출한 여드름에 바르시면 다시 여드름 생성 입니다.. 아무튼 압출 하고 생긴 붉은 자국이랑 상처에 한 2~3일 발라주시면 싹 아물어용 쥬아용.. 순하게 상처케어 하고 싶으시면 구매 해보시는 거 추천 합니당!"
"tlswnsd****","","","","","5점만점에 5점","2025.09.07","복합성에 좋아요","진정에 좋아요","자극없이 순해요","피부 트러블 흔적에 사용하면 금방 가라앉아있어서 좋아요~"
"j133****","","","","","5점만점에 5점","2025.09.03","복합성에 좋아요","진정에 좋아요","자극없이 순해요","한달동안 저녁에만 사용해봤는데 흔적은 확실히 옅어졌어요대신 흉터부위말고 여드름이나 다른 볼에 바르면 꾸덕해서 그런지 여드름이 조금 나는 거 같았어요"
"땡구리13","","","","","5점만점에 4점","2025.08.13","지성에 좋아요","보습에 좋아요","자극없이 순해요","✅진정을 바라는 분에게는 조금 아쉬울수 있어요✅뭔가 안쓰면 아쉬운 느낌이라 쓰는중입니다 ..!🥺"
"jyelimo3o","","","","","5점만점에 5점","2025.09.07","건성에 좋아요","진정에 좋아요","자극없이 순해요","최근에 여드름 연고를 많이 찾아보다가 처음 보는 제품이라호기심에 구매했는데 전에 쓰던 거 다 버리고 이거 하나로드디어 정착했어요!! 일단 낫츠 연고는 초반에 여드름 올라오려고 할 때, 흉터 ,짜기 직전 이런 모든 상황에 쓰기 좋았고 진정 효과도 좋아서 너무 잘 쓰고 있습니다! 다른 연고들과는 다르게 끈적임이 없어서 쓸 때 편함 예전에 사용한건 마일드랩 • 노스카나 이렇게 두 가지인데낫츠가 훨씬 더 효과도 좋고 자극도 덜 하고 좋은 것 같아요"
"1912","","","","","5점만점에 5점","2025.09.30","건성에 좋아요","보습에 좋아요","자극없이 순해요","흉터에 바르려고 구매했어용 효과는 더 꾸준하게 써봐야알거같음"
"부산잼민","봄웜톤","","","","5점만점에 5점","2025.09.20","지성에 좋아요","진정에 좋아요","자극없이 순해요","제 인생 스팟템이고요 자극전혀 없고 효과 개쩔어요 지성이나 건성 상관없이 잘 맞을거같고요 너무 추천합니다"
"알파카보","복합성","웜톤","다크서클","민감성","5점만점에 5점","2025.09.14","복합성에 좋아요","진정에 좋아요","자극없이 순해요","여드름이 아물고 나서 붉은끼 있을 때 이거 바르면 붉은끼 기 없어져요"
"니옹ㅇ","지성","쿨톤","모공","피지과다","5점만점에 5점","2025.09.07","복합성에 좋아요","진정에 좋아요","자극없이 순해요","여드름 짜고 상처 난 부위에 바르면 빨리 아물어요 지기전에 발라줍니다"
"강치치치","민감성","웜톤","다크서클","모공","5점만점에 5점","2025.09.06","건성에 좋아요","보습에 좋아요","자극없이 순해요","리뷰평입니다~.~사용해보고 좋으몀 수정하겠습니다용"
"한리버뷰","민감성","웜톤","잡티","주름","5점만점에 5점","2025.09.04","건성에 좋아요","보습에 좋아요","자극없이 순해요","여드름 압출하고 그 위에 이거 바르면 흉 안져요조금 비싸보여도 값어치합니다"
"조아여","복합성","쿨톤","다크서클","모공","5점만점에 5점","2025.09.04","건성에 좋아요","보습에 좋아요","자극없이 순해요","작은애가 비싼가? 생각 했는데 생각보다진정 효과더 좋아서 재구매 했습니다"
"푸카치니","복합성","웜톤","다크서클","미백","5점만점에 5점","2025.01.17","복합성에 좋아요","진정에 좋아요","자극없이 순해요","트러블 올라왔을때 발라주면 좋다해서 구매해봤습니다~!!최근에 화농성 여드름이 올라와서 짜주고 발라주는 중인데 금방 가라앉는 느낌이고 자극없이 꾸준히 발라줘도 괜찮은 제품이라 자기전에 스킨케어 단계 마지막에 듬뿍 올려주고 자면 좋습니다:)"
"파란시간","건성","쿨톤","잡티","","5점만점에 5점","2024.07.07","지성에 좋아요","보습에 좋아요","자극없이 순해요","일랑일랑 연고는 예전부터 집에 항상 구비해 놓고 있는 연고인데요~ 요즘에는 초6 아들 이마에 난 여드름에 주로 사용하고 있는데 효과 보고 있어요~~! 아이 피부가 워낙에 예민한데다 강한 연고 바르면 따가워 하고 빨개지더라구요~! 근데 이건 연고같지 않게 정말 순한것 같아요~:) 향도 거의 없이 순하고 제형도 일반 연고처럼 꾸덕한 느낌없이 그냥 로션 같아요~로션처럼 잘 스며들어서 아이도 잘 바르는것 같아요~^^ 병풀 추출물이 들어가 있어서 그런지 더욱 믿음이 갑니다~ 저는 평소에 뾰루지 난 자리에 바르는데 다음날 아침되면 진정되어 있더라구요~ 스킨케어 마지막 단계에 바르면 되니까 화장대에 놓고 바르고 있어요~온가족이 쓰기 좋은 순한 연고입니다~남편이랑 딸아이도 잘 바르고 있어요저는 특히 턱여드름에 효과 보고 있네요~ㅎㅎㅎ아들은 여드름이 없어지는 그날까지 꾸준히 발라보려구요~^^ 만족하며 사용중입니다~!!!"
"새콤한딸기","복합성","여름쿨톤","블랙헤드","잡티","5점만점에 5점","2023.08.24","복합성에 좋아요","진정에 좋아요","자극없이 순해요","여드름 짠 후에 예민해진 피부가 잘 아무는데 도움이 됩니다. 다만 압츌후 바로는 안되고, 소독하고 진물을 스티커로 흡수 시켜준 뒤 발라주는 게 좋아요. 안그러면 진물이랑 섞여서 오히려 자극이 되는 것 같더라고요. 아문 상처, 붉은 상처에 발라주기 좋습니다."
"새콤한딸기","복합성","여름쿨톤","블랙헤드","잡티","5점만점에 5점","2023.05.29","복합성에 좋아요","진정에 좋아요","자극없이 순해요","상처가 붉은끼가 돌고 차올라야 할때 바르기좋음. 짜낸 직후에는 바르지 마시길 추천드립니다. 그때는 소독도 되는 연고 발라야해요. 이건 손상이 있는 부위에 발라서 흉 덜생기게하는 용도로 쓰기 좋은 것 같습니다.낮보다는 밤에 발라서 밤동안 피부가 회복되도록 하기에 좋은 것같아요. 낮에는 화장전에 바르기에는 그정도로 흡수력이 좋지는 않습니다. 가볍게 발리고 끈적임도 과하지 않아서 좋아요. 밑에 사진들은 제품사진, 짠 사진, 짠후 펴바른 사진입니다."
"파란시간","","","","","5점만점에 5점","2022.09.27","건성에 좋아요","진정에 좋아요","자극없이 순해요","제가 여드름성 피부는 아닌데 가끔 코 옆이나 인중에 뾰루지가 나면 엄청 신경쓰이더라구요. 화장도 들뜨고ㅠㅠ 그런데 이제품은 아침에 스킨케어 마지막 단계에서도 쓸 수 있다는 점이 신기해서 사봤는데,,, 좋은거 같아요~화장해도 들뜨지 않고 자기전에 바르면 다음날 아침에 빨간거 사라지고 진정이 되어 있어요~오랫동안 발라봐야겠어요~^^"
"꽈배기","건성","여름쿨톤","각질","다크서클","5점만점에 5점","2025.09.08","복합성에 좋아요","진정에 좋아요","자극없이 순해요","뾰루지가 진정된 붉은기에 최고에요 학생때부터 항상 이것만 사용해요흉터를 없앤다, 트러블을 잠재운다, 이런건 절대 아니고 붉은 자국일때 열심히 바르면 확실히 다른거같아요"
"cyi1****","","","","","5점만점에 5점","2025.08.03","복합성에 좋아요","진정에 좋아요","자극없이 순해요","여름에도 무겁지 않은 연고입니다!! 진짜 공병템.. 한 여섯개이상은 썼어용 이거 은근 좁쌀에 효과가 좋습니다~흉터에도 효과가 좋긴한데 갓짠 여드름 흉터나 좀 새로운 흉터는 기가막히게 잡아줘요!! 근데 오래되거나 패인 흉터 효과는 잘 모르겠어여흔적 제거 기대하고 샀다가 ⭐️좁쌀진정⭐️에  엄청 효과 본 제품입니다!! 좁쌀 고민이신분 사용해보세요~!!아 그리고 전 엄청난 민감성인데 무겁지않고 가벼운 제형이라 사용하기 좋고 순해요!"
"올영은뽁뽁이좀써라","복합성","여름쿨톤","각질","민감성","5점만점에 5점","2025.07.07","복합성에 좋아요","주름/미백에 좋아요","자극없이 순해요","여드름 자국에 바르는데 꾸준히 오래 쓰니까 옅어지는게 보여요쟁여두고 5개째 ? 사용중이에용"
"솔라오","민감성","여름쿨톤","모공","트러블","5점만점에 5점","2025.04.11","복합성에 좋아요","진정에 좋아요","자극없이 순해요","유튜버 통해서 알게 된 제품이에요연고처럼 스팟부위에 발라주면 진정효과가 있는 것 같아 써주고 있어요뾰루지올라왔던곳에 발라주면 더 빨리 회복되는 것 같아요사용하기 간편해서 좋아요"
"올영은뽁뽁이좀써라","복합성","여름쿨톤","각질","민감성","5점만점에 5점","2025.02.08","복합성에 좋아요","진정에 좋아요","자극없이 순해요","여드름 자국에 바르는데 꾸준히 오래 쓰니까 옅어지는게 보여요 쟁여두고 5개째 ? 사용중이에용"
"올영은뽁뽁이좀써라","복합성","여름쿨톤","각질","민감성","5점만점에 5점","2025.01.09","복합성에 좋아요","주름/미백에 좋아요","자극없이 순해요","여드름 자국에 바르는데 꾸준히 오래 쓰니까 옅어지는게 보여요쟁여두고 5개째 ? 사용중이에용"
"올영은뽁뽁이좀써라","복합성","여름쿨톤","각질","민감성","5점만점에 5점","2024.12.31","복합성에 좋아요","주름/미백에 좋아요","자극없이 순해요","여드름 자국에 바르는데 꾸준히 오래 쓰니까 옅어지는게 보여요 쟁여두고 거의 4-5개째 ? 사용중이에용"
"올영은뽁뽁이좀써라","복합성","여름쿨톤","각질","민감성","5점만점에 5점","2024.12.16","복합성에 좋아요","주름/미백에 좋아요","자극없이 순해요","여드름 자국에 바르는데 꾸준히 오래 쓰니까 옅어지는게 보여요 쟁여두고 거의 4-5개째 ? 사용중이에용"
"올영은뽁뽁이좀써라","복합성","여름쿨톤","각질","민감성","5점만점에 5점","2024.12.01","복합성에 좋아요","주름/미백에 좋아요","자극없이 순해요","n통째 재구매해서 쓰고있는 템이에용여드름 났다가 들어간 자국, 흔적에 발라주고 있어요꾸준히 바르면 옅어지는 효과 있어여"
"올영은뽁뽁이좀써라","복합성","여름쿨톤","각질","민감성","5점만점에 5점","2024.11.16","복합성에 좋아요","주름/미백에 좋아요","자극없이 순해요","여드름 자국에 바르는데 꾸준히 오래 쓰니까 옅어지는게 보여요쟁여두고 거의 4-5개째 ? 사용중이에용"
"dearra","","","","","5점만점에 5점","2023.06.05","복합성에 좋아요","진정에 좋아요","자극없이 순해요","낫츠 일랑일랑오랜만에 재구매합니다!이 제품은 세일도 잘 안하지만그래도 올영빅세일때가 가장 저렴하게판매되는거같아요붉은기가 사라지는데 크게 도움이되어서 상시구비템이예요"
"elly6****","","","","","5점만점에 5점","2025.09.23","복합성에 좋아요","진정에 좋아요","자극없이 순해요","트러블 흉터에 진짜 좋아서 이거만 쓰고 있어요. 콕 찍어바르고 자면 효과 좋아요"
"zin****","건성","쿨톤","각질","모공","5점만점에 5점","2025.09.23","건성에 좋아요","진정에 좋아요","자극없이 순해요","자극없이 순하고 여드름 날것같을때 쓰면 편하고 좋아요 믿고쓰고있어요"
"minjae07****","건성","가을웜톤","각질","다크서클","5점만점에 5점","2025.09.22","복합성에 좋아요","진정에 좋아요","보통이에요","바르자머자 다음낭 바로 조음 옅어진 게 보야요! 다른 친구즐은 별로 효과가 없단 친규들도 잇엇는데 전 일주일만 써도 눈에띄게 좋아지고 트러블도 덜 나서 두통쨔 쓰고일어요"
"달러규트","","","","","5점만점에 5점","2025.09.18","건성에 좋아요","보습에 좋아요","자극없이 순해요","낫츠 연고가 재생도 빠르고 좋아서 맨날 이거 사서 발라용!!"
"냠냠둣","민감성","각질","모공","","5점만점에 5점","2025.09.04","복합성에 좋아요","진정에 좋아요","자극없이 순해요","전에 두통 쓰고 효과를 봐서 이번에 또 구매했습니다! 흉터가 빨리 없어지길 바래요 ㅠㅠ"
"리뷰정성들여서못씀","복합성","가을웜톤","","","5점만점에 5점","2025.09.04","복합성에 좋아요","진정에 좋아요","자극없이 순해요","작년 시험 때문에 피부난리 난리 났을 때 구매함 나에게 맘ㄴㅎ은 도움을 준 제품이고비싼 만큼 만족한다"
