product_name,id,tag,tag 2,tag 3,tag 4,point_flag,point,date,txt,txt 2,txt 3,txt_inner
닥터지 더모이스처 배리어D 인텐스 크림,알감자가조아,민감성,여름쿨톤,모공,민감성,,5점만점에 5점,2025.07.18,건성에 좋아요,보습에 좋아요,자극없이 순해요,임산부인데 볼 턱 쪽 알러지성 가려움이 종종 있어 고민하다가 가려움개선 크림이라도 해서 써봤는데 순하고 촉촉해서 우선 첫사용감은 아주 만족스러워요!
닥터지 더모이스처 배리어D 인텐스 크림,hyeri****,,,,,재구매,5점만점에 5점,2025.07.10,복합성에 좋아요,보습에 좋아요,자극없이 순해요,수분크림 다음단계에 바르면 촉촉하고 보습력이 좋아서 무난하게 계속 사용합니다
닥터지 더모이스처 배리어D 인텐스 크림,csh0****,,,,,,5점만점에 5점,2025.07.10,건성에 좋아요,보습에 좋아요,자극없이 순해요,자극없이 순하고 진정 효과나 보습효과 다 좋아서 요즘 잘 쓰고 있음
닥터지 더모이스처 배리어D 인텐스 크림,soyoun****,,,,,한달이상사용,5점만점에 5점,2025.06.30,건성에 좋아요,보습에 좋아요,자극없이 순해요,제형이 촉촉하고 가벼워요 흡수도 날되서 다른 메이크업할때 밀리지도않고 수분감과 산뜻함이 좋았어요 피부가 예민할때 사용했는데 연고 안바르고 크리발랐더니 피부장벽도 살아났어요 꾸준히 사용하고 있어요
닥터지 더모이스처 배리어D 인텐스 크림,쮸쁘,,,,,,5점만점에 5점,2025.06.07,건성에 좋아요,보습에 좋아요,자극없이 순해요,항상 순해서 부담 없이 쓸수 있어요 보습도 잘 되는거 같고ㅎㅎ 좋습니다!
닥터지 더모이스처 배리어D 인텐스 크림,Uhwa,,,,,한달이상사용,5점만점에 5점,2025.07.26,복합성에 좋아요,보습에 좋아요,자극없이 순해요,피부가 너무 가려워서 사게 되었는데 기분탓인지 몰라도 효과 봤어요! 저는 한 제품을 완전 끝까지 잘 못쓰는데 이 제품은 지금 거의 다써가용
닥터지 더모이스처 배리어D 인텐스 크림,능장,복합성,겨울쿨톤,다크서클,모공,한달이상사용,5점만점에 5점,2025.07.15,건성에 좋아요,보습에 좋아요,자극없이 순해요,✔️ 복합성 (지성에 가까움)✔️ 20호 예민하지 않고 트러블은 없지만 주근깨 많은 피부✔️ 올리브영 알바 4년차피부 속까지 탄탄하게 잡아줘서 건조하지않아요! 재구매템💛
닥터지 더모이스처 배리어D 인텐스 크림,디봉,건성,웜톤,각질,민감성,한달이상사용,5점만점에 5점,2025.07.12,건성에 좋아요,보습에 좋아요,자극없이 순해요,지인짜 순하고 촉촉하고 많이 기름지지않는 제품!무난하고 넘 좋은 크림 ㅎㅎ
닥터지 더모이스처 배리어D 인텐스 크림,에에에에엥,복합성,,,,한달이상사용,5점만점에 5점,2025.07.11,복합성에 좋아요,보습에 좋아요,자극없이 순해요,닥터지 배리어 라인 써보고 나서 기초는 다 이걸로 바꿨어요 눈에 띄게 좋다 이거보다는 무난한 거 같아요
닥터지 더모이스처 배리어D 인텐스 크림,incha,복합성,가을웜톤,미백,블랙헤드,한달이상사용,5점만점에 5점,2025.07.03,복합성에 좋아요,진정에 좋아요,보통이에요,제일 성분 순하고 보습력이 가장 좋은 제품 할인한다면 계속 살 예정
닥터지 더모이스처 배리어D 인텐스 크림,leeda****,,,,,,5점만점에 5점,2025.06.23,건성에 좋아요,보습에 좋아요,자극없이 순해요,하❤️❤️❤️ 이거 제가 지금 몇번째 재구매하는건데엽~💙 진짜 진심으로 이게 ㄹㅇ 보습이 진짜 잘돼요 다른로션에 비해 막 그렇게 어엄청 찐득거리지도 않고 그냥 약간 쫀쫀한느낌 이거 적당히 바르고 화장해도 진짜 잘먹어요😍😍 ㄹㅇ 좋아요 저  건성이여서 진짜 건조해서 코 피부가 진짜 갈라졌었거든요 근데 ㄹㅇ 저거 바르고 난 후로부터 건조함이 없어졌어요 진짜 ㄹㅇ 좋ㅇ아뇨
닥터지 더모이스처 배리어D 인텐스 크림,쨀2,지성,가을웜톤,다크서클,모공,한달이상사용,5점만점에 3점,2025.07.14,복합성에 좋아요,보습에 좋아요,자극없이 순해요,보습감은 좋긴한데 지성인 제피부에는 반들거리네용자고일어나면 피부결이 정돈된 느낌이 아니라 지저분해보여요..ㅎ 한번씩 트러블도 올라와요ㅠ
닥터지 더모이스처 배리어D 인텐스 크림,이자몽,복합성,가을웜톤,각질,모공,,5점만점에 5점,2025.07.10,건성에 좋아요,보습에 좋아요,자극없이 순해요,가려움증 개선해주는 크림이라고 해서 샀는데 바르고 나면 가려움증이 없어지는 것 같아요 꾸덕한 제형인 것 같지만 바르고 나면 흡수가 잘 돼서 생각보다 끈적거리거나 번들거리지 않아 좋습니다
닥터지 더모이스처 배리어D 인텐스 크림,리리578,건성,봄웜톤,모공,미백,,5점만점에 5점,2025.05.01,건성에 좋아요,보습에 좋아요,자극없이 순해요,"🔸닥터지 더모이스처 배리어D 인텐스크림 : 제가 이 제품을 사용하고 이렇게 오랜기간 사용하게 될줄은 몰랐는데, 2년반 동안 이 제품을 꾸준히 사용하고 있어요. 밤 기초 마무리단계로 수분크림용으로 사용중인데, 사용할 때는 잘 모르겠다 싶어도 사용하지 않으면 아침에 건조함을 느끼게 되는 제품입니다. 피부자극도 없고 꾸덕한듯 가벼운듯 알쏭하게 발리는 발림성이지만, 저녁 기초 마무리단계에수 피부를 덮어주듯 가득 바르고 자면 다음날까지 수분장벽을 잘 지켜주는 크림입니다. 제가 조금 노화방지를 위해 더 리치한 제품들로 업그레이드해서 크림을 바르면 피부트러블이 폭발할 때가 있는데, 그들을 중단하고 다시 닥터지 더모이스처 배리어D로 돌아오게 하는 마법같은 제품입니다. 순한 제품이라 자극을 원하지 않는 분들에게 좋은 수분장벽크림이니 사용해보시는 걸 권유합니다. 저는 이 후기쓰는 여행지에서도 꼭 챙겨오는 제품이예요^^"
닥터지 더모이스처 배리어D 인텐스 크림,하루건강,민감성,웜톤,미백,홍조,,5점만점에 5점,2024.06.07,건성에 좋아요,보습에 좋아요,자극없이 순해요,✔️총평:5/5✔️구매이유: 요즘 피부가 너무 안 좋아져서 제품력 좋은 걸로 구매해보았습니다✔️향: 거의 없어요! 딱히 향이 느껴지지 않아요! ✔️ 피부타입: 아무나 다 잘 맞을 것 같아요!!✔️제형: 크림치고는 묽은 편이고 잘 흡수됩니다
닥터지 더모이스처 배리어D 인텐스 크림,didtpals****,,,,,,5점만점에 5점,2025.06.10,복합성에 좋아요,진정에 좋아요,자극없이 순해요,피부 진짜 예민한데 자극없이 바를 수 있어서 좋아요!!촉촉해요
닥터지 더모이스처 배리어D 인텐스 크림,ojlm****,,,,,,5점만점에 5점,2025.06.08,복합성에 좋아요,보습에 좋아요,자극없이 순해요,샤워후 건조함에 바르면 촉촉합니다.보습이 좋아요 흡수가 잘 된딘
닥터지 더모이스처 배리어D 인텐스 크림,csh0****,,,,,한달이상사용,5점만점에 5점,2025.06.01,건성에 좋아요,보습에 좋아요,자극없이 순해요,"자극없이 순하고 촉촉하면서도 피부 진정효과,보습 효과 진짜 좋음"
닥터지 더모이스처 배리어D 인텐스 크림,닝닝닝이,복합성,여름쿨톤,모공,탄력,한달이상사용,5점만점에 5점,2025.03.24,건성에 좋아요,보습에 좋아요,자극없이 순해요,보습력 최고인 거 같애요. 여러 번 재구매 했고 유통기한도 넉넉해요!
닥터지 더모이스처 배리어D 인텐스 크림,닝닝닝이,복합성,여름쿨톤,모공,탄력,재구매,5점만점에 5점,2025.03.24,건성에 좋아요,보습에 좋아요,자극없이 순해요,2개씩이나 담아줘서 너무너무 좋습니다. 건조한 계절에 쓰기 좋아요. 가을 겨울 봄에 쓰세요! 보습최고
닥터지 더모이스처 배리어D 인텐스 크림,올영출첵러,복합성,웜톤,모공,블랙헤드,,5점만점에 5점,2025.02.28,복합성에 좋아요,보습에 좋아요,자극없이 순해요,한겨울에 잘 썼어요!꾸덕한 수분크림이라 보습감이 짱짱한 편이에요근데 화장전에 써도 안밀려요!!
닥터지 더모이스처 배리어D 인텐스 크림,닝닝닝이,복합성,여름쿨톤,모공,탄력,재구매,5점만점에 5점,2025.02.16,건성에 좋아요,보습에 좋아요,자극없이 순해요,겨울철 건조한 때 보습에 너무너무 좋아요. 이걸로 크림 바꾼 이후로 덜 건조하다는 느낌이 확실히 드네요
닥터지 더모이스처 배리어D 인텐스 크림,닝닝닝이,복합성,여름쿨톤,모공,탄력,,5점만점에 5점,2025.02.03,건성에 좋아요,보습에 좋아요,자극없이 순해요,보습에 짱인 제품이에요 요즘같은. 건조한 겨울에 쓰기 좋습니다.
닥터지 더모이스처 배리어D 인텐스 크림,해강,민감성,가을웜톤,아토피,홍조,,5점만점에 4점,2024.05.10,건성에 좋아요,진정에 좋아요,보통이에요,저는 지성이어서 많이 기름지긴한데 진정에는 도움이 되는거 같아요!
닥터지 더모이스처 배리어D 인텐스 크림,jiho****,,,,,한달이상사용,5점만점에 5점,2025.07.18,건성에 좋아요,보습에 좋아요,자극없이 순해요,"진짜 오래 전부터 쓰던건데 보습,장벽엔 저한텐 가장 좋은 크림이었던 것 같습니다.진짜 보습이 겨울철에도 하루종일 피부가 당기는 느낌이 없고 트러블 많이 올라올 땐 진정도 돼여"
닥터지 더모이스처 배리어D 인텐스 크림,골드림,,,,,한달이상사용,5점만점에 5점,2025.07.05,복합성에 좋아요,보습에 좋아요,자극없이 순해요,항상 사용하는 제품입니다. 전 지성이나 복합성 피부라서 바른 후 답답한 느낌 드는거 넘 싫어하는데 적당한 유분감과 보습력도 좋아요
닥터지 더모이스처 배리어D 인텐스 크림,2457,,,,,한달이상사용,5점만점에 5점,2025.07.01,건성에 좋아요,보습에 좋아요,자극없이 순해요,너무 촉촉하고 좋어요 재구매의사잇습니다 누구든 추천해요
닥터지 더모이스처 배리어D 인텐스 크림,와니누나,,,,,한달이상사용,5점만점에 5점,2025.06.23,건성에 좋아요,보습에 좋아요,자극없이 순해요,자극 없이 순하고 피부가 촉촉해져요~ 제일 좋아하는 크림이예요
닥터지 더모이스처 배리어D 인텐스 크림,코랄,복합성,웜톤,주름,탄력,한달이상사용,5점만점에 5점,2025.06.13,복합성에 좋아요,보습에 좋아요,자극없이 순해요,개인적으로 피부에 가장 잘 맞는 편안한 크림인데 딸아이도 좋아해 자주 구매해 쓰고 있어요
닥터지 더모이스처 배리어D 인텐스 크림,눈눙,건성,가을웜톤,잡티,주름,한달이상사용,5점만점에 5점,2025.06.12,건성에 좋아요,보습에 좋아요,자극없이 순해요,제형은 발림성이 좋응 묽은 제형이고 건성에게 너무 좋아요!! 흡수고 잘되고 수분감이 가득합니다
닥터지 더모이스처 배리어D 인텐스 크림,에에에에엥,복합성,,,,,5점만점에 5점,2025.06.10,복합성에 좋아요,보습에 좋아요,자극없이 순해요,배리어크림 순해서 듬뿍듬뿍 발라주고있어요! 매번 세일마다 사는 거 같아요
닥터지 더모이스처 배리어D 인텐스 크림,퍼컬과몰입인간,건성,가을웜톤,다크서클,모공,,5점만점에 5점,2025.06.07,복합성에 좋아요,진정에 좋아요,자극없이 순해요,자극 당ㅇ연히 없고 여름에 장벽크림으로 바르게 좋은 것 같아요
닥터지 더모이스처 배리어D 인텐스 크림,콩싸미,건성,여름쿨톤,미백,민감성,,5점만점에 5점,2025.06.06,건성에 좋아요,보습에 좋아요,자극없이 순해요,이거 진짜 요물이에요 피부자극도 없고 꾸덕하게 올라가는데 또 그렇게 무겁지도 않게 마무리되고 피부를 쪼온득 하게 잘 만들어줘요요철도 피부 보습도 두가지를 한번에 잡을수있는 역시 닥터지 일 잘해요세일에 두통 쟁였는데 나 참 잘했다!
닥터지 더모이스처 배리어D 인텐스 크림,믽쥬,,,,,한달이상사용,5점만점에 5점,2025.06.01,복합성에 좋아요,진정에 좋아요,보통이에요,저 말고도 가족들 다같이 잘 쓰고 있는 중이에요 세일기간에 괜찮은 가격으로 잘 산 것 같네용
닥터지 더모이스처 배리어D 인텐스 크림,슈우슉,건성,다크서클,미백,,,5점만점에 5점,2025.06.01,건성에 좋아요,보습에 좋아요,자극없이 순해요,친구한테 추천받아서 쓴 크림인데 진심 자극없고 너무 좋아요. 진심으로요! 너무 두껍지도않고 잘 발립니다! 보습 짱!!
닥터지 더모이스처 배리어D 인텐스 크림,정h2,복합성,가을웜톤,모공,주름,한달이상사용,5점만점에 5점,2025.06.01,복합성에 좋아요,진정에 좋아요,보통이에요,진짜 잘 쓰고 있어요 사계절내내 쓰기도 좋고 정착템으로 아주 좋습니다
닥터지 더모이스처 배리어D 인텐스 크림,Leesua,,,,,,5점만점에 5점,2025.07.27,건성에 좋아요,진정에 좋아요,자극없이 순해요,제가 완전 민감성이라 독도토너 조차도 따끔거리거든요? 근데 이건 진짜 순해요! 볼이 특히 건성이고 틈만나면 습진 생겨가지고 힘들었거든요 바르는 순간 진정되고 최고입니다!!!
닥터지 더모이스처 배리어D 인텐스 크림,률류렬랴,건성,봄웜톤,민감성,트러블,,5점만점에 5점,2025.06.21,건성에 좋아요,보습에 좋아요,자극없이 순해요,자극없이 순하고 좋아요!❤️🤎🥹🤎촉촉합니당!
닥터지 더모이스처 배리어D 인텐스 크림,룰루미니,,,,,한달이상사용,5점만점에 5점,2025.06.09,복합성에 좋아요,진정에 좋아요,자극없이 순해요,기획도 좋고 제품이 순해서 좋네요!!! 잘 쓰고 있습니다~!
닥터지 더모이스처 배리어D 인텐스 크림,incha,복합성,가을웜톤,미백,블랙헤드,,5점만점에 5점,2025.06.01,건성에 좋아요,보습에 좋아요,자극없이 순해요,순하고 보습 오래가서 잘씁니다 좋아요 속건조에도 도움됩니다
닥터지 더모이스처 배리어D 인텐스 크림,히리밍,트러블성,쿨톤,다크서클,민감성,재구매,5점만점에 5점,2025.05.10,복합성에 좋아요,보습에 좋아요,자극없이 순해요,완전 예민한 여드름성 피부인데 또 요새 날씨는 건조해서 보습에 신경쓰고있어요. 그때 이 닥터지크림만한게 없더라구요. 벌써 세통째 쓰고있고 헬스장이랑 집이랑 다 갖다놓고 어디서든 잘 쓰는 중입니다ㅋㅋㅋ 저처럼 민감한 피부도 맘편히 쓸 수 있는 순하고 촉촉한 크림이에요! 건성피부이면 이것만으로는 조금 부족하다고 느낄 수 있을거같긴해요. 복합성이나 지성피부이신 분들에게 강추합니다!!!
닥터지 더모이스처 배리어D 인텐스 크림,뉴로,건성,겨울쿨톤,민감성,아토피,,5점만점에 5점,2024.12.10,건성에 좋아요,보습에 좋아요,자극없이 순해요,아.. 드디어 내가 크림을 바를수 있다니.. 너무 행복하다진짜..ㅠㅠ 요새계속 찢겨나갈거같은 피부였는데도안맞아가지고 토너랑 세럼들만 겹겹이 발라서 유지중이었는데 도저히안되겠어서전에샀던 배리어디 로션<<은 안맞아서 그냥 바디에바르고있다가 크림이 드디어 행사하길래 구매했는데 이게웬일.. 드디어.. 바를 수 있는 촉촉하고 각질케어까지해주는 크림이라니.. 너무행복해요진짜로 ㅠㅠ
닥터지 더모이스처 배리어D 인텐스 크림,히리밍,,,,,,5점만점에 5점,2024.06.20,복합성에 좋아요,보습에 좋아요,자극없이 순해요,제가 복합성 피부인데다가 이제 여름이라 이 제품이 너무 과한 건 아닐지 걱정했는데 지금 아주 만족하면서 사용하고 있습니다!토너 발라주고 이 제품을 소량만 얇게 발라주면 촉촉함은 유지되면서 번들거리지 않게 잘 흡수돼요!양조절만 잘하면 사계절 내내 잘 쓸 수 있는 제품이라 강추합니당
닥터지 더모이스처 배리어D 인텐스 크림,화사한웜코덕,,,,,,5점만점에 5점,2025.03.07,복합성에 좋아요,보습에 좋아요,자극없이 순해요,샘플 받았다가 너무 좋아서 구매한 템. 피부가 둔해서 아무크림 앰플 다 잘쓰는데 얘는 샘플썼다가 너무 좋아서 뻑가는 바람에 쿠폰도 생겼겠다 바로 질러버린 케이스 .. 극극극ㄱ지성 빼고는 다 좋으실듯요!
닥터지 더모이스처 배리어D 인텐스 크림,다음생엔민들레홀씨,,,,,,5점만점에 5점,2025.07.17,건성에 좋아요,보습에 좋아요,자극없이 순해요,유명해서 샀는데 또 구매할거 같습니다! 너무 순해요 바르고자면 좋아요
닥터지 더모이스처 배리어D 인텐스 크림,Mezcho,,,,,,5점만점에 5점,2025.07.15,건성에 좋아요,보습에 좋아요,자극없이 순해요,건성 + 민감성 피부인데 자극없이 적당하게 촉촉하고 제형은 크림이랑 에센스 중간 느낌입니다!마무리감도 끈적임 심하지 않아서 좋아요! ㅎㅎ
닥터지 더모이스처 배리어D 인텐스 크림,쇼꿍,,,,,한달이상사용,5점만점에 5점,2025.06.24,건성에 좋아요,보습에 좋아요,자극없이 순해요,저는 여름에 바르기엔 조금 무겁더라구요..샘플 써보고 가을즈음 쓰려고 합니다:)보습자체는 좋아요~ 완전 무겁지도 않은데 저는 여름엔 가벼운 제형을 선호해서요~ 가을이오면 제 피부를 잘 지켜주겠지요~!
닥터지 더모이스처 배리어D 인텐스 크림,Iree,,,,,한달이상사용,5점만점에 5점,2025.06.21,건성에 좋아요,보습에 좋아요,자극없이 순해요,아직도 안써보긴 했는데 닥터지는 워낙 유명하고 저와 궁합이 좋아서 믿고 쓸거 같아요 쟁여논거라;; 빨리 써야겠네요
닥터지 더모이스처 배리어D 인텐스 크림,쨀2,지성,가을웜톤,다크서클,모공,,5점만점에 3점,2025.06.10,복합성에 좋아요,보습에 좋아요,자극없이 순해요,최근 피부가 많이 건조해져서 구매했는데 확실히 촉촉하긴한데 알러지피부를 잠재워주진 않아요 피부결 정돈이 안된다 해야하나.. 손이 많이 가진 않네요ㅜ
닥터지 더모이스처 배리어D 인텐스 크림,능장,복합성,여름쿨톤,각질,다크서클,,5점만점에 5점,2025.06.09,건성에 좋아요,보습에 좋아요,자극없이 순해요,✔️ 복합성 (지성에 가까움)✔️ 20호 예민하지 않고 트러블은 없지만 주근깨 많은 피부✔️ 올리브영 알바 4년차피부 속까지 탄탄하게 잡아줘서 건조하지않아요! 재구매템💛
닥터지 더모이스처 배리어D 인텐스 크림,효은님,,,,,한달이상사용,5점만점에 5점,2025.06.02,건성에 좋아요,보습에 좋아요,자극없이 순해요,건성 추천!! 지성은 겨율철 추천!! 끈적임 없어요 좋아용
닥터지 더모이스처 배리어D 인텐스 크림,랄랄라S2,,,,,한달이상사용,5점만점에 5점,2025.07.09,건성에 좋아요,보습에 좋아요,자극없이 순해요,아무래도 순한걸로 유명해서 그런지 순하긴 한거같아요 건성이 쓰기에도 좋아요
닥터지 더모이스처 배리어D 인텐스 크림,dlaak****,,,,,,5점만점에 5점,2025.06.19,건성에 좋아요,보습에 좋아요,자극없이 순해요,"닥터지 이 수분크림은 처음 써보는데 뭐 뾰루지 같은것도 안 나고 순하니 좋네요! 짱 촉촉해요복합성인 제 피부 기준, 복합성 = 봄,가을,겨울 적합한것같아요~건성인 분들은 여름까지 1년내내 사용하기 좋고 겨울에는 살짝 건조한 감이 있을수도 있을거같아요!"
닥터지 더모이스처 배리어D 인텐스 크림,gcse****,,,,,,5점만점에 5점,2025.06.04,건성에 좋아요,보습에 좋아요,자극없이 순해요,스킨케어 열심히 해도 금방 건조해져서 각질 들뜨고 가려웠는데 이 크림 쓴 뒤로는 확실히 덜건조하고 한번도 가려운 적 없었어요!! 크림이 끈적하지 않고 산뜻하게 흡수돼서 나중에는 보송한데 촉촉해사 좋았어요. 크림은 이거로 정착할 것 같습니다
닥터지 더모이스처 배리어D 인텐스 크림,지원뤼ㄴ,트러블성,여름쿨톤,트러블,,한달이상사용,5점만점에 5점,2025.05.27,지성에 좋아요,보습에 좋아요,자극없이 순해요,좋아서 또샀어요!아토크림보다 좋아요더순하고 끈적임 없어요
닥터지 더모이스처 배리어D 인텐스 크림,지원뤼ㄴ,트러블성,여름쿨톤,트러블,,,5점만점에 5점,2025.04.23,지성에 좋아요,보습에 좋아요,자극없이 순해요,써보고 좋아서 또 샀어요 저는 에스트라보다 이게 좋아요끈적임 없고 순해요
닥터지 더모이스처 배리어D 인텐스 크림,카이2,트러블성,웜톤,민감성,블랙헤드,한달이상사용,5점만점에 1점,2025.03.31,건성에 좋아요,보습에 좋아요,보통이에요,저한테는 안맞는 성분이 있는지 얼굴에 속뾰루지가 나서 아직까지 고생중이네요 건성이신 어머니께 드렸는데 트러블없이 사용중이세요 저는 핸드크림으로 사용하는데  어떤 미끌한 막이 느껴지는 보습감이에요
닥터지 더모이스처 배리어D 인텐스 크림,카이2,트러블성,웜톤,민감성,블랙헤드,,5점만점에 3점,2025.03.01,복합성에 좋아요,진정에 좋아요,보통이에요,속건조를 잡기에는 무리이고 바를때 사용감은 너무 좋아요 흡사 피지오겔 느낌인데 오일느낌이 덜 한 사용감이고 한겹 바르기엔 건성에겐 건조하네요 수시로 덧바르는데 겉만 두터워지는기분 만져보면 피부는 부드러워요
닥터지 더모이스처 배리어D 인텐스 크림,살랑이,복합성,쿨톤,모공,잡티,한달이상사용,5점만점에 5점,2025.02.28,복합성에 좋아요,진정에 좋아요,보통이에요,엄마 사드렸더니 좋으시데요~겨울에 사용하기 너무좋다고 보습감도좋고 발림성도 좋다고 나중에 재구매해달라하시네요
닥터지 더모이스처 배리어D 인텐스 크림,사진은저아닙니다,복합성,쿨톤,모공,민감성,,5점만점에 5점,2025.02.12,복합성에 좋아요,진정에 좋아요,자극없이 순해요,에스트라 크림과 닥터지 크림 만잇으면 사계절이 두렵지읺네요~
닥터지 더모이스처 배리어D 인텐스 크림,살랑이,복합성,쿨톤,모공,잡티,,5점만점에 5점,2025.01.26,복합성에 좋아요,진정에 좋아요,보통이에요,엄마가 사용해보더니 보습에좋다고 재주문했어요가을겨울이 보습하기좋은 크림이에여
닥터지 더모이스처 배리어D 인텐스 크림,보노쩡이,,,,,한달이상사용,5점만점에 5점,2024.12.07,복합성에 좋아요,보습에 좋아요,자극없이 순해요,건조한계절 지금 가을겨울쯤 바르기 괜찮은거같아요 같은 라인으로 사용해도 괜찮을거같습니다
닥터지 더모이스처 배리어D 인텐스 크림,보노쩡이,,,,,,5점만점에 5점,2024.11.07,복합성에 좋아요,보습에 좋아요,자극없이 순해요,4계절 무난하게 사용하기 괜차노은거같아요 같은라인에 토너랑 같이 사용하셔도 될거같습니다
